Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Clarke,Shared Games with Danny Green,Shared Games with David Roddy,Shared Games with Desmond Bane,Shared Games with Dillon Brooks,Shared Games with Ja Morant,Shared Games with Jake LaRavia,Shared Games with Jaren Jackson Jr.,Shared Games with John Konchar,Shared Games with Kennedy Chandler,Shared Games with Kenneth Lofton Jr.,Shared Games with Santi Aldama,Shared Games with Steven Adams,Shared Games with Tyus Jones,Shared Games with Vince Williams Jr.,Shared Games with Xavier Tillman Sr.,Brandon Clarke,Danny Green,David Roddy,Desmond Bane,Dillon Brooks,Ja Morant,Jacob Gilyard,Jake LaRavia,Jaren Jackson Jr.,John Konchar,Kennedy Chandler,Kenneth Lofton Jr.,Santi Aldama,Steven Adams,Tyus Jones,Vince Williams Jr.,Xavier Tillman Sr.,co_inf with Brandon Clarke,co_inf with Danny Green,co_inf with David Roddy,co_inf with Desmond Bane,co_inf with Dillon Brooks,co_inf with Ja Morant,co_inf with Jacob Gilyard,co_inf with Jake LaRavia,co_inf with Jaren Jackson Jr.,co_inf with John Konchar,co_inf with Kennedy Chandler,co_inf with Kenneth Lofton Jr.,co_inf with Santi Aldama,co_inf with Steven Adams,co_inf with Tyus Jones,co_inf with Vince Williams Jr.,co_inf with Xavier Tillman Sr.,Shared Games with Luke Kennard,Luke Kennard,Trae Young,co_inf with Luke Kennard,co_inf with Trae Young,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,,2022-11-07,21-056,MEM,,BOS,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,26,2,28,27,33,26,13,35,31,18,9,36,18,36,4,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,0.4642857142857143,0.1818181818181818,0.4,0.4655172413793103,0.4520547945205479,0.4262295081967213,0.0,0.3714285714285714,0.5555555555555556,0.4305555555555556,0.5,0.375,0.4675324675324675,0.4285714285714285,0.45,0.2666666666666666,0.4918032786885246,8,59.0,73.0,0.135593220338983,0.0,17,,81.0,4.764705882352941,0.0,80.89999999999999,4.758823529411764
11,12,,2022-11-09,21-058,MEM,@,SAS,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,26,2,28,27,33,26,13,35,31,18,9,36,18,36,4,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,0.4642857142857143,0.1818181818181818,0.4,0.4655172413793103,0.4520547945205479,0.4262295081967213,0.0,0.3714285714285714,0.5555555555555556,0.4305555555555556,0.5,0.375,0.4675324675324675,0.4285714285714285,0.45,0.2666666666666666,0.4918032786885246,8,59.0,73.0,0.135593220338983,0.0,17,,87.0,5.117647058823529,0.0,99.3,5.841176470588235
12,13,,2022-11-11,21-060,MEM,,MIN,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,26,2,28,27,33,26,13,35,31,18,9,36,18,36,4,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,0.4642857142857143,0.1818181818181818,0.4,0.4655172413793103,0.4520547945205479,0.4262295081967213,0.0,0.3714285714285714,0.5555555555555556,0.4305555555555556,0.5,0.375,0.4675324675324675,0.4285714285714285,0.45,0.2666666666666666,0.4918032786885246,8,59.0,73.0,0.135593220338983,0.0,17,,75.0,4.411764705882353,0.0,90.39999999999998,5.317647058823528
13,14,,2022-11-13,21-062,MEM,@,WAS,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,26,2,28,27,33,26,13,35,31,18,9,36,18,36,4,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,0.4642857142857143,0.1818181818181818,0.4,0.4655172413793103,0.4520547945205479,0.4262295081967213,0.0,0.3714285714285714,0.5555555555555556,0.4305555555555556,0.5,0.375,0.4675324675324675,0.4285714285714285,0.45,0.2666666666666666,0.4918032786885246,8,59.0,73.0,0.135593220338983,0.0,17,,66.0,3.882352941176471,0.0,61.79999999999999,3.6352941176470583
14,15,,2022-11-15,21-064,MEM,@,NOP,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,26,2,28,27,33,26,13,35,31,18,9,36,18,36,4,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,0.4642857142857143,0.1818181818181818,0.4,0.4655172413793103,0.4520547945205479,0.4262295081967213,0.0,0.3714285714285714,0.5555555555555556,0.4305555555555556,0.5,0.375,0.4675324675324675,0.4285714285714285,0.45,0.2666666666666666,0.4918032786885246,8,59.0,73.0,0.135593220338983,0.0,17,,69.0,4.0588235294117645,0.0,69.60000000000001,4.094117647058824
15,16,,2022-11-18,21-067,MEM,,OKC,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,26,2,28,27,33,26,13,35,31,18,9,36,18,36,4,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,0.4642857142857143,0.1818181818181818,0.4,0.4655172413793103,0.4520547945205479,0.4262295081967213,0.0,0.3714285714285714,0.5555555555555556,0.4305555555555556,0.5,0.375,0.4675324675324675,0.4285714285714285,0.45,0.2666666666666666,0.4918032786885246,8,59.0,73.0,0.135593220338983,0.0,17,,89.0,5.235294117647059,0.0,90.3,5.311764705882353
16,17,,2022-11-20,21-069,MEM,@,BRK,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,26,2,28,27,33,26,13,35,31,18,9,36,18,36,4,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,0.4642857142857143,0.1818181818181818,0.4,0.4655172413793103,0.4520547945205479,0.4262295081967213,0.0,0.3714285714285714,0.5555555555555556,0.4305555555555556,0.5,0.375,0.4675324675324675,0.4285714285714285,0.45,0.2666666666666666,0.4918032786885246,8,59.0,73.0,0.135593220338983,0.0,17,,64.0,3.764705882352941,0.0,86.7,5.1000000000000005
17,18,,2022-11-22,21-071,MEM,,SAC,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,26,2,28,27,33,26,13,35,31,18,9,36,18,36,4,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,0.4642857142857143,0.1818181818181818,0.4,0.4655172413793103,0.4520547945205479,0.4262295081967213,0.0,0.3714285714285714,0.5555555555555556,0.4305555555555556,0.5,0.375,0.4675324675324675,0.4285714285714285,0.45,0.2666666666666666,0.4918032786885246,8,59.0,73.0,0.135593220338983,0.0,17,,78.0,4.588235294117647,0.0,79.6,4.68235294117647
18,19,,2022-11-25,21-074,MEM,,NOP,W (+21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,26,2,28,27,33,26,13,35,31,18,9,36,18,36,4,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,0.4642857142857143,0.1818181818181818,0.4,0.4655172413793103,0.4520547945205479,0.4262295081967213,0.0,0.3714285714285714,0.5555555555555556,0.4305555555555556,0.5,0.375,0.4675324675324675,0.4285714285714285,0.45,0.2666666666666666,0.4918032786885246,8,59.0,73.0,0.135593220338983,0.0,17,,82.0,4.823529411764706,0.0,98.3,5.7823529411764705
19,20,,2022-11-27,21-076,MEM,@,NYK,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,26,2,28,27,33,26,13,35,31,18,9,36,18,36,4,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,0.4642857142857143,0.1818181818181818,0.4,0.4655172413793103,0.4520547945205479,0.4262295081967213,0.0,0.3714285714285714,0.5555555555555556,0.4305555555555556,0.5,0.375,0.4675324675324675,0.4285714285714285,0.45,0.2666666666666666,0.4918032786885246,8,59.0,73.0,0.135593220338983,0.0,17,,89.0,5.235294117647059,0.0,96.5,5.676470588235294
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,26,2,28,27,33,26,13,35,31,18,9,36,18,36,4,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,0.4642857142857143,0.1818181818181818,0.4,0.4655172413793103,0.4520547945205479,0.4262295081967213,0.0,0.3714285714285714,0.5555555555555556,0.4305555555555556,0.5,0.375,0.4675324675324675,0.4285714285714285,0.45,0.2666666666666666,0.4918032786885246,8,59.0,73.0,0.135593220338983,0.0,17,,0.0,0.0,0.0,0.0,0.0
21,21,,2022-11-30,21-079,MEM,@,MIN,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,26,2,28,27,33,26,13,35,31,18,9,36,18,36,4,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,0.4642857142857143,0.1818181818181818,0.4,0.4655172413793103,0.4520547945205479,0.4262295081967213,0.0,0.3714285714285714,0.5555555555555556,0.4305555555555556,0.5,0.375,0.4675324675324675,0.4285714285714285,0.45,0.2666666666666666,0.4918032786885246,8,59.0,73.0,0.135593220338983,0.0,17,,55.0,3.235294117647059,0.0,58.29999999999998,3.4294117647058813
22,22,,2022-12-02,21-081,MEM,,PHI,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,26,2,28,27,33,26,13,35,31,18,9,36,18,36,4,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,0.4642857142857143,0.1818181818181818,0.4,0.4655172413793103,0.4520547945205479,0.4262295081967213,0.0,0.3714285714285714,0.5555555555555556,0.4305555555555556,0.5,0.375,0.4675324675324675,0.4285714285714285,0.45,0.2666666666666666,0.4918032786885246,8,59.0,73.0,0.135593220338983,0.0,17,,94.0,5.529411764705882,0.0,91.3,5.370588235294117
23,23,,2022-12-04,21-083,MEM,@,DET,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,26,2,28,27,33,26,13,35,31,18,9,36,18,36,4,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,0.4642857142857143,0.1818181818181818,0.4,0.4655172413793103,0.4520547945205479,0.4262295081967213,0.0,0.3714285714285714,0.5555555555555556,0.4305555555555556,0.5,0.375,0.4675324675324675,0.4285714285714285,0.45,0.2666666666666666,0.4918032786885246,8,59.0,73.0,0.135593220338983,0.0,17,,76.0,4.470588235294118,0.0,92.5,5.4411764705882355
24,24,,2022-12-05,21-084,MEM,,MIA,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,26,2,28,27,33,26,13,35,31,18,9,36,18,36,4,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,0.4642857142857143,0.1818181818181818,0.4,0.4655172413793103,0.4520547945205479,0.4262295081967213,0.0,0.3714285714285714,0.5555555555555556,0.4305555555555556,0.5,0.375,0.4675324675324675,0.4285714285714285,0.45,0.2666666666666666,0.4918032786885246,8,59.0,73.0,0.135593220338983,0.0,17,,72.0,4.235294117647059,0.0,78.1,4.594117647058823
25,25,1,2022-12-07,21-086,MEM,,OKC,W (+21),0,18:44,2.0,9.0,.222,0.0,4.0,.000,0,0.0,,1.0,5.0,6.0,3.0,2.0,0.0,0.0,3.0,4.0,3.6,+15,5.0,2.0,0.4,26,2,28,27,33,26,13,35,31,18,9,36,18,36,4,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,0.4642857142857143,0.1818181818181818,0.4,0.4655172413793103,0.4520547945205479,0.4262295081967213,0.0,0.3714285714285714,0.5555555555555556,0.4305555555555556,0.5,0.375,0.4675324675324675,0.4285714285714285,0.45,0.2666666666666666,0.4918032786885246,8,59.0,73.0,0.135593220338983,0.0,17,6.0,107.0,6.294117647058823,3.6,113.8,6.694117647058824
26,26,2,2022-12-09,21-088,MEM,,DET,W (+11),0,16:30,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,-0.5,-12,1.0,1.0,1.0,26,2,28,27,33,26,13,35,31,18,9,36,18,36,4,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,0.4642857142857143,0.1818181818181818,0.4,0.4655172413793103,0.4520547945205479,0.4262295081967213,0.0,0.3714285714285714,0.5555555555555556,0.4305555555555556,0.5,0.375,0.4675324675324675,0.4285714285714285,0.45,0.2666666666666666,0.4918032786885246,8,59.0,73.0,0.135593220338983,0.0,17,1.0,79.0,4.647058823529412,-0.5,90.8,5.341176470588235
27,27,3,2022-12-12,21-091,MEM,,ATL,W (+25),0,20:55,1.0,7.0,.143,0.0,4.0,.000,2,2.0,1.000,0.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,4.0,0.1,-3,3.0,1.0,0.3333333333333333,26,2,28,27,33,26,13,35,31,18,9,36,18,36,4,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,0.4642857142857143,0.1818181818181818,0.4,0.4655172413793103,0.4520547945205479,0.4262295081967213,0.0,0.3714285714285714,0.5555555555555556,0.4305555555555556,0.5,0.375,0.4675324675324675,0.4285714285714285,0.45,0.2666666666666666,0.4918032786885246,8,59.0,73.0,0.135593220338983,0.0,17,-1.0,117.0,6.882352941176471,-0.6999999999999988,117.5,6.911764705882353
28,28,4,2022-12-15,21-094,MEM,,MIL,W (+41),0,22:06,5.0,11.0,.455,1.0,5.0,.200,0,0.0,,1.0,4.0,5.0,2.0,0.0,1.0,1.0,0.0,11.0,8.3,+9,6.0,4.0,0.6666666666666666,26,2,28,27,33,26,13,35,31,18,9,36,18,36,4,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,0.4642857142857143,0.1818181818181818,0.4,0.4655172413793103,0.4520547945205479,0.4262295081967213,0.0,0.3714285714285714,0.5555555555555556,0.4305555555555556,0.5,0.375,0.4675324675324675,0.4285714285714285,0.45,0.2666666666666666,0.4918032786885246,8,59.0,73.0,0.135593220338983,0.0,17,7.0,111.0,6.529411764705882,8.299999999999997,123.8,7.2823529411764705
29,29,5,2022-12-17,21-096,MEM,@,OKC,L (-6),0,13:09,1.0,3.0,.333,0.0,1.0,.000,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,1.1,-8,2.0,1.0,0.5,26,2,28,27,33,26,13,35,31,18,9,36,18,36,4,30,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,0.4642857142857143,0.1818181818181818,0.4,0.4655172413793103,0.4520547945205479,0.4262295081967213,0.0,0.3714285714285714,0.5555555555555556,0.4305555555555556,0.5,0.375,0.4675324675324675,0.4285714285714285,0.45,0.2666666666666666,0.4918032786885246,8,59.0,73.0,0.135593220338983,0.0,17,3.0,64.0,3.764705882352941,1.1000000000000003,73.4,4.31764705882353
