Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Clarke,Shared Games with David Roddy,Shared Games with Desmond Bane,Shared Games with Dillon Brooks,Shared Games with Ja Morant,Shared Games with Jacob Gilyard,Shared Games with Jaren Jackson Jr.,Shared Games with John Konchar,Shared Games with Kennedy Chandler,Shared Games with Kenneth Lofton Jr.,Shared Games with Santi Aldama,Shared Games with Steven Adams,Shared Games with Tyus Jones,Shared Games with Vince Williams Jr.,Shared Games with Xavier Tillman Sr.,Shared Games with Ziaire Williams,Brandon Clarke,Danny Green,David Roddy,Desmond Bane,Dillon Brooks,Ja Morant,Jacob Gilyard,Jaren Jackson Jr.,John Konchar,Kennedy Chandler,Kenneth Lofton Jr.,Santi Aldama,Steven Adams,Tyus Jones,Vince Williams Jr.,Xavier Tillman Sr.,Ziaire Williams,co_inf with Brandon Clarke,co_inf with Danny Green,co_inf with David Roddy,co_inf with Desmond Bane,co_inf with Dillon Brooks,co_inf with Ja Morant,co_inf with Jacob Gilyard,co_inf with Jaren Jackson Jr.,co_inf with John Konchar,co_inf with Kennedy Chandler,co_inf with Kenneth Lofton Jr.,co_inf with Santi Aldama,co_inf with Steven Adams,co_inf with Tyus Jones,co_inf with Vince Williams Jr.,co_inf with Xavier Tillman Sr.,co_inf with Ziaire Williams,Shared Games with Luke Kennard,Luke Kennard,Trae Young,co_inf with Luke Kennard,co_inf with Trae Young,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,8,2022-11-07,21-004,MEM,,BOS,L (-3),0,24:36,2.0,4.0,.500,2.0,4.0,.500,0,0.0,,0.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,6.0,4.8,+7,0.0,0.0,,31,35,22,31,30,1,21,29,21,12,32,23,34,8,26,13,56.0,11.0,70.0,58.0,73.0,61.0,1,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.5535714285714286,0.0,0.5,0.3793103448275862,0.4246575342465753,0.4918032786885246,1.0,0.3333333333333333,0.4027777777777778,0.5833333333333334,0.5,0.4155844155844156,0.5476190476190477,0.425,0.5333333333333333,0.4262295081967213,0.3513513513513513,3,59.0,73.0,0.0508474576271186,0.0,17,6.0,75.0,4.411764705882353,4.799999999999999,76.1,4.476470588235294
11,12,9,2022-11-09,21-006,MEM,@,SAS,W (+2),0,16:44,3.0,4.0,.750,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,6.0,3.2,-12,3.0,3.0,1.0,31,35,22,31,30,1,21,29,21,12,32,23,34,8,26,13,56.0,11.0,70.0,58.0,73.0,61.0,1,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.5535714285714286,0.0,0.5,0.3793103448275862,0.4246575342465753,0.4918032786885246,1.0,0.3333333333333333,0.4027777777777778,0.5833333333333334,0.5,0.4155844155844156,0.5476190476190477,0.425,0.5333333333333333,0.4262295081967213,0.3513513513513513,3,59.0,73.0,0.0508474576271186,0.0,17,2.0,85.0,5.0,3.2,96.1,5.652941176470588
12,13,10,2022-11-11,21-008,MEM,,MIN,W (+11),0,12:08,0.0,4.0,.000,0.0,4.0,.000,0,0.0,,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.1,+1,0.0,0.0,,31,35,22,31,30,1,21,29,21,12,32,23,34,8,26,13,56.0,11.0,70.0,58.0,73.0,61.0,1,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.5535714285714286,0.0,0.5,0.3793103448275862,0.4246575342465753,0.4918032786885246,1.0,0.3333333333333333,0.4027777777777778,0.5833333333333334,0.5,0.4155844155844156,0.5476190476190477,0.425,0.5333333333333333,0.4262295081967213,0.3513513513513513,3,59.0,73.0,0.0508474576271186,0.0,17,-1.0,76.0,4.470588235294118,-1.1,91.5,5.382352941176471
13,14,11,2022-11-13,21-010,MEM,@,WAS,L (-10),0,25:53,1.0,5.0,.200,0.0,2.0,.000,0,0.0,,0.0,5.0,5.0,3.0,1.0,1.0,3.0,2.0,2.0,0.4,-9,3.0,1.0,0.3333333333333333,31,35,22,31,30,1,21,29,21,12,32,23,34,8,26,13,56.0,11.0,70.0,58.0,73.0,61.0,1,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.5535714285714286,0.0,0.5,0.3793103448275862,0.4246575342465753,0.4918032786885246,1.0,0.3333333333333333,0.4027777777777778,0.5833333333333334,0.5,0.4155844155844156,0.5476190476190477,0.425,0.5333333333333333,0.4262295081967213,0.3513513513513513,3,59.0,73.0,0.0508474576271186,0.0,17,4.0,62.0,3.647058823529412,0.4000000000000003,61.39999999999999,3.6117647058823525
14,15,,2022-11-15,21-012,MEM,@,NOP,L (-11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,31,35,22,31,30,1,21,29,21,12,32,23,34,8,26,13,56.0,11.0,70.0,58.0,73.0,61.0,1,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.5535714285714286,0.0,0.5,0.3793103448275862,0.4246575342465753,0.4918032786885246,1.0,0.3333333333333333,0.4027777777777778,0.5833333333333334,0.5,0.4155844155844156,0.5476190476190477,0.425,0.5333333333333333,0.4262295081967213,0.3513513513513513,3,59.0,73.0,0.0508474576271186,0.0,17,,69.0,4.0588235294117645,0.0,69.60000000000001,4.094117647058824
15,16,12,2022-11-18,21-015,MEM,,OKC,W (+11),0,9:28,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.5,-2,1.0,1.0,1.0,31,35,22,31,30,1,21,29,21,12,32,23,34,8,26,13,56.0,11.0,70.0,58.0,73.0,61.0,1,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.5535714285714286,0.0,0.5,0.3793103448275862,0.4246575342465753,0.4918032786885246,1.0,0.3333333333333333,0.4027777777777778,0.5833333333333334,0.5,0.4155844155844156,0.5476190476190477,0.425,0.5333333333333333,0.4262295081967213,0.3513513513513513,3,59.0,73.0,0.0508474576271186,0.0,17,1.0,88.0,5.176470588235294,0.4999999999999998,89.80000000000001,5.282352941176471
16,17,13,2022-11-20,21-017,MEM,@,BRK,L (-12),0,28:51,4.0,12.0,.333,3.0,9.0,.333,0,0.0,,1.0,3.0,4.0,3.0,1.0,0.0,2.0,1.0,11.0,6.5,-4,3.0,1.0,0.3333333333333333,31,35,22,31,30,1,21,29,21,12,32,23,34,8,26,13,56.0,11.0,70.0,58.0,73.0,61.0,1,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.5535714285714286,0.0,0.5,0.3793103448275862,0.4246575342465753,0.4918032786885246,1.0,0.3333333333333333,0.4027777777777778,0.5833333333333334,0.5,0.4155844155844156,0.5476190476190477,0.425,0.5333333333333333,0.4262295081967213,0.3513513513513513,3,59.0,73.0,0.0508474576271186,0.0,17,5.0,59.0,3.4705882352941178,6.499999999999998,80.2,4.7176470588235295
17,18,14,2022-11-22,21-019,MEM,,SAC,L (-4),0,9:52,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.7,+1,0.0,0.0,,31,35,22,31,30,1,21,29,21,12,32,23,34,8,26,13,56.0,11.0,70.0,58.0,73.0,61.0,1,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.5535714285714286,0.0,0.5,0.3793103448275862,0.4246575342465753,0.4918032786885246,1.0,0.3333333333333333,0.4027777777777778,0.5833333333333334,0.5,0.4155844155844156,0.5476190476190477,0.425,0.5333333333333333,0.4262295081967213,0.3513513513513513,3,59.0,73.0,0.0508474576271186,0.0,17,1.0,77.0,4.529411764705882,0.7,78.89999999999998,4.641176470588234
18,19,15,2022-11-25,21-022,MEM,,NOP,W (+21),0,26:12,1.0,5.0,.200,1.0,4.0,.250,0,0.0,,2.0,2.0,4.0,0.0,0.0,0.0,1.0,2.0,3.0,0.1,-15,1.0,0.0,0.0,31,35,22,31,30,1,21,29,21,12,32,23,34,8,26,13,56.0,11.0,70.0,58.0,73.0,61.0,1,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.5535714285714286,0.0,0.5,0.3793103448275862,0.4246575342465753,0.4918032786885246,1.0,0.3333333333333333,0.4027777777777778,0.5833333333333334,0.5,0.4155844155844156,0.5476190476190477,0.425,0.5333333333333333,0.4262295081967213,0.3513513513513513,3,59.0,73.0,0.0508474576271186,0.0,17,1.0,81.0,4.764705882352941,0.0999999999999994,98.20000000000002,5.776470588235295
19,20,16,2022-11-27,21-024,MEM,@,NYK,W (+4),0,15:20,2.0,2.0,1.000,2.0,2.0,1.000,0,0.0,,1.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,6.0,6.1,-2,0.0,0.0,,31,35,22,31,30,1,21,29,21,12,32,23,34,8,26,13,56.0,11.0,70.0,58.0,73.0,61.0,1,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.5535714285714286,0.0,0.5,0.3793103448275862,0.4246575342465753,0.4918032786885246,1.0,0.3333333333333333,0.4027777777777778,0.5833333333333334,0.5,0.4155844155844156,0.5476190476190477,0.425,0.5333333333333333,0.4262295081967213,0.3513513513513513,3,59.0,73.0,0.0508474576271186,0.0,17,6.0,83.0,4.882352941176471,6.1,90.4,5.31764705882353
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,31,35,22,31,30,1,21,29,21,12,32,23,34,8,26,13,56.0,11.0,70.0,58.0,73.0,61.0,1,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.5535714285714286,0.0,0.5,0.3793103448275862,0.4246575342465753,0.4918032786885246,1.0,0.3333333333333333,0.4027777777777778,0.5833333333333334,0.5,0.4155844155844156,0.5476190476190477,0.425,0.5333333333333333,0.4262295081967213,0.3513513513513513,3,59.0,73.0,0.0508474576271186,0.0,17,,0.0,0.0,0.0,0.0,0.0
21,21,,2022-11-30,21-027,MEM,@,MIN,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,31,35,22,31,30,1,21,29,21,12,32,23,34,8,26,13,56.0,11.0,70.0,58.0,73.0,61.0,1,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.5535714285714286,0.0,0.5,0.3793103448275862,0.4246575342465753,0.4918032786885246,1.0,0.3333333333333333,0.4027777777777778,0.5833333333333334,0.5,0.4155844155844156,0.5476190476190477,0.425,0.5333333333333333,0.4262295081967213,0.3513513513513513,3,59.0,73.0,0.0508474576271186,0.0,17,,55.0,3.235294117647059,0.0,58.29999999999998,3.4294117647058813
22,22,,2022-12-02,21-029,MEM,,PHI,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,31,35,22,31,30,1,21,29,21,12,32,23,34,8,26,13,56.0,11.0,70.0,58.0,73.0,61.0,1,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.5535714285714286,0.0,0.5,0.3793103448275862,0.4246575342465753,0.4918032786885246,1.0,0.3333333333333333,0.4027777777777778,0.5833333333333334,0.5,0.4155844155844156,0.5476190476190477,0.425,0.5333333333333333,0.4262295081967213,0.3513513513513513,3,59.0,73.0,0.0508474576271186,0.0,17,,94.0,5.529411764705882,0.0,91.3,5.370588235294117
23,23,,2022-12-04,21-031,MEM,@,DET,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,31,35,22,31,30,1,21,29,21,12,32,23,34,8,26,13,56.0,11.0,70.0,58.0,73.0,61.0,1,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.5535714285714286,0.0,0.5,0.3793103448275862,0.4246575342465753,0.4918032786885246,1.0,0.3333333333333333,0.4027777777777778,0.5833333333333334,0.5,0.4155844155844156,0.5476190476190477,0.425,0.5333333333333333,0.4262295081967213,0.3513513513513513,3,59.0,73.0,0.0508474576271186,0.0,17,,76.0,4.470588235294118,0.0,92.5,5.4411764705882355
24,24,,2022-12-05,21-032,MEM,,MIA,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,31,35,22,31,30,1,21,29,21,12,32,23,34,8,26,13,56.0,11.0,70.0,58.0,73.0,61.0,1,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.5535714285714286,0.0,0.5,0.3793103448275862,0.4246575342465753,0.4918032786885246,1.0,0.3333333333333333,0.4027777777777778,0.5833333333333334,0.5,0.4155844155844156,0.5476190476190477,0.425,0.5333333333333333,0.4262295081967213,0.3513513513513513,3,59.0,73.0,0.0508474576271186,0.0,17,,72.0,4.235294117647059,0.0,78.1,4.594117647058823
25,25,,2022-12-07,21-034,MEM,,OKC,W (+21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,31,35,22,31,30,1,21,29,21,12,32,23,34,8,26,13,56.0,11.0,70.0,58.0,73.0,61.0,1,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.5535714285714286,0.0,0.5,0.3793103448275862,0.4246575342465753,0.4918032786885246,1.0,0.3333333333333333,0.4027777777777778,0.5833333333333334,0.5,0.4155844155844156,0.5476190476190477,0.425,0.5333333333333333,0.4262295081967213,0.3513513513513513,3,59.0,73.0,0.0508474576271186,0.0,17,,113.0,6.647058823529412,0.0,117.4,6.905882352941177
26,26,,2022-12-09,21-036,MEM,,DET,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,31,35,22,31,30,1,21,29,21,12,32,23,34,8,26,13,56.0,11.0,70.0,58.0,73.0,61.0,1,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.5535714285714286,0.0,0.5,0.3793103448275862,0.4246575342465753,0.4918032786885246,1.0,0.3333333333333333,0.4027777777777778,0.5833333333333334,0.5,0.4155844155844156,0.5476190476190477,0.425,0.5333333333333333,0.4262295081967213,0.3513513513513513,3,59.0,73.0,0.0508474576271186,0.0,17,,80.0,4.705882352941177,0.0,90.3,5.311764705882353
27,27,17,2022-12-12,21-039,MEM,,ATL,W (+25),0,4:07,0.0,0.0,,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,-5,0.0,0.0,,31,35,22,31,30,1,21,29,21,12,32,23,34,8,26,13,56.0,11.0,70.0,58.0,73.0,61.0,1,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.5535714285714286,0.0,0.5,0.3793103448275862,0.4246575342465753,0.4918032786885246,1.0,0.3333333333333333,0.4027777777777778,0.5833333333333334,0.5,0.4155844155844156,0.5476190476190477,0.425,0.5333333333333333,0.4262295081967213,0.3513513513513513,3,59.0,73.0,0.0508474576271186,0.0,17,1.0,115.0,6.764705882352941,0.7,116.1,6.829411764705882
28,28,18,2022-12-15,21-042,MEM,,MIL,W (+41),0,12:00,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,3.3,-5,1.0,1.0,1.0,31,35,22,31,30,1,21,29,21,12,32,23,34,8,26,13,56.0,11.0,70.0,58.0,73.0,61.0,1,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.5535714285714286,0.0,0.5,0.3793103448275862,0.4246575342465753,0.4918032786885246,1.0,0.3333333333333333,0.4027777777777778,0.5833333333333334,0.5,0.4155844155844156,0.5476190476190477,0.425,0.5333333333333333,0.4262295081967213,0.3513513513513513,3,59.0,73.0,0.0508474576271186,0.0,17,4.0,114.0,6.705882352941177,3.3,128.8,7.576470588235295
29,29,,2022-12-17,21-044,MEM,@,OKC,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,31,35,22,31,30,1,21,29,21,12,32,23,34,8,26,13,56.0,11.0,70.0,58.0,73.0,61.0,1,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.5535714285714286,0.0,0.5,0.3793103448275862,0.4246575342465753,0.4918032786885246,1.0,0.3333333333333333,0.4027777777777778,0.5833333333333334,0.5,0.4155844155844156,0.5476190476190477,0.425,0.5333333333333333,0.4262295081967213,0.3513513513513513,3,59.0,73.0,0.0508474576271186,0.0,17,,67.0,3.941176470588236,0.0,74.5,4.382352941176471
