Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Clarke,Shared Games with Danny Green,Shared Games with David Roddy,Shared Games with Desmond Bane,Shared Games with Dillon Brooks,Shared Games with Ja Morant,Shared Games with Jacob Gilyard,Shared Games with Jake LaRavia,Shared Games with Jaren Jackson Jr.,Shared Games with John Konchar,Shared Games with Kennedy Chandler,Shared Games with Kenneth Lofton Jr.,Shared Games with Santi Aldama,Shared Games with Steven Adams,Shared Games with Vince Williams Jr.,Shared Games with Xavier Tillman Sr.,Shared Games with Ziaire Williams,Brandon Clarke,Danny Green,David Roddy,Desmond Bane,Dillon Brooks,Ja Morant,Jacob Gilyard,Jake LaRavia,Jaren Jackson Jr.,John Konchar,Kennedy Chandler,Kenneth Lofton Jr.,Santi Aldama,Steven Adams,Vince Williams Jr.,Xavier Tillman Sr.,Ziaire Williams,co_inf with Brandon Clarke,co_inf with Danny Green,co_inf with David Roddy,co_inf with Desmond Bane,co_inf with Dillon Brooks,co_inf with Ja Morant,co_inf with Jacob Gilyard,co_inf with Jake LaRavia,co_inf with Jaren Jackson Jr.,co_inf with John Konchar,co_inf with Kennedy Chandler,co_inf with Kenneth Lofton Jr.,co_inf with Santi Aldama,co_inf with Steven Adams,co_inf with Vince Williams Jr.,co_inf with Xavier Tillman Sr.,co_inf with Ziaire Williams,Shared Games with Luke Kennard,Luke Kennard,Trae Young,co_inf with Luke Kennard,co_inf with Trae Young,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
12,13,13,2022-11-11,26-185,MEM,,MIN,W (+11),0,19:01,3.0,6.0,.500,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,6.0,4.8,+14,5.0,3.0,0.6,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,3.0,72.0,4.0,4.800000000000001,85.59999999999998,4.755555555555555
13,14,14,2022-11-13,26-187,MEM,@,WAS,L (-10),1,36:15,7.0,18.0,.389,1.0,4.0,.250,2,2.0,1.000,0.0,3.0,3.0,5.0,3.0,0.0,2.0,1.0,17.0,12.2,-4,14.0,6.0,0.4285714285714285,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,6.0,60.0,3.333333333333333,11.4,50.39999999999999,2.7999999999999994
14,15,15,2022-11-15,26-189,MEM,@,NOP,L (-11),0,19:36,1.0,4.0,.250,1.0,4.0,.250,0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,-17,0.0,0.0,,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,3.0,66.0,3.6666666666666665,2.999999999999999,66.60000000000001,3.7000000000000006
15,16,16,2022-11-18,26-192,MEM,,OKC,W (+11),0,23:10,4.0,7.0,.571,1.0,4.0,.250,4,4.0,1.000,1.0,1.0,2.0,5.0,0.0,1.0,1.0,2.0,13.0,13.1,+1,3.0,3.0,1.0,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,9.0,80.0,4.444444444444445,11.500000000000002,78.80000000000001,4.377777777777778
16,17,17,2022-11-20,26-194,MEM,@,BRK,L (-12),1,34:21,5.0,10.0,.500,2.0,2.0,1.000,1,3.0,.333,0.0,3.0,3.0,6.0,0.0,0.0,1.0,0.0,13.0,11.3,-5,8.0,3.0,0.375,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,8.0,56.0,3.111111111111111,10.900000000000002,75.8,4.211111111111111
17,18,18,2022-11-22,26-196,MEM,,SAC,L (-4),0,27:18,3.0,9.0,.333,2.0,5.0,.400,0,0.0,,0.0,3.0,3.0,6.0,2.0,0.0,1.0,2.0,8.0,8.2,-11,4.0,1.0,0.25,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,9.0,69.0,3.8333333333333335,8.199999999999996,71.39999999999999,3.9666666666666663
18,19,19,2022-11-25,26-199,MEM,,NOP,W (+21),0,21:24,3.0,7.0,.429,3.0,5.0,.600,0,0.0,,1.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,9.0,9.2,+11,2.0,0.0,0.0,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,8.0,74.0,4.111111111111111,9.2,89.10000000000001,4.95
19,20,20,2022-11-27,26-201,MEM,@,NYK,W (+4),0,19:03,1.0,5.0,.200,0.0,3.0,.000,0,0.0,,0.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,2.0,4.4,-1,2.0,1.0,0.5,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,6.0,83.0,4.611111111111111,4.4,92.09999999999998,5.116666666666665
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,,0.0,0.0,0.0,0.0,0.0
21,21,21,2022-11-30,26-204,MEM,@,MIN,L (-8),0,29:44,5.0,10.0,.500,2.0,3.0,.667,1,2.0,.500,2.0,4.0,6.0,1.0,0.0,0.0,2.0,0.0,13.0,8.9,-8,7.0,3.0,0.4285714285714285,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,6.0,49.0,2.7222222222222223,8.499999999999996,49.79999999999998,2.7666666666666657
22,22,22,2022-12-02,26-206,MEM,,PHI,W (+8),0,15:55,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,1.0,1.0,2.0,5.0,1.0,0.0,0.0,1.0,3.0,6.4,+12,1.0,0.0,0.0,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,8.0,86.0,4.777777777777778,6.399999999999999,84.9,4.716666666666667
23,23,23,2022-12-04,26-208,MEM,@,DET,W (+10),0,20:29,2.0,7.0,.286,1.0,4.0,.250,0,0.0,,0.0,2.0,2.0,4.0,0.0,0.0,2.0,0.0,5.0,2.3,+4,3.0,1.0,0.3333333333333333,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,2.0,74.0,4.111111111111111,2.3,90.20000000000002,5.011111111111112
24,24,24,2022-12-05,26-209,MEM,,MIA,W (+8),1,36:15,10.0,16.0,.625,3.0,6.0,.500,5,5.0,1.000,0.0,5.0,5.0,10.0,2.0,0.0,1.0,0.0,28.0,30.3,+8,10.0,7.0,0.7,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,23.0,49.0,2.7222222222222223,28.3,49.8,2.7666666666666666
25,25,25,2022-12-07,26-211,MEM,,OKC,W (+21),0,21:56,1.0,5.0,.200,1.0,3.0,.333,0,0.0,,2.0,0.0,2.0,5.0,2.0,0.0,2.0,0.0,3.0,4.8,+11,2.0,0.0,0.0,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,5.0,108.0,6.0,4.800000000000001,112.6,6.2555555555555555
26,26,26,2022-12-09,26-213,MEM,,DET,W (+11),0,22:20,4.0,11.0,.364,2.0,6.0,.333,0,0.0,,1.0,5.0,6.0,7.0,1.0,0.0,1.0,0.0,10.0,11.0,-7,5.0,2.0,0.4,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,12.0,68.0,3.7777777777777777,11.0,79.3,4.405555555555555
27,27,27,2022-12-12,26-216,MEM,,ATL,W (+25),1,25:10,8.0,14.0,.571,4.0,7.0,.571,2,3.0,.667,0.0,1.0,1.0,11.0,3.0,0.0,3.0,0.0,22.0,23.0,+21,7.0,4.0,0.5714285714285714,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,17.0,99.0,5.5,22.200000000000006,94.6,5.2555555555555555
28,28,28,2022-12-15,26-219,MEM,,MIL,W (+41),0,19:03,6.0,9.0,.667,3.0,3.0,1.000,1,1.0,1.000,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,16.0,14.4,+32,6.0,3.0,0.5,56,3,68,58,72,60,1,34,63,71,35,22,76,42,14,60,36,56.0,11.0,70.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,15.0,61.0,37.0,1.0,0.2727272727272727,0.9714285714285714,1.0,0.9863013698630136,0.9836065573770492,1.0,0.9714285714285714,1.0,0.9861111111111112,0.9722222222222222,0.9166666666666666,0.987012987012987,1.0,0.9333333333333332,0.9836065573770492,0.972972972972973,20,59.0,73.0,0.3389830508474576,0.0,18,11.0,107.0,5.944444444444445,13.999999999999996,118.1,6.561111111111111
