Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alec Burks,Shared Games with Bojan Bogdanović,Shared Games with Braxton Key,Shared Games with Buddy Boeheim,Shared Games with Cade Cunningham,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Jared Rhoden,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Alec Burks,Bojan Bogdanović,Braxton Key,Buddy Boeheim,Cade Cunningham,Cory Joseph,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Kevin Knox,Killian Hayes,Marvin Bagley III,Nerlens Noel,Rodney McGruder,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Nerlens Noel,co_inf with Rodney McGruder,co_inf with Stanley Umude,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Frank Kaminsky,Shared Games with Jalen Johnson,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Mfiondu Kabengele,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Shared Games with James Wiseman,Shared Games with Aaron Holiday,Shared Games with Bruno Fernando,Shared Games with Garrison Mathews,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,Bruno Fernando,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Garrison Mathews,Jalen Johnson,Jarrett Culver,John Collins,Onyeka Okongwu,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Jalen Johnson,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci,co_inf with Aaron Holiday,co_inf with Bruno Fernando,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Garrison Mathews,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,11,2022-11-07,23-212,DET,,OKC,W (+9),1,36:37,8.0,17.0,.471,1.0,7.0,.143,8,8.0,1.000,1.0,4.0,5.0,2.0,0.0,0.0,1.0,2.0,25.0,17.8,+29,10.0,7.0,0.7,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,6.0,79.0,2.1944444444444446,14.599999999999998,91.5,2.5416666666666665
11,12,12,2022-11-09,23-214,DET,@,BOS,L (-16),1,32:48,4.0,12.0,.333,1.0,6.0,.167,9,10.0,.900,1.0,3.0,4.0,0.0,1.0,0.0,1.0,2.0,18.0,11.6,-20,6.0,3.0,0.5,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,0.0,52.0,1.4444444444444444,8.0,60.99999999999999,1.6944444444444442
12,13,13,2022-11-11,23-216,DET,@,NYK,L (-9),1,27:11,4.0,10.0,.400,0.0,3.0,.000,3,3.0,1.000,2.0,3.0,5.0,1.0,1.0,0.0,1.0,1.0,11.0,8.2,-8,7.0,4.0,0.5714285714285714,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,4.0,35.0,0.9722222222222222,7.000000000000002,58.79999999999999,1.633333333333333
13,14,14,2022-11-12,23-217,DET,,BOS,L (-9),1,30:29,3.0,13.0,.231,2.0,6.0,.333,2,2.0,1.000,0.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,10.0,3.9,-3,7.0,1.0,0.1428571428571428,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,0.0,67.0,1.8611111111111112,3.1,86.19999999999999,2.394444444444444
14,15,15,2022-11-14,23-219,DET,,TOR,L (-4),0,30:48,3.0,10.0,.300,1.0,5.0,.200,2,2.0,1.000,2.0,4.0,6.0,3.0,1.0,0.0,2.0,1.0,9.0,6.5,-10,5.0,2.0,0.4,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,5.0,50.0,1.3888888888888888,5.6999999999999975,67.5,1.875
15,16,16,2022-11-17,23-222,DET,@,LAC,L (-5),1,31:37,4.0,11.0,.364,2.0,8.0,.250,1,1.0,1.000,2.0,6.0,8.0,2.0,1.0,0.0,1.0,2.0,11.0,8.7,-8,3.0,2.0,0.6666666666666666,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,9.0,70.0,1.9444444444444444,8.299999999999999,86.7,2.408333333333333
16,17,17,2022-11-18,23-223,DET,@,LAL,L (-7),1,21:22,2.0,7.0,.286,0.0,2.0,.000,0,0.0,,1.0,2.0,3.0,2.0,0.0,0.0,2.0,2.0,4.0,-0.2,-3,5.0,2.0,0.4,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,0.0,57.0,1.5833333333333333,-0.1999999999999995,71.69999999999999,1.9916666666666663
17,18,,2022-11-20,23-225,DET,@,SAC,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,,87.0,2.4166666666666665,0.0,104.89999999999998,2.9138888888888883
18,19,,2022-11-22,23-227,DET,@,DEN,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,,53.0,1.4722222222222223,0.0,82.50000000000001,2.291666666666667
19,20,,2022-11-23,23-228,DET,@,UTA,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,,54.0,1.5,0.0,68.2,1.8944444444444446
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,,0.0,0.0,0.0,0.0,0.0
21,21,,2022-11-25,23-230,DET,@,PHO,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,,63.0,1.75,0.0,66.29999999999998,1.8416666666666661
22,22,18,2022-11-27,23-232,DET,,CLE,L (-8),1,34:58,6.0,15.0,.400,1.0,5.0,.200,2,3.0,.667,0.0,5.0,5.0,0.0,2.0,1.0,2.0,1.0,15.0,8.3,-3,10.0,5.0,0.5,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,3.0,105.0,2.9166666666666665,7.499999999999998,119.5,3.3194444444444446
23,23,19,2022-11-29,23-234,DET,,NYK,L (-30),0,18:23,4.0,11.0,.364,0.0,5.0,.000,3,3.0,1.000,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,11.0,5.5,-9,6.0,4.0,0.6666666666666666,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,-1.0,90.0,2.5,4.3,102.20000000000002,2.8388888888888895
24,24,20,2022-12-01,23-236,DET,,DAL,W (+6),0,18:33,2.0,7.0,.286,1.0,3.0,.333,1,2.0,.500,2.0,3.0,5.0,1.0,0.0,0.0,0.0,2.0,6.0,3.7,+2,4.0,1.0,0.25,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,3.0,63.0,1.75,3.3,82.49999999999999,2.291666666666666
25,25,21,2022-12-04,23-239,DET,,MEM,L (-10),0,33:00,7.0,16.0,.438,1.0,6.0,.167,9,12.0,.750,2.0,4.0,6.0,7.0,0.0,0.0,1.0,3.0,24.0,19.7,+12,10.0,6.0,0.6,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,8.0,38.0,1.0555555555555556,16.099999999999998,47.89999999999999,1.3305555555555553
26,26,22,2022-12-06,23-241,DET,@,MIA,W (+20),0,30:42,4.0,10.0,.400,1.0,3.0,.333,5,5.0,1.000,0.0,3.0,3.0,4.0,3.0,0.0,1.0,3.0,14.0,13.1,+30,7.0,3.0,0.4285714285714285,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,8.0,57.0,1.5833333333333333,11.1,91.7,2.5472222222222225
27,27,23,2022-12-07,23-242,DET,@,NOP,L (-6),0,24:16,9.0,17.0,.529,5.0,10.0,.500,2,2.0,1.000,0.0,4.0,4.0,0.0,1.0,0.0,0.0,2.0,25.0,18.1,+6,7.0,4.0,0.5714285714285714,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,11.0,69.0,1.9166666666666667,17.3,94.5,2.625
28,28,24,2022-12-09,23-244,DET,@,MEM,L (-11),0,28:47,2.0,10.0,.200,1.0,4.0,.250,5,6.0,.833,0.0,2.0,2.0,3.0,1.0,0.0,1.0,3.0,10.0,4.9,+11,6.0,1.0,0.1666666666666666,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0,19,22,24,20,22,19,17,22,26,3,25,23,5,3,9,25,14,8,9,63.0,72.0,54.0,39.0,65.0,67.0,74.0,,2.0,54.0,70.0,10.0,71.0,80.0,73.0,23.0,16.0,29.0,0.2638888888888889,0.4074074074074074,0.3692307692307692,0.2985074626865671,0.2972972972972973,0.2428571428571428,0.0,0.3098591549295774,0.3125,0.3150684931506849,0.217391304347826,0.1875,0.3103448275862069,0.2222222222222222,0.2051282051282051,,0.0,0.1666666666666666,36,-1.0,33.0,0.9166666666666666,2.8999999999999995,55.89999999999999,1.5527777777777776
