Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Holiday,Shared Games with AJ Griffin,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Donovan Williams,Shared Games with Frank Kaminsky,Shared Games with Jalen Johnson,Shared Games with Jarrett Culver,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Aaron Holiday,AJ Griffin,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Frank Kaminsky,Jalen Johnson,Jarrett Culver,John Collins,Justin Holiday,Onyeka Okongwu,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with Aaron Holiday,co_inf with AJ Griffin,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Frank Kaminsky,co_inf with Jalen Johnson,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Justin Holiday,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci,Shared Games with Bogdan Bogdanović,Shared Games with Saddiq Bey,Shared Games with Bruno Fernando,Shared Games with Garrison Mathews,Bruno Fernando,Garrison Mathews,Saddiq Bey,co_inf with Saddiq Bey,co_inf with Bruno Fernando,co_inf with Garrison Mathews,Total Shared Players,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,,2022-11-09,30-083,ATL,,UTA,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,85.0,4.25,0.0,106.09999999999998,5.304999999999999
11,12,,2022-11-10,30-084,ATL,,PHI,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,52.0,2.6,0.0,69.0,3.45
12,13,,2022-11-12,30-086,ATL,@,PHI,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,39.0,1.95,0.0,65.8,3.29
13,14,,2022-11-14,30-088,ATL,@,MIL,W (+15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,67.0,3.35,0.0,89.29999999999998,4.464999999999999
14,15,,2022-11-16,30-090,ATL,,BOS,L (-25),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,55.0,2.75,0.0,73.2,3.66
15,16,,2022-11-19,30-093,ATL,,TOR,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,79.0,3.95,0.0,95.0,4.75
16,17,,2022-11-21,30-095,ATL,@,CLE,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,57.0,2.85,0.0,71.5,3.575
17,18,,2022-11-23,30-097,ATL,,SAC,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,87.0,4.35,0.0,104.9,5.245
18,19,,2022-11-25,30-099,ATL,@,HOU,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,53.0,2.65,0.0,82.5,4.125
19,20,,2022-11-27,30-101,ATL,,MIA,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,54.0,2.7,0.0,68.2,3.41
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,TRB,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,0.0,0.0,0.0,0.0,0.0
21,21,,2022-11-28,30-102,ATL,@,PHI,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,63.0,3.15,0.0,66.29999999999998,3.314999999999999
22,22,,2022-11-30,30-104,ATL,@,ORL,W (+17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,108.0,5.4,0.0,127.0,6.35
23,23,1,2022-12-02,30-106,ATL,,DEN,W (+8),0,22:19,2.0,9.0,.222,1.0,6.0,.167,0,0.0,,0.0,2.0,2,1.0,0.0,0.0,4.0,1.0,5.0,-3.6,-2,3.0,1.0,0.3333333333333333,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,89.0,4.45,-3.6,106.50000000000004,5.325000000000002
24,24,2,2022-12-05,30-109,ATL,,OKC,L (-7),0,22:27,6.0,13.0,.462,5.0,10.0,.500,0,0.0,,0.0,3.0,3,1.0,1.0,0.0,1.0,0.0,17.0,11.9,-13,3.0,1.0,0.3333333333333333,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,66.0,3.3,11.899999999999997,85.79999999999997,4.289999999999998
25,25,3,2022-12-07,30-111,ATL,@,NYK,L (-24),0,24:58,3.0,16.0,.188,0.0,10.0,.000,3,3.0,1.000,0.0,2.0,2,1.0,1.0,0.0,0.0,0.0,9.0,1.3,-3,6.0,3.0,0.5,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,46.0,2.3,0.0999999999999987,63.99999999999999,3.1999999999999997
26,26,4,2022-12-09,30-113,ATL,@,BRK,L (-4),0,33:32,12.0,18.0,.667,7.0,9.0,.778,0,0.0,,0.0,2.0,2,3.0,1.0,0.0,2.0,1.0,31.0,24.5,+8,9.0,5.0,0.5555555555555556,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,65.0,3.25,24.5,102.8,5.14
27,27,5,2022-12-11,30-115,ATL,,CHI,W (+1),0,35:43,10.0,22.0,.455,6.0,14.0,.429,2,2.0,1.000,0.0,7.0,7,5.0,0.0,1.0,3.0,3.0,28.0,18.7,-1,8.0,4.0,0.5,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,80.0,4.0,17.900000000000006,111.8,5.59
28,28,,2022-12-12,30-116,ATL,@,MEM,L (-25),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,Inactive,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,48,42,41,48,2,20,44,6,45,17,53,48,12,6,17,63.0,72.0,65.0,67.0,74.0,,2.0,36.0,70.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.5873015873015873,0.6666666666666666,0.6461538461538462,0.6119402985074627,0.6486486486486487,,1.0,0.5555555555555556,0.6285714285714286,0.6,0.6338028169014085,0.3695652173913043,0.6625,0.6575342465753424,0.5217391304347826,0.375,0.5862068965517241,54,22,7,8,39.0,54.0,77.0,0.2857142857142857,0.1794871794871795,0.1481481481481481,20,32.0,1.6,0.0,58.8,2.94
