Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Holiday,Shared Games with AJ Griffin,Shared Games with Bogdan Bogdanović,Shared Games with Clint Capela,Shared Games with De'Andre Hunter,Shared Games with Dejounte Murray,Shared Games with Donovan Williams,Shared Games with Frank Kaminsky,Shared Games with Jarrett Culver,Shared Games with John Collins,Shared Games with Justin Holiday,Shared Games with Onyeka Okongwu,Shared Games with Trae Young,Shared Games with Trent Forrest,Shared Games with Tyrese Martin,Shared Games with Vit Krejci,Aaron Holiday,AJ Griffin,Bogdan Bogdanović,Clint Capela,De'Andre Hunter,Dejounte Murray,Derrick Favors,Donovan Williams,Frank Kaminsky,Jarrett Culver,John Collins,Justin Holiday,Onyeka Okongwu,Trae Young,Trent Forrest,Tyrese Martin,Vit Krejci,co_inf with Aaron Holiday,co_inf with AJ Griffin,co_inf with Bogdan Bogdanović,co_inf with Clint Capela,co_inf with De'Andre Hunter,co_inf with Dejounte Murray,co_inf with Derrick Favors,co_inf with Donovan Williams,co_inf with Frank Kaminsky,co_inf with Jarrett Culver,co_inf with John Collins,co_inf with Justin Holiday,co_inf with Onyeka Okongwu,co_inf with Trae Young,co_inf with Trent Forrest,co_inf with Tyrese Martin,co_inf with Vit Krejci,Shared Games with Saddiq Bey,Shared Games with Jalen Johnson,Shared Games with Bruno Fernando,Shared Games with Garrison Mathews,Bruno Fernando,Garrison Mathews,Saddiq Bey,co_inf with Saddiq Bey,co_inf with Bruno Fernando,co_inf with Garrison Mathews,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,11,2022-11-09,20-326,ATL,,UTA,L (-6),0,19:30,0.0,5.0,.000,0.0,1.0,.000,0,0.0,,1.0,4.0,5.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,-22,4.0,0.0,0.0,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,3.0,85.0,4.25,-2.220446049250313e-16,106.09999999999998,5.304999999999999
11,12,12,2022-11-10,20-327,ATL,,PHI,W (+9),0,6:19,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.3,+8,2.0,1.0,0.5,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,2.0,52.0,2.6,2.3,69.0,3.45
12,13,13,2022-11-12,20-329,ATL,@,PHI,L (-12),0,11:02,2.0,3.0,.667,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,4.0,1.3,+3,2.0,2.0,1.0,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,1.0,39.0,1.95,1.2999999999999998,65.8,3.29
13,14,14,2022-11-14,20-331,ATL,@,MIL,W (+15),0,14:32,2.0,2.0,1.000,0.0,0.0,,1,1.0,1.000,0.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,5.0,4.5,+2,2.0,2.0,1.0,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,5.0,67.0,3.35,4.099999999999999,89.29999999999997,4.464999999999998
14,15,15,2022-11-16,20-333,ATL,,BOS,L (-25),0,10:34,3.0,11.0,.273,0.0,4.0,.000,1,2.0,.500,2.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,7.0,3.8,-5,7.0,3.0,0.4285714285714285,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,0.0,55.0,2.75,3.3999999999999995,73.20000000000002,3.660000000000001
15,16,16,2022-11-19,20-336,ATL,,TOR,W (+2),0,5:21,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.4,-8,0.0,0.0,,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,-1.0,79.0,3.95,-1.4,95.0,4.75
16,17,17,2022-11-21,20-338,ATL,@,CLE,L (-12),0,14:05,3.0,4.0,.750,2.0,3.0,.667,0,0.0,,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,8.0,8.6,+5,1.0,1.0,1.0,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,8.0,57.0,2.85,8.599999999999998,71.49999999999999,3.5749999999999993
17,18,18,2022-11-23,20-340,ATL,,SAC,W (+9),0,15:39,4.0,7.0,.571,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,8.0,6.6,+8,6.0,4.0,0.6666666666666666,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,5.0,87.0,4.35,6.599999999999999,104.89999999999998,5.244999999999999
18,19,19,2022-11-25,20-342,ATL,@,HOU,L (-6),0,12:41,2.0,3.0,.667,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,4.0,4.3,+3,2.0,2.0,1.0,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,5.0,53.0,2.65,4.3,82.50000000000001,4.125000000000001
19,20,20,2022-11-27,20-344,ATL,,MIA,L (-8),0,11:26,0.0,0.0,,0.0,0.0,,0,0.0,,1.0,4.0,5.0,1.0,0.0,0.0,1.0,2.0,0.0,0.8,-4,0.0,0.0,,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,5.0,54.0,2.7,0.7999999999999996,68.2,3.41
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,,0.0,0.0,0.0,0.0,0.0
21,21,,2022-11-28,20-345,ATL,@,PHI,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,,63.0,3.15,0.0,66.29999999999998,3.314999999999999
22,22,,2022-11-30,20-347,ATL,@,ORL,W (+17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,,108.0,5.4,0.0,127.0,6.35
23,23,21,2022-12-02,20-349,ATL,,DEN,W (+8),1,32:40,5.0,9.0,.556,0.0,1.0,.000,0,0.0,,1.0,9.0,10.0,4.0,0.0,1.0,0.0,1.0,10.0,12.2,0,8.0,5.0,0.625,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,16.0,89.0,4.45,12.199999999999998,106.5,5.325
24,24,22,2022-12-05,20-352,ATL,,OKC,L (-7),1,29:29,3.0,8.0,.375,1.0,3.0,.333,0,0.0,,3.0,6.0,9.0,3.0,0.0,0.0,1.0,4.0,7.0,6.0,+2,5.0,2.0,0.4,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,10.0,66.0,3.3,5.999999999999998,85.79999999999998,4.289999999999999
25,25,23,2022-12-07,20-354,ATL,@,NYK,L (-24),1,13:41,2.0,2.0,1.000,1.0,1.0,1.000,1,1.0,1.000,0.0,3.0,3.0,1.0,0.0,0.0,0.0,6.0,6.0,4.6,-12,1.0,1.0,1.0,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,7.0,46.0,2.3,4.1999999999999975,63.99999999999999,3.1999999999999997
26,26,24,2022-12-09,20-356,ATL,@,BRK,L (-4),1,32:45,1.0,8.0,.125,0.0,5.0,.000,0,0.0,,1.0,6.0,7.0,2.0,0.0,1.0,1.0,4.0,2.0,-1.2,-8,3.0,1.0,0.3333333333333333,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,3.0,65.0,3.25,-1.2000000000000006,102.8,5.14
27,27,25,2022-12-11,20-358,ATL,,CHI,W (+1),0,15:27,0.0,2.0,.000,0.0,0.0,,1,2.0,.500,0.0,4.0,4.0,1.0,0.0,0.0,0.0,3.0,1.0,-0.1,-8,2.0,0.0,0.0,56,61,44,53,56,64,2,30,9,59,33,68,62,19,16,26,63.0,72.0,54.0,65.0,67.0,74.0,,2.0,36.0,10.0,71.0,46.0,80.0,73.0,23.0,16.0,29.0,0.8888888888888888,0.8472222222222222,0.8148148148148148,0.8153846153846154,0.835820895522388,0.8648648648648649,,1.0,0.8333333333333334,0.9,0.8309859154929577,0.717391304347826,0.85,0.8493150684931506,0.8260869565217391,1.0,0.896551724137931,17,70,6,5,39.0,54.0,77.0,0.2207792207792207,0.1538461538461538,0.0925925925925925,20,2.0,80.0,4.0,-0.4999999999999998,111.8,5.59
