Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Wiggins,Shared Games with Aleksej Pokusevski,Shared Games with Eugene Omoruyi,Shared Games with Isaiah Joe,Shared Games with Jalen Williams,Shared Games with Jaylin Williams,Shared Games with Jeremiah Robinson-Earl,Shared Games with Josh Giddey,Shared Games with Kenrich Williams,Shared Games with Lindy Waters III,Shared Games with Luguentz Dort,Shared Games with Mike Muscala,Shared Games with Ousmane Dieng,Shared Games with Shai Gilgeous-Alexander,Shared Games with Tre Mann,Aaron Wiggins,Aleksej Pokusevski,Chet Holmgren,Eugene Omoruyi,Isaiah Joe,Jalen Williams,Jared Butler,Jaylin Williams,Jeremiah Robinson-Earl,Josh Giddey,Kenrich Williams,Lindy Waters III,Luguentz Dort,Mike Muscala,Ousmane Dieng,Shai Gilgeous-Alexander,Tre Mann,co_inf with Aaron Wiggins,co_inf with Aleksej Pokusevski,co_inf with Chet Holmgren,co_inf with Eugene Omoruyi,co_inf with Isaiah Joe,co_inf with Jalen Williams,co_inf with Jared Butler,co_inf with Jaylin Williams,co_inf with Jeremiah Robinson-Earl,co_inf with Josh Giddey,co_inf with Kenrich Williams,co_inf with Lindy Waters III,co_inf with Luguentz Dort,co_inf with Mike Muscala,co_inf with Ousmane Dieng,co_inf with Shai Gilgeous-Alexander,co_inf with Tre Mann,Shared Games with Bismack Biyombo,Shared Games with Cameron Payne,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Ish Wainright,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Kevin Durant,Shared Games with Landry Shamet,Shared Games with T.J. Warren,Shared Games with Terrence Ross,Shared Games with Torrey Craig,Bismack Biyombo,Cameron Payne,Chris Paul,Damion Lee,Deandre Ayton,Devin Booker,Ish Wainright,Jaylen Brown,Jock Landale,Josh Okogie,Kevin Durant,Landry Shamet,Saben Lee,T.J. Warren,Terrence Ross,Torrey Craig,co_inf with Bismack Biyombo,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Ish Wainright,co_inf with Jaylen Brown,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Kevin Durant,co_inf with Landry Shamet,co_inf with Saben Lee,co_inf with T.J. Warren,co_inf with Terrence Ross,co_inf with Torrey Craig,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,11,2022-11-09,22-150,OKC,,MIL,L (-4),0,3:58,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,+5,0.0,0.0,,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,2.0,85.0,2.931034482758621,1.0,96.0,3.310344827586207
11,12,,2022-11-11,22-152,OKC,,TOR,W (+19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,,97.0,3.3448275862068964,0.0,89.19999999999999,3.0758620689655167
12,13,,2022-11-13,22-154,OKC,@,NYK,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,,83.0,2.862068965517241,0.0,93.19999999999996,3.2137931034482743
13,14,,2022-11-14,22-155,OKC,@,BOS,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,,96.0,3.310344827586207,0.0,99.6,3.4344827586206894
14,15,,2022-11-16,22-157,OKC,@,WAS,W (+1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,,82.0,2.827586206896552,0.0,104.1,3.589655172413793
15,16,,2022-11-18,22-159,OKC,@,MEM,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,,112.0,3.8620689655172415,0.0,104.3,3.596551724137931
16,17,12,2022-11-21,22-162,OKC,,NYK,L (-10),0,18:26,2.0,5.0,.400,0.0,2.0,.000,3,7.0,.429,1.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,7.0,6.1,-5,3.0,2.0,0.6666666666666666,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,1.0,79.0,2.7241379310344827,4.899999999999999,75.3,2.596551724137931
17,18,13,2022-11-23,22-164,OKC,,DEN,L (-5),0,12:54,0.0,2.0,.000,0.0,0.0,,1,2.0,.500,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.4,-12,2.0,0.0,0.0,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,1.0,99.0,3.413793103448276,-3.3306690738754696e-16,95.2,3.282758620689655
18,19,14,2022-11-25,22-166,OKC,,CHI,W (+4),0,19:47,7.0,9.0,.778,2.0,4.0,.500,1,2.0,.500,0.0,3.0,3.0,0.0,0.0,2.0,1.0,2.0,17.0,13.6,-1,5.0,5.0,1.0,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,10.0,99.0,3.413793103448276,13.199999999999996,87.10000000000001,3.0034482758620693
19,20,15,2022-11-26,22-167,OKC,@,HOU,L (-13),0,10:34,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,-1.0,-10,0.0,0.0,,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,0.0,91.0,3.1379310344827585,-1.0,100.99999999999996,3.482758620689654
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,,0.0,0.0,0.0,0.0,0.0
21,21,16,2022-11-28,22-169,OKC,@,NOP,L (-4),0,5:36,0.0,2.0,.000,0.0,1.0,.000,2,2.0,1.000,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.5,-1,1.0,0.0,0.0,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,0.0,99.0,3.413793103448276,-0.3,115.79999999999998,3.9931034482758614
22,22,17,2022-11-30,22-171,OKC,,SAS,W (+8),0,13:56,0.0,1.0,.000,0.0,0.0,,1,2.0,.500,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,+14,1.0,0.0,0.0,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,1.0,107.0,3.689655172413793,0.0999999999999996,118.8,4.096551724137931
23,23,18,2022-12-03,22-174,OKC,@,MIN,W (+7),0,14:45,2.0,4.0,.500,0.0,0.0,,1,2.0,.500,0.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,5.0,4.2,-9,4.0,2.0,0.5,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,3.0,102.0,3.5172413793103448,3.799999999999999,107.9,3.720689655172414
24,24,,2022-12-05,22-176,OKC,@,ATL,W (+7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,,119.0,4.103448275862069,0.0,114.3,3.9413793103448276
25,25,,2022-12-07,22-178,OKC,@,MEM,L (-21),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,,73.0,2.5172413793103448,0.0,79.10000000000001,2.727586206896552
26,26,19,2022-12-10,22-181,OKC,@,CLE,L (-8),0,25:35,3.0,7.0,.429,2.0,3.0,.667,0,0.0,,0.0,3.0,3.0,0.0,1.0,1.0,0.0,5.0,8.0,4.9,+1,4.0,1.0,0.25,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,6.0,104.0,3.586206896551724,4.9,100.10000000000002,3.451724137931035
27,27,20,2022-12-12,22-183,OKC,@,DAL,L (-7),0,18:59,2.0,7.0,.286,0.0,3.0,.000,0,0.0,,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,2.5,+8,4.0,2.0,0.5,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,3.0,107.0,3.689655172413793,2.500000000000001,108.2,3.731034482758621
28,28,21,2022-12-14,22-185,OKC,,MIA,L (-2),1,30:34,4.0,7.0,.571,0.0,0.0,,4,7.0,.571,1.0,4.0,5.0,2.0,1.0,1.0,0.0,2.0,12.0,11.7,+13,7.0,4.0,0.5714285714285714,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,7.0,74.0,2.5517241379310347,10.099999999999998,68.69999999999997,2.3689655172413784
29,29,,2022-12-16,22-187,OKC,,MIN,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,26,20,11,30,32,13,20,33,31,9,31,27,18,33,36,70.0,34.0,,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.3714285714285714,0.5882352941176471,,0.275,0.410958904109589,0.4266666666666667,0.0,0.2653061224489796,0.4651162790697674,0.4342105263157895,0.5849056603773585,0.2195121951219512,0.4189189189189189,0.4285714285714285,0.4615384615384615,0.4852941176470588,0.5373134328358209,5,6,7,5,6,7,7,6,7,3,3,3,6,7,61.0,48.0,59.0,74.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,25.0,42.0,63.0,79.0,0.081967213114754,0.125,0.1186440677966101,0.0675675675675675,0.0895522388059701,0.1320754716981132,0.1166666666666666,0.0,0.0869565217391304,0.0972222222222222,0.0638297872340425,0.075,0.0,0.0714285714285714,0.0952380952380952,0.0886075949367088,29,,130.0,4.482758620689655,0.0,118.3,4.0793103448275865
