Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Chris Boucher,Shared Games with Christian Koloko,Shared Games with Dalano Banton,Shared Games with Fred VanVleet,Shared Games with Gary Trent Jr.,Shared Games with Jeff Dowtin,Shared Games with Joe Wieskamp,Shared Games with Juancho Hernangómez,Shared Games with Justin Champagnie,Shared Games with Khem Birch,Shared Games with Malachi Flynn,Shared Games with OG Anunoby,Shared Games with Pascal Siakam,Shared Games with Precious Achiuwa,Shared Games with Scottie Barnes,Shared Games with Thaddeus Young,Chris Boucher,Christian Koloko,Dalano Banton,Fred VanVleet,Gary Trent Jr.,Jeff Dowtin,Joe Wieskamp,Juancho Hernangómez,Justin Champagnie,Khem Birch,Malachi Flynn,OG Anunoby,Otto Porter Jr.,Pascal Siakam,Precious Achiuwa,Scottie Barnes,Thaddeus Young,co_inf with Chris Boucher,co_inf with Christian Koloko,co_inf with Dalano Banton,co_inf with Fred VanVleet,co_inf with Gary Trent Jr.,co_inf with Jeff Dowtin,co_inf with Joe Wieskamp,co_inf with Juancho Hernangómez,co_inf with Justin Champagnie,co_inf with Khem Birch,co_inf with Malachi Flynn,co_inf with OG Anunoby,co_inf with Otto Porter Jr.,co_inf with Pascal Siakam,co_inf with Precious Achiuwa,co_inf with Scottie Barnes,co_inf with Thaddeus Young,Shared Games with Jakob Poeltl,Jakob Poeltl,Luke Kornet,co_inf with Jakob Poeltl,co_inf with Luke Kornet,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,,2022-11-07,22-209,TOR,@,CHI,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,9,6,5,6,7,1,4,1,2,9,7,7,8,8,3,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,77.0,54.0,0.1184210526315789,0.1551724137931034,0.1935483870967742,0.072463768115942,0.0909090909090909,0.28,0.1111111111111111,0.0952380952380952,0.2,0.1,0.1698113207547169,0.1044776119402985,0.0,0.0985915492957746,0.1454545454545454,0.1038961038961039,0.0555555555555555,5,72.0,69.0,0.0694444444444444,0.0,17,,71.0,4.176470588235294,0.0,71.80000000000001,4.223529411764707
11,12,,2022-11-09,22-211,TOR,,HOU,W (+7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,9,6,5,6,7,1,4,1,2,9,7,7,8,8,3,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,77.0,54.0,0.1184210526315789,0.1551724137931034,0.1935483870967742,0.072463768115942,0.0909090909090909,0.28,0.1111111111111111,0.0952380952380952,0.2,0.1,0.1698113207547169,0.1044776119402985,0.0,0.0985915492957746,0.1454545454545454,0.1038961038961039,0.0555555555555555,5,72.0,69.0,0.0694444444444444,0.0,17,,99.0,5.823529411764706,0.0,97.5,5.735294117647059
12,13,,2022-11-11,22-213,TOR,@,OKC,L (-19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,9,6,5,6,7,1,4,1,2,9,7,7,8,8,3,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,77.0,54.0,0.1184210526315789,0.1551724137931034,0.1935483870967742,0.072463768115942,0.0909090909090909,0.28,0.1111111111111111,0.0952380952380952,0.2,0.1,0.1698113207547169,0.1044776119402985,0.0,0.0985915492957746,0.1454545454545454,0.1038961038961039,0.0555555555555555,5,72.0,69.0,0.0694444444444444,0.0,17,,68.0,4.0,0.0,87.60000000000002,5.1529411764705895
13,14,,2022-11-12,22-214,TOR,@,IND,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,9,6,5,6,7,1,4,1,2,9,7,7,8,8,3,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,77.0,54.0,0.1184210526315789,0.1551724137931034,0.1935483870967742,0.072463768115942,0.0909090909090909,0.28,0.1111111111111111,0.0952380952380952,0.2,0.1,0.1698113207547169,0.1044776119402985,0.0,0.0985915492957746,0.1454545454545454,0.1038961038961039,0.0555555555555555,5,72.0,69.0,0.0694444444444444,0.0,17,,56.0,3.294117647058824,0.0,63.79999999999999,3.752941176470588
14,15,,2022-11-14,22-216,TOR,@,DET,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,9,6,5,6,7,1,4,1,2,9,7,7,8,8,3,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,77.0,54.0,0.1184210526315789,0.1551724137931034,0.1935483870967742,0.072463768115942,0.0909090909090909,0.28,0.1111111111111111,0.0952380952380952,0.2,0.1,0.1698113207547169,0.1044776119402985,0.0,0.0985915492957746,0.1454545454545454,0.1038961038961039,0.0555555555555555,5,72.0,69.0,0.0694444444444444,0.0,17,,115.0,6.764705882352941,0.0,111.0,6.529411764705882
15,16,,2022-11-16,22-218,TOR,,MIA,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,9,6,5,6,7,1,4,1,2,9,7,7,8,8,3,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,77.0,54.0,0.1184210526315789,0.1551724137931034,0.1935483870967742,0.072463768115942,0.0909090909090909,0.28,0.1111111111111111,0.0952380952380952,0.2,0.1,0.1698113207547169,0.1044776119402985,0.0,0.0985915492957746,0.1454545454545454,0.1038961038961039,0.0555555555555555,5,72.0,69.0,0.0694444444444444,0.0,17,,81.0,4.764705882352941,0.0,86.9,5.111764705882353
16,17,,2022-11-19,22-221,TOR,@,ATL,L (-2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,9,6,5,6,7,1,4,1,2,9,7,7,8,8,3,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,77.0,54.0,0.1184210526315789,0.1551724137931034,0.1935483870967742,0.072463768115942,0.0909090909090909,0.28,0.1111111111111111,0.0952380952380952,0.2,0.1,0.1698113207547169,0.1044776119402985,0.0,0.0985915492957746,0.1454545454545454,0.1038961038961039,0.0555555555555555,5,72.0,69.0,0.0694444444444444,0.0,17,,89.0,5.235294117647059,0.0,107.1,6.3
17,18,2,2022-11-23,22-225,TOR,,BRK,L (-14),0,4:40,2.0,3.0,.667,2.0,2.0,1.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,+6,1.0,0.0,0.0,9,9,6,5,6,7,1,4,1,2,9,7,7,8,8,3,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,77.0,54.0,0.1184210526315789,0.1551724137931034,0.1935483870967742,0.072463768115942,0.0909090909090909,0.28,0.1111111111111111,0.0952380952380952,0.2,0.1,0.1698113207547169,0.1044776119402985,0.0,0.0985915492957746,0.1454545454545454,0.1038961038961039,0.0555555555555555,5,72.0,69.0,0.0694444444444444,0.0,17,4.0,33.0,1.9411764705882355,5.0,55.69999999999998,3.276470588235293
18,19,,2022-11-26,22-228,TOR,,DAL,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,9,6,5,6,7,1,4,1,2,9,7,7,8,8,3,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,77.0,54.0,0.1184210526315789,0.1551724137931034,0.1935483870967742,0.072463768115942,0.0909090909090909,0.28,0.1111111111111111,0.0952380952380952,0.2,0.1,0.1698113207547169,0.1044776119402985,0.0,0.0985915492957746,0.1454545454545454,0.1038961038961039,0.0555555555555555,5,72.0,69.0,0.0694444444444444,0.0,17,,78.0,4.588235294117647,0.0,76.30000000000001,4.488235294117648
19,20,,2022-11-28,22-230,TOR,,CLE,W (+12),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,9,6,5,6,7,1,4,1,2,9,7,7,8,8,3,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,77.0,54.0,0.1184210526315789,0.1551724137931034,0.1935483870967742,0.072463768115942,0.0909090909090909,0.28,0.1111111111111111,0.0952380952380952,0.2,0.1,0.1698113207547169,0.1044776119402985,0.0,0.0985915492957746,0.1454545454545454,0.1038961038961039,0.0555555555555555,5,72.0,69.0,0.0694444444444444,0.0,17,,82.0,4.823529411764706,0.0,81.0,4.764705882352941
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,9,9,6,5,6,7,1,4,1,2,9,7,7,8,8,3,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,77.0,54.0,0.1184210526315789,0.1551724137931034,0.1935483870967742,0.072463768115942,0.0909090909090909,0.28,0.1111111111111111,0.0952380952380952,0.2,0.1,0.1698113207547169,0.1044776119402985,0.0,0.0985915492957746,0.1454545454545454,0.1038961038961039,0.0555555555555555,5,72.0,69.0,0.0694444444444444,0.0,17,,0.0,0.0,0.0,0.0,0.0
21,21,,2022-11-30,22-232,TOR,@,NOP,L (-18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,9,6,5,6,7,1,4,1,2,9,7,7,8,8,3,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,77.0,54.0,0.1184210526315789,0.1551724137931034,0.1935483870967742,0.072463768115942,0.0909090909090909,0.28,0.1111111111111111,0.0952380952380952,0.2,0.1,0.1698113207547169,0.1044776119402985,0.0,0.0985915492957746,0.1454545454545454,0.1038961038961039,0.0555555555555555,5,72.0,69.0,0.0694444444444444,0.0,17,,89.0,5.235294117647059,0.0,90.3,5.311764705882353
22,22,,2022-12-02,22-234,TOR,@,BRK,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,9,6,5,6,7,1,4,1,2,9,7,7,8,8,3,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,77.0,54.0,0.1184210526315789,0.1551724137931034,0.1935483870967742,0.072463768115942,0.0909090909090909,0.28,0.1111111111111111,0.0952380952380952,0.2,0.1,0.1698113207547169,0.1044776119402985,0.0,0.0985915492957746,0.1454545454545454,0.1038961038961039,0.0555555555555555,5,72.0,69.0,0.0694444444444444,0.0,17,,44.0,2.588235294117647,0.0,61.9,3.6411764705882352
23,23,,2022-12-03,22-235,TOR,,ORL,W (+13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,9,6,5,6,7,1,4,1,2,9,7,7,8,8,3,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,77.0,54.0,0.1184210526315789,0.1551724137931034,0.1935483870967742,0.072463768115942,0.0909090909090909,0.28,0.1111111111111111,0.0952380952380952,0.2,0.1,0.1698113207547169,0.1044776119402985,0.0,0.0985915492957746,0.1454545454545454,0.1038961038961039,0.0555555555555555,5,72.0,69.0,0.0694444444444444,0.0,17,,86.0,5.0588235294117645,0.0,97.9,5.758823529411765
24,24,,2022-12-05,22-237,TOR,,BOS,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,9,6,5,6,7,1,4,1,2,9,7,7,8,8,3,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,77.0,54.0,0.1184210526315789,0.1551724137931034,0.1935483870967742,0.072463768115942,0.0909090909090909,0.28,0.1111111111111111,0.0952380952380952,0.2,0.1,0.1698113207547169,0.1044776119402985,0.0,0.0985915492957746,0.1454545454545454,0.1038961038961039,0.0555555555555555,5,72.0,69.0,0.0694444444444444,0.0,17,,58.0,3.411764705882353,0.0,74.5,4.382352941176471
25,25,,2022-12-07,22-239,TOR,,LAL,W (+13),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,9,9,6,5,6,7,1,4,1,2,9,7,7,8,8,3,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,77.0,54.0,0.1184210526315789,0.1551724137931034,0.1935483870967742,0.072463768115942,0.0909090909090909,0.28,0.1111111111111111,0.0952380952380952,0.2,0.1,0.1698113207547169,0.1044776119402985,0.0,0.0985915492957746,0.1454545454545454,0.1038961038961039,0.0555555555555555,5,72.0,69.0,0.0694444444444444,0.0,17,,85.0,5.0,0.0,94.2,5.541176470588235
26,26,,2022-12-09,22-241,TOR,@,ORL,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,9,6,5,6,7,1,4,1,2,9,7,7,8,8,3,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,77.0,54.0,0.1184210526315789,0.1551724137931034,0.1935483870967742,0.072463768115942,0.0909090909090909,0.28,0.1111111111111111,0.0952380952380952,0.2,0.1,0.1698113207547169,0.1044776119402985,0.0,0.0985915492957746,0.1454545454545454,0.1038961038961039,0.0555555555555555,5,72.0,69.0,0.0694444444444444,0.0,17,,70.0,4.117647058823529,0.0,77.99999999999999,4.588235294117646
27,27,,2022-12-11,22-243,TOR,@,ORL,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,9,6,5,6,7,1,4,1,2,9,7,7,8,8,3,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,77.0,54.0,0.1184210526315789,0.1551724137931034,0.1935483870967742,0.072463768115942,0.0909090909090909,0.28,0.1111111111111111,0.0952380952380952,0.2,0.1,0.1698113207547169,0.1044776119402985,0.0,0.0985915492957746,0.1454545454545454,0.1038961038961039,0.0555555555555555,5,72.0,69.0,0.0694444444444444,0.0,17,,36.0,2.117647058823529,0.0,56.1,3.3000000000000003
28,28,,2022-12-14,22-246,TOR,,SAC,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,9,9,6,5,6,7,1,4,1,2,9,7,7,8,8,3,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,77.0,54.0,0.1184210526315789,0.1551724137931034,0.1935483870967742,0.072463768115942,0.0909090909090909,0.28,0.1111111111111111,0.0952380952380952,0.2,0.1,0.1698113207547169,0.1044776119402985,0.0,0.0985915492957746,0.1454545454545454,0.1038961038961039,0.0555555555555555,5,72.0,69.0,0.0694444444444444,0.0,17,,78.0,4.588235294117647,0.0,94.5,5.5588235294117645
