Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Wiggins,Shared Games with Aleksej Pokusevski,Shared Games with Darius Bazley,Shared Games with Eugene Omoruyi,Shared Games with Isaiah Joe,Shared Games with Jalen Williams,Shared Games with Jeremiah Robinson-Earl,Shared Games with Josh Giddey,Shared Games with Kenrich Williams,Shared Games with Lindy Waters III,Shared Games with Luguentz Dort,Shared Games with Mike Muscala,Shared Games with Ousmane Dieng,Shared Games with Shai Gilgeous-Alexander,Shared Games with Tre Mann,Aaron Wiggins,Aleksej Pokusevski,Chet Holmgren,Darius Bazley,Eugene Omoruyi,Isaiah Joe,Jalen Williams,Jared Butler,Jeremiah Robinson-Earl,Josh Giddey,Kenrich Williams,Lindy Waters III,Luguentz Dort,Mike Muscala,Ousmane Dieng,Shai Gilgeous-Alexander,Tre Mann,co_inf with Aaron Wiggins,co_inf with Aleksej Pokusevski,co_inf with Chet Holmgren,co_inf with Darius Bazley,co_inf with Eugene Omoruyi,co_inf with Isaiah Joe,co_inf with Jalen Williams,co_inf with Jared Butler,co_inf with Jeremiah Robinson-Earl,co_inf with Josh Giddey,co_inf with Kenrich Williams,co_inf with Lindy Waters III,co_inf with Luguentz Dort,co_inf with Mike Muscala,co_inf with Ousmane Dieng,co_inf with Shai Gilgeous-Alexander,co_inf with Tre Mann,Shared Games with Dario Šarić,Shared Games with Olivier Sarr,Danilo Gallinari,Dario Šarić,Olivier Sarr,co_inf with Danilo Gallinari,co_inf with Dario Šarić,co_inf with Olivier Sarr,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,,2022-11-09,20-133,OKC,,MIL,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,45,9,13,9,47,46,22,48,28,30,42,20,25,37,36,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6428571428571429,0.2647058823529412,,0.3023255813953488,0.225,0.6438356164383562,0.6133333333333333,0.0,0.5116279069767442,0.631578947368421,0.5283018867924528,0.7317073170731707,0.5675675675675675,0.3174603174603174,0.6410256410256411,0.5441176470588235,0.5373134328358209,17,3,,57.0,9.0,,0.2982456140350877,0.3333333333333333,17,,87.0,5.117647058823529,0.0,100.1,5.888235294117647
11,12,,2022-11-11,20-135,OKC,,TOR,W (+19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,45,9,13,9,47,46,22,48,28,30,42,20,25,37,36,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6428571428571429,0.2647058823529412,,0.3023255813953488,0.225,0.6438356164383562,0.6133333333333333,0.0,0.5116279069767442,0.631578947368421,0.5283018867924528,0.7317073170731707,0.5675675675675675,0.3174603174603174,0.6410256410256411,0.5441176470588235,0.5373134328358209,17,3,,57.0,9.0,,0.2982456140350877,0.3333333333333333,17,,81.0,4.764705882352941,0.0,89.4,5.258823529411765
12,13,,2022-11-13,20-137,OKC,@,NYK,W (+10),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,45,9,13,9,47,46,22,48,28,30,42,20,25,37,36,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6428571428571429,0.2647058823529412,,0.3023255813953488,0.225,0.6438356164383562,0.6133333333333333,0.0,0.5116279069767442,0.631578947368421,0.5283018867924528,0.7317073170731707,0.5675675675675675,0.3174603174603174,0.6410256410256411,0.5441176470588235,0.5373134328358209,17,3,,57.0,9.0,,0.2982456140350877,0.3333333333333333,17,,94.0,5.529411764705882,0.0,108.79999999999995,6.399999999999998
13,14,3,2022-11-14,20-138,OKC,@,BOS,L (-4),0,8:11,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.9,0,1.0,1.0,1.0,45,9,13,9,47,46,22,48,28,30,42,20,25,37,36,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6428571428571429,0.2647058823529412,,0.3023255813953488,0.225,0.6438356164383562,0.6133333333333333,0.0,0.5116279069767442,0.631578947368421,0.5283018867924528,0.7317073170731707,0.5675675675675675,0.3174603174603174,0.6410256410256411,0.5441176470588235,0.5373134328358209,17,3,,57.0,9.0,,0.2982456140350877,0.3333333333333333,17,3.0,64.0,3.764705882352941,1.9,76.7,4.511764705882353
14,15,4,2022-11-16,20-140,OKC,@,WAS,W (+1),0,6:00,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.4,-2,1.0,0.0,0.0,45,9,13,9,47,46,22,48,28,30,42,20,25,37,36,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6428571428571429,0.2647058823529412,,0.3023255813953488,0.225,0.6438356164383562,0.6133333333333333,0.0,0.5116279069767442,0.631578947368421,0.5283018867924528,0.7317073170731707,0.5675675675675675,0.3174603174603174,0.6410256410256411,0.5441176470588235,0.5373134328358209,17,3,,57.0,9.0,,0.2982456140350877,0.3333333333333333,17,-1.0,76.0,4.470588235294118,-1.4,92.79999999999998,5.458823529411764
15,16,5,2022-11-18,20-142,OKC,@,MEM,L (-11),0,8:00,1.0,1.0,1.000,0.0,0.0,,4,5.0,.800,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,3.5,-5,1.0,1.0,1.0,45,9,13,9,47,46,22,48,28,30,42,20,25,37,36,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6428571428571429,0.2647058823529412,,0.3023255813953488,0.225,0.6438356164383562,0.6133333333333333,0.0,0.5116279069767442,0.631578947368421,0.5283018867924528,0.7317073170731707,0.5675675675675675,0.3174603174603174,0.6410256410256411,0.5441176470588235,0.5373134328358209,17,3,,57.0,9.0,,0.2982456140350877,0.3333333333333333,17,-1.0,82.0,4.823529411764706,1.9000000000000004,81.49999999999999,4.7941176470588225
16,17,,2022-11-21,20-145,OKC,,NYK,L (-10),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,45,9,13,9,47,46,22,48,28,30,42,20,25,37,36,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6428571428571429,0.2647058823529412,,0.3023255813953488,0.225,0.6438356164383562,0.6133333333333333,0.0,0.5116279069767442,0.631578947368421,0.5283018867924528,0.7317073170731707,0.5675675675675675,0.3174603174603174,0.6410256410256411,0.5441176470588235,0.5373134328358209,17,3,,57.0,9.0,,0.2982456140350877,0.3333333333333333,17,,55.0,3.235294117647059,0.0,75.4,4.435294117647059
17,18,,2022-11-23,20-147,OKC,,DEN,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,45,9,13,9,47,46,22,48,28,30,42,20,25,37,36,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6428571428571429,0.2647058823529412,,0.3023255813953488,0.225,0.6438356164383562,0.6133333333333333,0.0,0.5116279069767442,0.631578947368421,0.5283018867924528,0.7317073170731707,0.5675675675675675,0.3174603174603174,0.6410256410256411,0.5441176470588235,0.5373134328358209,17,3,,57.0,9.0,,0.2982456140350877,0.3333333333333333,17,,68.0,4.0,0.0,88.7,5.2176470588235295
18,19,,2022-11-25,20-149,OKC,,CHI,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,45,9,13,9,47,46,22,48,28,30,42,20,25,37,36,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6428571428571429,0.2647058823529412,,0.3023255813953488,0.225,0.6438356164383562,0.6133333333333333,0.0,0.5116279069767442,0.631578947368421,0.5283018867924528,0.7317073170731707,0.5675675675675675,0.3174603174603174,0.6410256410256411,0.5441176470588235,0.5373134328358209,17,3,,57.0,9.0,,0.2982456140350877,0.3333333333333333,17,,59.0,3.4705882352941178,0.0,73.0,4.294117647058823
19,20,,2022-11-26,20-150,OKC,@,HOU,L (-13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,45,9,13,9,47,46,22,48,28,30,42,20,25,37,36,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6428571428571429,0.2647058823529412,,0.3023255813953488,0.225,0.6438356164383562,0.6133333333333333,0.0,0.5116279069767442,0.631578947368421,0.5283018867924528,0.7317073170731707,0.5675675675675675,0.3174603174603174,0.6410256410256411,0.5441176470588235,0.5373134328358209,17,3,,57.0,9.0,,0.2982456140350877,0.3333333333333333,17,,54.0,3.176470588235294,0.0,69.20000000000002,4.070588235294118
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,45,9,13,9,47,46,22,48,28,30,42,20,25,37,36,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6428571428571429,0.2647058823529412,,0.3023255813953488,0.225,0.6438356164383562,0.6133333333333333,0.0,0.5116279069767442,0.631578947368421,0.5283018867924528,0.7317073170731707,0.5675675675675675,0.3174603174603174,0.6410256410256411,0.5441176470588235,0.5373134328358209,17,3,,57.0,9.0,,0.2982456140350877,0.3333333333333333,17,,0.0,0.0,0.0,0.0,0.0
21,21,,2022-11-28,20-152,OKC,@,NOP,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,45,9,13,9,47,46,22,48,28,30,42,20,25,37,36,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6428571428571429,0.2647058823529412,,0.3023255813953488,0.225,0.6438356164383562,0.6133333333333333,0.0,0.5116279069767442,0.631578947368421,0.5283018867924528,0.7317073170731707,0.5675675675675675,0.3174603174603174,0.6410256410256411,0.5441176470588235,0.5373134328358209,17,3,,57.0,9.0,,0.2982456140350877,0.3333333333333333,17,,45.0,2.647058823529412,0.0,59.799999999999976,3.517647058823528
22,22,,2022-11-30,20-154,OKC,,SAS,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,45,9,13,9,47,46,22,48,28,30,42,20,25,37,36,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6428571428571429,0.2647058823529412,,0.3023255813953488,0.225,0.6438356164383562,0.6133333333333333,0.0,0.5116279069767442,0.631578947368421,0.5283018867924528,0.7317073170731707,0.5675675675675675,0.3174603174603174,0.6410256410256411,0.5441176470588235,0.5373134328358209,17,3,,57.0,9.0,,0.2982456140350877,0.3333333333333333,17,,74.0,4.352941176470588,0.0,86.89999999999999,5.1117647058823525
23,23,,2022-12-03,20-157,OKC,@,MIN,W (+7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,45,9,13,9,47,46,22,48,28,30,42,20,25,37,36,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6428571428571429,0.2647058823529412,,0.3023255813953488,0.225,0.6438356164383562,0.6133333333333333,0.0,0.5116279069767442,0.631578947368421,0.5283018867924528,0.7317073170731707,0.5675675675675675,0.3174603174603174,0.6410256410256411,0.5441176470588235,0.5373134328358209,17,3,,57.0,9.0,,0.2982456140350877,0.3333333333333333,17,,79.0,4.647058823529412,0.0,107.5,6.323529411764706
24,24,,2022-12-05,20-159,OKC,@,ATL,W (+7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,45,9,13,9,47,46,22,48,28,30,42,20,25,37,36,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6428571428571429,0.2647058823529412,,0.3023255813953488,0.225,0.6438356164383562,0.6133333333333333,0.0,0.5116279069767442,0.631578947368421,0.5283018867924528,0.7317073170731707,0.5675675675675675,0.3174603174603174,0.6410256410256411,0.5441176470588235,0.5373134328358209,17,3,,57.0,9.0,,0.2982456140350877,0.3333333333333333,17,,68.0,4.0,0.0,81.39999999999999,4.788235294117647
25,25,6,2022-12-07,20-161,OKC,@,MEM,L (-21),0,10:45,0.0,3.0,.000,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.9,-2,2.0,0.0,0.0,45,9,13,9,47,46,22,48,28,30,42,20,25,37,36,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6428571428571429,0.2647058823529412,,0.3023255813953488,0.225,0.6438356164383562,0.6133333333333333,0.0,0.5116279069767442,0.631578947368421,0.5283018867924528,0.7317073170731707,0.5675675675675675,0.3174603174603174,0.6410256410256411,0.5441176470588235,0.5373134328358209,17,3,,57.0,9.0,,0.2982456140350877,0.3333333333333333,17,2.0,41.0,2.411764705882353,0.9000000000000002,52.5,3.088235294117647
26,26,,2022-12-10,20-164,OKC,@,CLE,L (-8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,45,9,13,9,47,46,22,48,28,30,42,20,25,37,36,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6428571428571429,0.2647058823529412,,0.3023255813953488,0.225,0.6438356164383562,0.6133333333333333,0.0,0.5116279069767442,0.631578947368421,0.5283018867924528,0.7317073170731707,0.5675675675675675,0.3174603174603174,0.6410256410256411,0.5441176470588235,0.5373134328358209,17,3,,57.0,9.0,,0.2982456140350877,0.3333333333333333,17,,64.0,3.764705882352941,0.0,74.29999999999998,4.370588235294116
27,27,,2022-12-12,20-166,OKC,@,DAL,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,45,9,13,9,47,46,22,48,28,30,42,20,25,37,36,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.6428571428571429,0.2647058823529412,,0.3023255813953488,0.225,0.6438356164383562,0.6133333333333333,0.0,0.5116279069767442,0.631578947368421,0.5283018867924528,0.7317073170731707,0.5675675675675675,0.3174603174603174,0.6410256410256411,0.5441176470588235,0.5373134328358209,17,3,,57.0,9.0,,0.2982456140350877,0.3333333333333333,17,,56.0,3.294117647058824,0.0,72.49999999999999,4.26470588235294
