Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Wiggins,Shared Games with Aleksej Pokusevski,Shared Games with Darius Bazley,Shared Games with Eugene Omoruyi,Shared Games with Isaiah Joe,Shared Games with Jalen Williams,Shared Games with Jaylin Williams,Shared Games with Jeremiah Robinson-Earl,Shared Games with Josh Giddey,Shared Games with Kenrich Williams,Shared Games with Lindy Waters III,Shared Games with Mike Muscala,Shared Games with Ousmane Dieng,Shared Games with Shai Gilgeous-Alexander,Shared Games with Tre Mann,Aaron Wiggins,Aleksej Pokusevski,Chet Holmgren,Darius Bazley,Eugene Omoruyi,Isaiah Joe,Jalen Williams,Jared Butler,Jaylin Williams,Jeremiah Robinson-Earl,Josh Giddey,Kenrich Williams,Lindy Waters III,Mike Muscala,Ousmane Dieng,Shai Gilgeous-Alexander,Tre Mann,co_inf with Aaron Wiggins,co_inf with Aleksej Pokusevski,co_inf with Chet Holmgren,co_inf with Darius Bazley,co_inf with Eugene Omoruyi,co_inf with Isaiah Joe,co_inf with Jalen Williams,co_inf with Jared Butler,co_inf with Jaylin Williams,co_inf with Jeremiah Robinson-Earl,co_inf with Josh Giddey,co_inf with Kenrich Williams,co_inf with Lindy Waters III,co_inf with Mike Muscala,co_inf with Ousmane Dieng,co_inf with Shai Gilgeous-Alexander,co_inf with Tre Mann,Shared Games with Dario Šarić,Shared Games with Olivier Sarr,Danilo Gallinari,Dario Šarić,Olivier Sarr,co_inf with Danilo Gallinari,co_inf with Dario Šarić,co_inf with Olivier Sarr,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,11,2022-11-09,23-204,OKC,,MIL,L (-4),1,40:02,5.0,14.0,.357,2.0,6.0,.333,0,0.0,,2.0,5.0,7.0,3.0,4.0,0.0,0.0,4.0,12.0,11.6,+1,8.0,3.0,0.375,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,12.0,75.0,4.411764705882353,11.6,88.5,5.205882352941177
11,12,12,2022-11-11,23-206,OKC,,TOR,W (+19),1,22:58,4.0,7.0,.571,3.0,4.0,.750,2,3.0,.667,5.0,2.0,7.0,2.0,0.0,0.0,0.0,3.0,13.0,13.6,+16,3.0,1.0,0.3333333333333333,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,12.0,69.0,4.0588235294117645,12.800000000000004,76.6,4.5058823529411764
12,13,13,2022-11-13,23-208,OKC,@,NYK,W (+10),1,24:27,8.0,11.0,.727,2.0,5.0,.400,6,6.0,1.000,0.0,3.0,3.0,0.0,0.0,1.0,1.0,5.0,24.0,18.1,-7,6.0,6.0,1.0,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,10.0,84.0,4.941176470588236,15.699999999999996,93.09999999999998,5.476470588235293
13,14,14,2022-11-14,23-209,OKC,@,BOS,L (-4),1,35:24,7.0,18.0,.389,3.0,7.0,.429,4,5.0,.800,2.0,3.0,5.0,1.0,0.0,0.0,3.0,3.0,21.0,9.6,+5,11.0,4.0,0.3636363636363636,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,1.0,66.0,3.882352941176471,7.9999999999999964,70.60000000000001,4.152941176470589
14,15,15,2022-11-16,23-211,OKC,@,WAS,W (+1),1,33:35,6.0,12.0,.500,3.0,6.0,.500,1,3.0,.333,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,16.0,11.2,-4,6.0,3.0,0.5,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,6.0,69.0,4.0588235294117645,10.8,80.6,4.741176470588235
15,16,16,2022-11-18,23-213,OKC,@,MEM,L (-11),1,26:44,2.0,8.0,.250,0.0,2.0,.000,0,0.0,,3.0,4.0,7.0,1.0,1.0,0.0,0.0,5.0,4.0,2.2,-11,6.0,2.0,0.3333333333333333,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,5.0,76.0,4.470588235294118,2.2,81.19999999999997,4.776470588235292
16,17,17,2022-11-21,23-216,OKC,,NYK,L (-10),1,31:43,9.0,14.0,.643,3.0,4.0,.750,3,4.0,.750,4.0,4.0,8.0,3.0,1.0,1.0,1.0,4.0,24.0,22.6,-7,10.0,6.0,0.6,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,18.0,37.0,2.176470588235294,21.40000000000001,54.00000000000001,3.1764705882352944
17,18,18,2022-11-23,23-218,OKC,,DEN,L (-5),1,36:59,7.0,16.0,.438,3.0,7.0,.429,1,2.0,.500,1.0,6.0,7.0,1.0,0.0,0.0,1.0,3.0,18.0,10.2,+1,9.0,4.0,0.4444444444444444,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,7.0,61.0,3.588235294117647,9.8,78.9,4.641176470588236
18,19,19,2022-11-25,23-220,OKC,,CHI,W (+4),1,34:13,2.0,8.0,.250,1.0,4.0,.250,7,8.0,.875,1.0,4.0,5.0,0.0,2.0,0.0,3.0,5.0,12.0,5.7,+2,4.0,1.0,0.25,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,0.0,59.0,3.4705882352941178,2.8999999999999995,70.1,4.123529411764705
19,20,20,2022-11-26,23-221,OKC,@,HOU,L (-13),1,13:51,1.0,4.0,.250,1.0,4.0,.250,0,0.0,,1.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,3.0,3.9,-2,0.0,0.0,,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,5.0,49.0,2.8823529411764706,3.9,65.30000000000001,3.841176470588236
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,,0.0,0.0,0.0,0.0,0.0
21,21,21,2022-11-28,23-223,OKC,@,NOP,L (-4),1,31:59,6.0,13.0,.462,2.0,5.0,.400,0,0.0,,2.0,1.0,3.0,5.0,2.0,0.0,2.0,3.0,14.0,11.3,-4,8.0,4.0,0.5,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,9.0,36.0,2.117647058823529,11.299999999999995,48.49999999999998,2.852941176470587
22,22,22,2022-11-30,23-225,OKC,,SAS,W (+8),1,33:32,7.0,15.0,.467,3.0,7.0,.429,6,6.0,1.000,1.0,0.0,1.0,4.0,0.0,2.0,2.0,2.0,23.0,17.4,+11,8.0,4.0,0.5,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,7.0,67.0,3.941176470588236,14.999999999999996,71.89999999999999,4.2294117647058815
23,23,23,2022-12-03,23-228,OKC,@,MIN,W (+7),1,31:39,6.0,12.0,.500,3.0,4.0,.750,3,5.0,.600,2.0,2.0,4.0,3.0,1.0,0.0,6.0,3.0,18.0,9.1,-7,8.0,3.0,0.375,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,3.0,76.0,4.470588235294118,7.900000000000002,99.6,5.858823529411764
24,24,24,2022-12-05,23-230,OKC,@,ATL,W (+7),1,31:49,4.0,16.0,.250,1.0,6.0,.167,2,2.0,1.000,2.0,8.0,10.0,2.0,0.0,1.0,3.0,3.0,11.0,3.1,-2,10.0,3.0,0.3,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,3.0,65.0,3.823529411764706,2.299999999999997,79.1,4.652941176470588
25,25,,2022-12-07,23-232,OKC,@,MEM,L (-21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,,43.0,2.5294117647058822,0.0,53.39999999999999,3.141176470588235
26,26,25,2022-12-10,23-235,OKC,@,CLE,L (-8),1,21:35,3.0,10.0,.300,1.0,6.0,.167,0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,7.0,0.4,-10,4.0,2.0,0.5,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,-2.0,66.0,3.882352941176471,0.3999999999999977,73.89999999999999,4.347058823529411
27,27,26,2022-12-12,23-237,OKC,@,DAL,L (-7),1,34:15,3.0,11.0,.273,1.0,6.0,.167,5,6.0,.833,4.0,3.0,7.0,3.0,0.0,0.0,4.0,5.0,12.0,4.9,+6,5.0,2.0,0.4,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,1.0,55.0,3.235294117647059,2.9000000000000004,69.6,4.094117647058823
