Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Davis,Shared Games with Austin Reaves,Shared Games with Cole Swider,Shared Games with Damian Jones,Shared Games with Dennis Schröder,Shared Games with Juan Toscano-Anderson,Shared Games with Kendrick Nunn,Shared Games with LeBron James,Shared Games with Lonnie Walker IV,Shared Games with Matt Ryan,Shared Games with Max Christie,Shared Games with Patrick Beverley,Shared Games with Scotty Pippen Jr.,Shared Games with Thomas Bryant,Shared Games with Troy Brown Jr.,Shared Games with Wenyen Gabriel,Anthony Davis,Austin Reaves,Cole Swider,Damian Jones,Dennis Schröder,Juan Toscano-Anderson,Kendrick Nunn,LeBron James,Lonnie Walker IV,Matt Ryan,Max Christie,Patrick Beverley,Scotty Pippen Jr.,Sterling Brown,Thomas Bryant,Tristan Thompson,Troy Brown Jr.,Wenyen Gabriel,co_inf with Anthony Davis,co_inf with Austin Reaves,co_inf with Cole Swider,co_inf with Damian Jones,co_inf with Dennis Schröder,co_inf with Juan Toscano-Anderson,co_inf with Kendrick Nunn,co_inf with LeBron James,co_inf with Lonnie Walker IV,co_inf with Matt Ryan,co_inf with Max Christie,co_inf with Patrick Beverley,co_inf with Scotty Pippen Jr.,co_inf with Sterling Brown,co_inf with Thomas Bryant,co_inf with Tristan Thompson,co_inf with Troy Brown Jr.,co_inf with Wenyen Gabriel,Shared Games with Davon Reed,Shared Games with Amir Coffey,Shared Games with Bones Hyland,Shared Games with Brandon Boston Jr.,Shared Games with Eric Gordon,Shared Games with Ivica Zubac,Shared Games with Kawhi Leonard,Shared Games with Marcus Morris,Shared Games with Mason Plumlee,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Robert Covington,Shared Games with Terance Mann,Amir Coffey,Bones Hyland,Brandon Boston Jr.,Eric Gordon,Ivica Zubac,Jason Preston,Justin Holiday,Kawhi Leonard,Marcus Morris,Mason Plumlee,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Robert Covington,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Bones Hyland,co_inf with Brandon Boston Jr.,co_inf with Eric Gordon,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with Justin Holiday,co_inf with Kawhi Leonard,co_inf with Marcus Morris,co_inf with Mason Plumlee,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Xavier Moon,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,10,2022-11-09,33-362,LAL,@,LAC,L (-13),0,29:34,6.0,15.0,.400,0.0,3.0,.000,2,2.0,1.000,1.0,3.0,4.0,9.0,2.0,0.0,4.0,1.0,14.0,11.4,-12,12.0,6.0,0.5,30,36,5,19,39,29,36,42,35,11,30,42,5,39,46,39,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,6.0,4.0,59.0,,76.0,68.0,0.5357142857142857,0.5625,0.7142857142857143,0.4634146341463415,0.5909090909090909,0.5576923076923077,0.5142857142857142,0.7636363636363637,0.625,0.3235294117647059,0.7317073170731707,0.6268656716417911,0.8333333333333334,0.0,0.6610169491525424,,0.6052631578947368,0.5735294117647058,25,10,12,1,19,17,18,14,21,5,21,9,14,10,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.2,0.2142857142857142,0.0454545454545454,0.2753623188405797,0.2236842105263158,0.0,0.0,0.3461538461538461,0.2153846153846154,0.2658227848101265,0.2272727272727272,0.2692307692307692,0.15,0.25,0.2083333333333333,0.2592592592592592,0.0,31,8.0,76.0,2.4516129032258065,10.599999999999996,101.0,3.2580645161290325
11,12,11,2022-11-11,33-364,LAL,,SAC,L (-6),0,34:03,6.0,17.0,.353,4.0,7.0,.571,5,6.0,.833,3.0,1.0,4.0,11.0,0.0,0.0,5.0,5.0,21.0,14.2,-13,10.0,2.0,0.2,30,36,5,19,39,29,36,42,35,11,30,42,5,39,46,39,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,6.0,4.0,59.0,,76.0,68.0,0.5357142857142857,0.5625,0.7142857142857143,0.4634146341463415,0.5909090909090909,0.5576923076923077,0.5142857142857142,0.7636363636363637,0.625,0.3235294117647059,0.7317073170731707,0.6268656716417911,0.8333333333333334,0.0,0.6610169491525424,,0.6052631578947368,0.5735294117647058,25,10,12,1,19,17,18,14,21,5,21,9,14,10,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.2,0.2142857142857142,0.0454545454545454,0.2753623188405797,0.2236842105263158,0.0,0.0,0.3461538461538461,0.2153846153846154,0.2658227848101265,0.2272727272727272,0.2692307692307692,0.15,0.25,0.2083333333333333,0.2592592592592592,0.0,31,8.0,76.0,2.4516129032258065,12.200000000000005,79.99999999999999,2.580645161290322
12,13,12,2022-11-13,34-001,LAL,,BRK,W (+13),0,27:48,4.0,15.0,.267,1.0,6.0,.167,5,6.0,.833,1.0,5.0,6.0,12.0,0.0,1.0,4.0,3.0,14.0,10.8,-6,9.0,3.0,0.3333333333333333,30,36,5,19,39,29,36,42,35,11,30,42,5,39,46,39,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,6.0,4.0,59.0,,76.0,68.0,0.5357142857142857,0.5625,0.7142857142857143,0.4634146341463415,0.5909090909090909,0.5576923076923077,0.5142857142857142,0.7636363636363637,0.625,0.3235294117647059,0.7317073170731707,0.6268656716417911,0.8333333333333334,0.0,0.6610169491525424,,0.6052631578947368,0.5735294117647058,25,10,12,1,19,17,18,14,21,5,21,9,14,10,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.2,0.2142857142857142,0.0454545454545454,0.2753623188405797,0.2236842105263158,0.0,0.0,0.3461538461538461,0.2153846153846154,0.2658227848101265,0.2272727272727272,0.2692307692307692,0.15,0.25,0.2083333333333333,0.2592592592592592,0.0,31,8.0,61.0,1.967741935483871,8.799999999999997,63.79999999999998,2.058064516129032
13,14,13,2022-11-18,34-006,LAL,,DET,W (+7),0,30:08,4.0,13.0,.308,0.0,2.0,.000,2,3.0,.667,1.0,4.0,5.0,12.0,0.0,0.0,4.0,2.0,10.0,7.6,+11,11.0,4.0,0.3636363636363636,30,36,5,19,39,29,36,42,35,11,30,42,5,39,46,39,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,6.0,4.0,59.0,,76.0,68.0,0.5357142857142857,0.5625,0.7142857142857143,0.4634146341463415,0.5909090909090909,0.5576923076923077,0.5142857142857142,0.7636363636363637,0.625,0.3235294117647059,0.7317073170731707,0.6268656716417911,0.8333333333333334,0.0,0.6610169491525424,,0.6052631578947368,0.5735294117647058,25,10,12,1,19,17,18,14,21,5,21,9,14,10,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.2,0.2142857142857142,0.0454545454545454,0.2753623188405797,0.2236842105263158,0.0,0.0,0.3461538461538461,0.2153846153846154,0.2658227848101265,0.2272727272727272,0.2692307692307692,0.15,0.25,0.2083333333333333,0.2592592592592592,0.0,31,7.0,72.0,2.3225806451612905,6.799999999999997,83.59999999999998,2.6967741935483867
14,15,14,2022-11-20,34-008,LAL,,SAS,W (+31),0,21:33,4.0,9.0,.444,2.0,5.0,.400,0,0.0,,0.0,4.0,4.0,10.0,1.0,0.0,3.0,2.0,10.0,10.7,+14,4.0,2.0,0.5,30,36,5,19,39,29,36,42,35,11,30,42,5,39,46,39,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,6.0,4.0,59.0,,76.0,68.0,0.5357142857142857,0.5625,0.7142857142857143,0.4634146341463415,0.5909090909090909,0.5576923076923077,0.5142857142857142,0.7636363636363637,0.625,0.3235294117647059,0.7317073170731707,0.6268656716417911,0.8333333333333334,0.0,0.6610169491525424,,0.6052631578947368,0.5735294117647058,25,10,12,1,19,17,18,14,21,5,21,9,14,10,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.2,0.2142857142857142,0.0454545454545454,0.2753623188405797,0.2236842105263158,0.0,0.0,0.3461538461538461,0.2153846153846154,0.2658227848101265,0.2272727272727272,0.2692307692307692,0.15,0.25,0.2083333333333333,0.2592592592592592,0.0,31,13.0,72.0,2.3225806451612905,10.699999999999996,81.9,2.641935483870968
15,16,15,2022-11-22,34-010,LAL,@,PHO,L (-10),0,31:22,8.0,20.0,.400,2.0,6.0,.333,3,7.0,.429,1.0,2.0,3.0,5.0,1.0,0.0,1.0,1.0,21.0,13.0,-1,14.0,6.0,0.4285714285714285,30,36,5,19,39,29,36,42,35,11,30,42,5,39,46,39,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,6.0,4.0,59.0,,76.0,68.0,0.5357142857142857,0.5625,0.7142857142857143,0.4634146341463415,0.5909090909090909,0.5576923076923077,0.5142857142857142,0.7636363636363637,0.625,0.3235294117647059,0.7317073170731707,0.6268656716417911,0.8333333333333334,0.0,0.6610169491525424,,0.6052631578947368,0.5735294117647058,25,10,12,1,19,17,18,14,21,5,21,9,14,10,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.2,0.2142857142857142,0.0454545454545454,0.2753623188405797,0.2236842105263158,0.0,0.0,0.3461538461538461,0.2153846153846154,0.2658227848101265,0.2272727272727272,0.2692307692307692,0.15,0.25,0.2083333333333333,0.2592592592592592,0.0,31,2.0,68.0,2.193548387096774,11.8,83.5,2.693548387096774
16,17,16,2022-11-25,34-013,LAL,@,SAS,W (+11),0,19:25,1.0,7.0,.143,0.0,3.0,.000,1,2.0,.500,1.0,3.0,4.0,7.0,2.0,1.0,3.0,3.0,3.0,3.1,-2,4.0,1.0,0.25,30,36,5,19,39,29,36,42,35,11,30,42,5,39,46,39,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,6.0,4.0,59.0,,76.0,68.0,0.5357142857142857,0.5625,0.7142857142857143,0.4634146341463415,0.5909090909090909,0.5576923076923077,0.5142857142857142,0.7636363636363637,0.625,0.3235294117647059,0.7317073170731707,0.6268656716417911,0.8333333333333334,0.0,0.6610169491525424,,0.6052631578947368,0.5735294117647058,25,10,12,1,19,17,18,14,21,5,21,9,14,10,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.2,0.2142857142857142,0.0454545454545454,0.2753623188405797,0.2236842105263158,0.0,0.0,0.3461538461538461,0.2153846153846154,0.2658227848101265,0.2272727272727272,0.2692307692307692,0.15,0.25,0.2083333333333333,0.2592592592592592,0.0,31,5.0,54.0,1.7419354838709675,2.6999999999999984,70.6,2.2774193548387096
17,18,17,2022-11-26,34-014,LAL,@,SAS,W (+5),0,26:30,4.0,12.0,.333,0.0,3.0,.000,3,6.0,.500,1.0,6.0,7.0,6.0,0.0,1.0,6.0,3.0,11.0,3.2,-2,9.0,4.0,0.4444444444444444,30,36,5,19,39,29,36,42,35,11,30,42,5,39,46,39,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,6.0,4.0,59.0,,76.0,68.0,0.5357142857142857,0.5625,0.7142857142857143,0.4634146341463415,0.5909090909090909,0.5576923076923077,0.5142857142857142,0.7636363636363637,0.625,0.3235294117647059,0.7317073170731707,0.6268656716417911,0.8333333333333334,0.0,0.6610169491525424,,0.6052631578947368,0.5735294117647058,25,10,12,1,19,17,18,14,21,5,21,9,14,10,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.2,0.2142857142857142,0.0454545454545454,0.2753623188405797,0.2236842105263158,0.0,0.0,0.3461538461538461,0.2153846153846154,0.2658227848101265,0.2272727272727272,0.2692307692307692,0.15,0.25,0.2083333333333333,0.2592592592592592,0.0,31,1.0,60.0,1.935483870967742,1.999999999999997,69.2,2.232258064516129
18,19,18,2022-11-28,34-016,LAL,,IND,L (-1),0,27:19,10.0,18.0,.556,2.0,4.0,.500,2,3.0,.667,0.0,4.0,4.0,6.0,1.0,1.0,6.0,1.0,24.0,15.7,+1,14.0,8.0,0.5714285714285714,30,36,5,19,39,29,36,42,35,11,30,42,5,39,46,39,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,6.0,4.0,59.0,,76.0,68.0,0.5357142857142857,0.5625,0.7142857142857143,0.4634146341463415,0.5909090909090909,0.5576923076923077,0.5142857142857142,0.7636363636363637,0.625,0.3235294117647059,0.7317073170731707,0.6268656716417911,0.8333333333333334,0.0,0.6610169491525424,,0.6052631578947368,0.5735294117647058,25,10,12,1,19,17,18,14,21,5,21,9,14,10,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.2,0.2142857142857142,0.0454545454545454,0.2753623188405797,0.2236842105263158,0.0,0.0,0.3461538461538461,0.2153846153846154,0.2658227848101265,0.2272727272727272,0.2692307692307692,0.15,0.25,0.2083333333333333,0.2592592592592592,0.0,31,9.0,70.0,2.2580645161290325,14.900000000000002,79.6,2.5677419354838706
19,20,19,2022-11-30,34-018,LAL,,POR,W (+19),0,22:54,4.0,14.0,.286,2.0,6.0,.333,0,2.0,.000,1.0,4.0,5.0,4.0,1.0,0.0,0.0,1.0,10.0,6.3,+12,8.0,2.0,0.25,30,36,5,19,39,29,36,42,35,11,30,42,5,39,46,39,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,6.0,4.0,59.0,,76.0,68.0,0.5357142857142857,0.5625,0.7142857142857143,0.4634146341463415,0.5909090909090909,0.5576923076923077,0.5142857142857142,0.7636363636363637,0.625,0.3235294117647059,0.7317073170731707,0.6268656716417911,0.8333333333333334,0.0,0.6610169491525424,,0.6052631578947368,0.5735294117647058,25,10,12,1,19,17,18,14,21,5,21,9,14,10,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.2,0.2142857142857142,0.0454545454545454,0.2753623188405797,0.2236842105263158,0.0,0.0,0.3461538461538461,0.2153846153846154,0.2658227848101265,0.2272727272727272,0.2692307692307692,0.15,0.25,0.2083333333333333,0.2592592592592592,0.0,31,4.0,49.0,1.5806451612903225,6.299999999999998,56.3,1.8161290322580643
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,30,36,5,19,39,29,36,42,35,11,30,42,5,39,46,39,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,6.0,4.0,59.0,,76.0,68.0,0.5357142857142857,0.5625,0.7142857142857143,0.4634146341463415,0.5909090909090909,0.5576923076923077,0.5142857142857142,0.7636363636363637,0.625,0.3235294117647059,0.7317073170731707,0.6268656716417911,0.8333333333333334,0.0,0.6610169491525424,,0.6052631578947368,0.5735294117647058,25,10,12,1,19,17,18,14,21,5,21,9,14,10,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.2,0.2142857142857142,0.0454545454545454,0.2753623188405797,0.2236842105263158,0.0,0.0,0.3461538461538461,0.2153846153846154,0.2658227848101265,0.2272727272727272,0.2692307692307692,0.15,0.25,0.2083333333333333,0.2592592592592592,0.0,31,,0.0,0.0,0.0,0.0,0.0
21,21,20,2022-12-02,34-020,LAL,@,MIL,W (+4),0,28:34,6.0,11.0,.545,0.0,2.0,.000,3,7.0,.429,2.0,5.0,7.0,11.0,0.0,0.0,0.0,4.0,15.0,17.1,+4,9.0,6.0,0.6666666666666666,30,36,5,19,39,29,36,42,35,11,30,42,5,39,46,39,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,6.0,4.0,59.0,,76.0,68.0,0.5357142857142857,0.5625,0.7142857142857143,0.4634146341463415,0.5909090909090909,0.5576923076923077,0.5142857142857142,0.7636363636363637,0.625,0.3235294117647059,0.7317073170731707,0.6268656716417911,0.8333333333333334,0.0,0.6610169491525424,,0.6052631578947368,0.5735294117647058,25,10,12,1,19,17,18,14,21,5,21,9,14,10,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.2,0.2142857142857142,0.0454545454545454,0.2753623188405797,0.2236842105263158,0.0,0.0,0.3461538461538461,0.2153846153846154,0.2658227848101265,0.2272727272727272,0.2692307692307692,0.15,0.25,0.2083333333333333,0.2592592592592592,0.0,31,15.0,77.0,2.4838709677419355,15.899999999999997,71.5,2.306451612903226
22,22,21,2022-12-04,34-022,LAL,@,WAS,W (+11),0,28:38,3.0,8.0,.375,0.0,1.0,.000,0,0.0,,0.0,7.0,7.0,15.0,0.0,0.0,6.0,2.0,6.0,7.4,0,7.0,3.0,0.4285714285714285,30,36,5,19,39,29,36,42,35,11,30,42,5,39,46,39,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,6.0,4.0,59.0,,76.0,68.0,0.5357142857142857,0.5625,0.7142857142857143,0.4634146341463415,0.5909090909090909,0.5576923076923077,0.5142857142857142,0.7636363636363637,0.625,0.3235294117647059,0.7317073170731707,0.6268656716417911,0.8333333333333334,0.0,0.6610169491525424,,0.6052631578947368,0.5735294117647058,25,10,12,1,19,17,18,14,21,5,21,9,14,10,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.2,0.2142857142857142,0.0454545454545454,0.2753623188405797,0.2236842105263158,0.0,0.0,0.3461538461538461,0.2153846153846154,0.2658227848101265,0.2272727272727272,0.2692307692307692,0.15,0.25,0.2083333333333333,0.2592592592592592,0.0,31,14.0,74.0,2.3870967741935485,7.4,95.39999999999998,3.077419354838709
23,23,22,2022-12-06,34-024,LAL,@,CLE,L (-14),0,26:03,6.0,13.0,.462,0.0,1.0,.000,4,5.0,.800,1.0,2.0,3.0,3.0,0.0,2.0,4.0,2.0,16.0,8.9,-13,12.0,6.0,0.5,30,36,5,19,39,29,36,42,35,11,30,42,5,39,46,39,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,6.0,4.0,59.0,,76.0,68.0,0.5357142857142857,0.5625,0.7142857142857143,0.4634146341463415,0.5909090909090909,0.5576923076923077,0.5142857142857142,0.7636363636363637,0.625,0.3235294117647059,0.7317073170731707,0.6268656716417911,0.8333333333333334,0.0,0.6610169491525424,,0.6052631578947368,0.5735294117647058,25,10,12,1,19,17,18,14,21,5,21,9,14,10,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.2,0.2142857142857142,0.0454545454545454,0.2753623188405797,0.2236842105263158,0.0,0.0,0.3461538461538461,0.2153846153846154,0.2658227848101265,0.2272727272727272,0.2692307692307692,0.15,0.25,0.2083333333333333,0.2592592592592592,0.0,31,2.0,52.0,1.6774193548387095,7.299999999999995,59.39999999999999,1.9161290322580642
24,24,23,2022-12-07,34-025,LAL,@,TOR,L (-13),0,28:06,5.0,13.0,.385,1.0,4.0,.250,5,7.0,.714,4.0,5.0,9.0,4.0,1.0,0.0,5.0,3.0,16.0,10.0,-18,9.0,4.0,0.4444444444444444,30,36,5,19,39,29,36,42,35,11,30,42,5,39,46,39,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,6.0,4.0,59.0,,76.0,68.0,0.5357142857142857,0.5625,0.7142857142857143,0.4634146341463415,0.5909090909090909,0.5576923076923077,0.5142857142857142,0.7636363636363637,0.625,0.3235294117647059,0.7317073170731707,0.6268656716417911,0.8333333333333334,0.0,0.6610169491525424,,0.6052631578947368,0.5735294117647058,25,10,12,1,19,17,18,14,21,5,21,9,14,10,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.2,0.2142857142857142,0.0454545454545454,0.2753623188405797,0.2236842105263158,0.0,0.0,0.3461538461538461,0.2153846153846154,0.2658227848101265,0.2272727272727272,0.2692307692307692,0.15,0.25,0.2083333333333333,0.2592592592592592,0.0,31,5.0,78.0,2.5161290322580645,8.0,75.89999999999999,2.4483870967741934
25,25,24,2022-12-09,34-027,LAL,@,PHI,L (-11),0,36:15,4.0,14.0,.286,1.0,5.0,.200,3,4.0,.750,2.0,9.0,11.0,11.0,4.0,0.0,4.0,4.0,12.0,13.6,-7,9.0,3.0,0.3333333333333333,30,36,5,19,39,29,36,42,35,11,30,42,5,39,46,39,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,6.0,4.0,59.0,,76.0,68.0,0.5357142857142857,0.5625,0.7142857142857143,0.4634146341463415,0.5909090909090909,0.5576923076923077,0.5142857142857142,0.7636363636363637,0.625,0.3235294117647059,0.7317073170731707,0.6268656716417911,0.8333333333333334,0.0,0.6610169491525424,,0.6052631578947368,0.5735294117647058,25,10,12,1,19,17,18,14,21,5,21,9,14,10,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.2,0.2142857142857142,0.0454545454545454,0.2753623188405797,0.2236842105263158,0.0,0.0,0.3461538461538461,0.2153846153846154,0.2658227848101265,0.2272727272727272,0.2692307692307692,0.15,0.25,0.2083333333333333,0.2592592592592592,0.0,31,16.0,81.0,2.6129032258064515,12.4,94.5,3.0483870967741935
26,26,25,2022-12-11,34-029,LAL,@,DET,W (+7),0,21:23,5.0,9.0,.556,0.0,1.0,.000,1,2.0,.500,0.0,4.0,4.0,9.0,1.0,0.0,4.0,1.0,11.0,10.4,-12,8.0,5.0,0.625,30,36,5,19,39,29,36,42,35,11,30,42,5,39,46,39,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,6.0,4.0,59.0,,76.0,68.0,0.5357142857142857,0.5625,0.7142857142857143,0.4634146341463415,0.5909090909090909,0.5576923076923077,0.5142857142857142,0.7636363636363637,0.625,0.3235294117647059,0.7317073170731707,0.6268656716417911,0.8333333333333334,0.0,0.6610169491525424,,0.6052631578947368,0.5735294117647058,25,10,12,1,19,17,18,14,21,5,21,9,14,10,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.2,0.2142857142857142,0.0454545454545454,0.2753623188405797,0.2236842105263158,0.0,0.0,0.3461538461538461,0.2153846153846154,0.2658227848101265,0.2272727272727272,0.2692307692307692,0.15,0.25,0.2083333333333333,0.2592592592592592,0.0,31,10.0,82.0,2.6451612903225805,9.999999999999998,90.1,2.9064516129032256
27,27,26,2022-12-13,34-031,LAL,,BOS,L (-4),0,34:51,7.0,19.0,.368,1.0,6.0,.167,5,6.0,.833,1.0,13.0,14.0,5.0,1.0,4.0,2.0,4.0,20.0,17.4,-1,13.0,6.0,0.4615384615384615,30,36,5,19,39,29,36,42,35,11,30,42,5,39,46,39,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,6.0,4.0,59.0,,76.0,68.0,0.5357142857142857,0.5625,0.7142857142857143,0.4634146341463415,0.5909090909090909,0.5576923076923077,0.5142857142857142,0.7636363636363637,0.625,0.3235294117647059,0.7317073170731707,0.6268656716417911,0.8333333333333334,0.0,0.6610169491525424,,0.6052631578947368,0.5735294117647058,25,10,12,1,19,17,18,14,21,5,21,9,14,10,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.2,0.2142857142857142,0.0454545454545454,0.2753623188405797,0.2236842105263158,0.0,0.0,0.3461538461538461,0.2153846153846154,0.2658227848101265,0.2272727272727272,0.2692307692307692,0.15,0.25,0.2083333333333333,0.2592592592592592,0.0,31,17.0,78.0,2.5161290322580645,15.4,84.1,2.7129032258064516
28,28,27,2022-12-16,34-034,LAL,,DEN,W (+18),0,29:45,5.0,13.0,.385,0.0,3.0,.000,5,8.0,.625,2.0,9.0,11.0,12.0,2.0,0.0,4.0,2.0,15.0,16.4,+25,10.0,5.0,0.5,30,36,5,19,39,29,36,42,35,11,30,42,5,39,46,39,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,6.0,4.0,59.0,,76.0,68.0,0.5357142857142857,0.5625,0.7142857142857143,0.4634146341463415,0.5909090909090909,0.5576923076923077,0.5142857142857142,0.7636363636363637,0.625,0.3235294117647059,0.7317073170731707,0.6268656716417911,0.8333333333333334,0.0,0.6610169491525424,,0.6052631578947368,0.5735294117647058,25,10,12,1,19,17,18,14,21,5,21,9,14,10,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.2,0.2142857142857142,0.0454545454545454,0.2753623188405797,0.2236842105263158,0.0,0.0,0.3461538461538461,0.2153846153846154,0.2658227848101265,0.2272727272727272,0.2692307692307692,0.15,0.25,0.2083333333333333,0.2592592592592592,0.0,31,15.0,81.0,2.6129032258064515,14.4,89.7,2.893548387096774
29,29,28,2022-12-18,34-036,LAL,,WAS,W (+2),0,22:51,4.0,12.0,.333,0.0,2.0,.000,1,4.0,.250,2.0,7.0,9.0,8.0,1.0,1.0,3.0,0.0,9.0,8.8,-5,10.0,4.0,0.4,30,36,5,19,39,29,36,42,35,11,30,42,5,39,46,39,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,6.0,4.0,59.0,,76.0,68.0,0.5357142857142857,0.5625,0.7142857142857143,0.4634146341463415,0.5909090909090909,0.5576923076923077,0.5142857142857142,0.7636363636363637,0.625,0.3235294117647059,0.7317073170731707,0.6268656716417911,0.8333333333333334,0.0,0.6610169491525424,,0.6052631578947368,0.5735294117647058,25,10,12,1,19,17,18,14,21,5,21,9,14,10,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.2,0.2142857142857142,0.0454545454545454,0.2753623188405797,0.2236842105263158,0.0,0.0,0.3461538461538461,0.2153846153846154,0.2658227848101265,0.2272727272727272,0.2692307692307692,0.15,0.25,0.2083333333333333,0.2592592592592592,0.0,31,9.0,70.0,2.2580645161290325,8.4,78.20000000000002,2.5225806451612907
