Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Terance Mann,Amir Coffey,Brandon Boston Jr.,Ivica Zubac,Jason Preston,John Wall,Kawhi Leonard,Luke Kennard,Marcus Morris,Moses Brown,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Reggie Jackson,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with John Wall,co_inf with Kawhi Leonard,co_inf with Luke Kennard,co_inf with Marcus Morris,co_inf with Moses Brown,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Reggie Jackson,co_inf with Terance Mann,co_inf with Xavier Moon,Shared Games with Mason Plumlee,Shared Games with Bones Hyland,Shared Games with Eric Gordon,Shared Games with Russell Westbrook,Bones Hyland,Eric Gordon,Justin Holiday,Mason Plumlee,Russell Westbrook,co_inf with Mason Plumlee,co_inf with Bones Hyland,co_inf with Eric Gordon,co_inf with Justin Holiday,co_inf with Russell Westbrook,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,7,2022-11-07,31-328,LAC,,CLE,W (+2),0,7:20,1.0,2.0,.500,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.2,+1,1.0,0.0,0.0,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,0.0,84.0,4.421052631578948,0.1999999999999999,111.4,5.863157894736842
11,12,,2022-11-09,31-330,LAC,,LAL,W (+13),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,,84.0,4.421052631578948,0.0,92.2,4.852631578947369
12,13,,2022-11-12,31-333,LAC,,BRK,L (-15),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,,69.0,3.631578947368421,0.0,72.59999999999998,3.8210526315789464
13,14,8,2022-11-14,31-335,LAC,@,HOU,W (+16),0,18:34,1.0,4.0,.250,1.0,3.0,.333,1,2.0,.500,1.0,3.0,4.0,1.0,0.0,1.0,1.0,3.0,4.0,2.0,+6,1.0,0.0,0.0,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,3.0,76.0,4.0,1.6000000000000003,88.79999999999998,4.673684210526315
14,15,9,2022-11-15,31-336,LAC,@,DAL,L (-2),0,5:26,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,0.2,-1,0.0,0.0,,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,1.0,84.0,4.421052631578948,0.2000000000000001,92.39999999999998,4.863157894736841
15,16,,2022-11-17,31-338,LAC,,DET,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,,70.0,3.684210526315789,0.0,95.3,5.015789473684211
16,17,10,2022-11-19,31-340,LAC,,SAS,W (+22),0,6:49,0.0,3.0,.000,0.0,2.0,.000,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2,-5,1.0,0.0,0.0,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,0.0,59.0,3.1052631578947367,-1.1999999999999995,74.5,3.9210526315789473
17,18,,2022-11-21,31-342,LAC,,UTA,W (+7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,,61.0,3.210526315789474,0.0,71.2,3.7473684210526317
18,19,11,2022-11-23,31-344,LAC,@,GSW,L (-17),0,21:13,1.0,7.0,.143,1.0,4.0,.250,0,0.0,,0.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0,3.0,0.0,0.0,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,2.0,77.0,4.052631578947368,0.0,94.5,4.973684210526316
19,20,12,2022-11-25,31-346,LAC,,DEN,L (-10),0,19:48,2.0,3.0,.667,2.0,2.0,1.000,6,7.0,.857,0.0,6.0,6.0,2.0,0.0,2.0,2.0,2.0,12.0,12.1,+3,1.0,0.0,0.0,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,10.0,43.0,2.263157894736842,9.699999999999998,52.89999999999999,2.784210526315789
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,,0.0,0.0,0.0,0.0,0.0
21,21,,2022-11-27,31-348,LAC,,IND,W (+14),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,,92.0,4.842105263157895,0.0,87.39999999999998,4.599999999999999
22,22,13,2022-11-29,31-350,LAC,@,POR,W (+6),0,17:50,6.0,8.0,.750,3.0,4.0,.750,0,0.0,,0.0,4.0,4.0,0.0,1.0,0.0,1.0,3.0,15.0,11.8,+10,4.0,3.0,0.75,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,11.0,77.0,4.052631578947368,11.799999999999995,94.0,4.947368421052632
23,23,14,2022-11-30,31-351,LAC,@,UTA,L (-13),0,23:08,3.0,9.0,.333,2.0,7.0,.286,0,0.0,,3.0,3.0,6.0,2.0,1.0,0.0,0.0,3.0,8.0,7.1,+6,2.0,1.0,0.5,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,8.0,46.0,2.421052631578948,7.1000000000000005,61.99999999999999,3.2631578947368416
24,24,15,2022-12-03,31-354,LAC,,SAC,L (-27),0,20:45,3.0,11.0,.273,0.0,6.0,.000,1,1.0,1.000,0.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,7.0,5.1,-13,5.0,3.0,0.6,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,5.0,78.0,4.105263157894737,4.7,83.8,4.410526315789474
25,25,,2022-12-05,31-356,LAC,@,CHO,W (+2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,,97.0,5.105263157894737,0.0,106.9,5.626315789473685
26,26,16,2022-12-07,31-358,LAC,@,ORL,L (-5),0,24:43,4.0,9.0,.444,2.0,6.0,.333,0,0.0,,0.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,10.0,7.1,-14,3.0,2.0,0.6666666666666666,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,7.0,85.0,4.473684210526316,7.1,93.0,4.894736842105263
