Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,Brook Lopez,Giannis Antetokounmpo,Grayson Allen,Jevon Carter,Joe Ingles,Jordan Nwora,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Tyrese Haliburton,Aaron Nesmith,Andrew Nembhard,Bennedict Mathurin,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Isaiah Jackson,Jalen Smith,James Johnson,John Collins,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with John Collins,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-09,36-189,MIL,OKC,0,35.4,3.0,6.0,.500,1.0,1.0,1.000,5,6.0,.833,0.0,2.0,2.0,5.0,3.0,0.0,1.0,1.0,12.0,14.3,-4,5.0,2.0,0.4,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,9.0,92.0,2.967741935483871,12.299999999999995,91.3,2.9451612903225803,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,W (+4),W (+4)
12.0,12.0,2022-11-11,36-191,MIL,SAS,0,27.65,1.0,9.0,.111,0.0,5.0,.000,3,4.0,.750,2.0,0.0,2.0,4.0,0.0,1.0,1.0,1.0,5.0,2.2,-1,4.0,1.0,0.25,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,-2.0,98.0,3.161290322580645,1.0000000000000009,103.29999999999998,3.3322580645161284,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,L (-18),L (-18)
13.0,13.0,2022-11-14,36-194,MIL,ATL,0,25.883333333333333,0.0,1.0,.000,0.0,0.0,,2,2.0,1.000,0.0,3.0,3.0,3.0,0.0,1.0,2.0,0.0,2.0,3.0,-3,1.0,0.0,0.0,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,4.0,99.0,3.193548387096774,2.2,113.4,3.658064516129032,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,L (-15),L (-15)
14.0,14.0,2022-11-16,36-196,MIL,CLE,0,18.98333333333333,3.0,6.0,.500,1.0,4.0,.250,0,0.0,,1.0,2.0,3.0,3.0,0.0,0.0,2.0,4.0,7.0,3.8,-5,2.0,2.0,1.0,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,5.0,86.0,2.774193548387097,3.799999999999999,92.1,2.970967741935484,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,W (+15),W (+15)
15.0,15.0,2022-11-18,36-198,MIL,PHI,0,13.883333333333333,2.0,5.0,.400,2.0,4.0,.500,1,2.0,.500,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,7.0,5.9,-1,1.0,0.0,0.0,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,3.0,79.0,2.548387096774193,5.500000000000001,89.1,2.8741935483870966,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,L (-8),L (-8)
16.0,16.0,2022-11-21,36-201,MIL,POR,0,19.75,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,5.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,7.0,+5,0.0,0.0,,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,12.0,93.0,3.0,7.0,94.2,3.0387096774193547,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,W (+8),W (+8)
17.0,17.0,2022-11-23,36-203,MIL,CHI,0,18.6,3.0,7.0,.429,2.0,4.0,.500,2,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,6.6,-13,3.0,1.0,0.3333333333333333,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,2.0,49.0,1.5806451612903225,5.800000000000001,62.2,2.0064516129032257,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,L (-5),L (-5)
18.0,18.0,2022-11-25,36-205,MIL,CLE,0,20.03333333333333,2.0,5.0,.400,1.0,3.0,.333,0,2.0,.000,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,5.0,1.7,+4,2.0,1.0,0.5,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,1.0,81.0,2.6129032258064515,1.6999999999999993,108.2,3.490322580645161,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,W (+15),W (+15)
19.0,19.0,2022-11-27,36-207,MIL,DAL,0,15.366666666666667,2.0,2.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,5.0,4.6,0,1.0,1.0,1.0,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,6.0,60.0,1.935483870967742,4.599999999999999,64.6,2.083870967741935,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,W (+9),W (+9)
20.0,20.0,2022-11-30,36-210,MIL,NYK,0,10.35,2.0,3.0,.667,0.0,1.0,.000,1,2.0,.500,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,+11,2.0,2.0,1.0,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,3.0,103.0,3.3225806451612905,4.6000000000000005,88.19999999999999,2.84516129032258,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,W (+6),W (+6)
21.0,21.0,2022-12-02,36-212,MIL,LAL,0,8.666666666666666,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,-1,0.0,0.0,,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,2.0,69.0,2.225806451612903,0.6,71.2,2.296774193548387,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,,
22.0,22.0,2022-12-03,36-213,MIL,CHO,0,26.0,4.0,7.0,.571,0.0,0.0,,0,0.0,,1.0,1.0,2.0,5.0,1.0,0.0,4.0,2.0,8.0,5.4,+8,7.0,4.0,0.5714285714285714,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,5.0,68.0,2.193548387096774,5.399999999999999,81.90000000000002,2.6419354838709683,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,L (-4),L (-4)
23.0,23.0,2022-12-05,36-215,MIL,ORL,0,18.866666666666667,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,+2,0.0,0.0,,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,3.0,67.0,2.161290322580645,2.0,77.70000000000002,2.506451612903226,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,W (+9),W (+9)
24.0,24.0,2022-12-07,36-217,MIL,SAC,0,13.916666666666666,1.0,4.0,.250,1.0,3.0,.333,0,0.0,,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,3.3,0,1.0,0.0,0.0,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,4.0,77.0,2.4838709677419355,3.2999999999999994,82.59999999999998,2.664516129032257,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,W (+7),W (+7)
25.0,25.0,2022-12-09,36-219,MIL,DAL,0,21.016666666666666,2.0,3.0,.667,2.0,3.0,.667,0,0.0,,0.0,3.0,3.0,4.0,0.0,0.0,1.0,0.0,6.0,7.4,+9,0.0,0.0,,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,9.0,57.0,1.8387096774193548,7.4,78.1,2.519354838709677,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,W (+13),W (+13)
26.0,26.0,2022-12-11,36-221,MIL,HOU,0,13.783333333333331,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3,-11,0.0,0.0,,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,2.0,69.0,2.225806451612903,0.2999999999999998,86.4,2.7870967741935484,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,W (+1),W (+1)
27.0,27.0,2022-12-13,36-223,MIL,GSW,0,19.03333333333333,1.0,1.0,1.000,1.0,1.0,1.000,2,2.0,1.000,1.0,4.0,5.0,3.0,1.0,0.0,3.0,1.0,5.0,6.3,+3,0.0,0.0,,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,8.0,80.0,2.5806451612903225,5.5,99.09999999999998,3.1967741935483867,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,L (-5),L (-5)
28.0,28.0,2022-12-15,36-225,MIL,MEM,0,20.03333333333333,2.0,7.0,.286,1.0,6.0,.167,0,0.0,,0.0,3.0,3.0,5.0,0.0,0.0,0.0,1.0,5.0,4.9,-20,1.0,1.0,1.0,16,34,34,27,32,35,5,40,27,8,20,9,19,13,15,16,25,35.0,70.0,78.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.4571428571428571,0.4857142857142857,0.4358974358974359,0.4285714285714285,0.4444444444444444,0.4320987654320987,0.108695652173913,0.6451612903225806,0.4029850746268656,0.2424242424242424,0.0,0.3846153846153846,1.0,0.3114754098360656,0.3023255813953488,0.9375,0.4324324324324324,0.4807692307692308,23,10,11,9,11,7,1,10,11,3,6,7,9,6,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.136986301369863,0.1466666666666666,0.1153846153846153,0.1375,0.1521739130434782,0.1428571428571428,0.0,0.1587301587301587,0.1617647058823529,0.1666666666666666,0.0,0.0,0.0967741935483871,0.1076923076923077,0.12,0.0,0.1071428571428571,31,6.0,50.0,1.6129032258064515,4.9,56.29999999999999,1.816129032258064,10.6,1.9,-1.5,-2.4,0.9,0.0182500782146209,0.61,0.572,0.331,0.1,1.1,W (+17),W (+17)
