Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Kendall Brown,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Terry Taylor,Shared Games with Trevelin Queen,Shared Games with Tyrese Haliburton,Andrew Nembhard,Bennedict Mathurin,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,Jalen Smith,James Johnson,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Terry Taylor,Trevelin Queen,Tyrese Haliburton,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Terry Taylor,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Shared Games with George Hill,Shared Games with Jordan Nwora,George Hill,John Collins,Jordan Nwora,Serge Ibaka,co_inf with George Hill,co_inf with John Collins,co_inf with Jordan Nwora,co_inf with Serge Ibaka,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,7,2022-11-09,23-024,IND,,DEN,L (-3),0,22:25,0.0,5.0,.000,0.0,3.0,.000,0,0.0,,0.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,0.0,-1.2,+3,2.0,0.0,0.0,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,1.0,100.0,5.555555555555555,-1.2000000000000006,100.8,5.6
11,12,8,2022-11-12,23-027,IND,,TOR,W (+14),0,14:44,3.0,5.0,.600,2.0,3.0,.667,2,2.0,1.000,0.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0,10.0,8.2,-4,2.0,1.0,0.5,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,7.0,89.0,4.944444444444445,7.399999999999999,88.69999999999999,4.927777777777777
12,13,9,2022-11-16,23-031,IND,@,CHO,W (+12),0,18:01,0.0,4.0,.000,0.0,3.0,.000,0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.6,-3,1.0,0.0,0.0,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,-1.0,104.0,5.777777777777778,-1.5999999999999996,113.4,6.300000000000001
13,14,10,2022-11-18,23-033,IND,@,HOU,W (+8),0,8:40,0.0,1.0,.000,0.0,1.0,.000,0,2.0,.000,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.8,-3,0.0,0.0,,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,-3.0,94.0,5.222222222222222,-1.8,90.0,5.0
14,15,11,2022-11-19,23-034,IND,,ORL,W (+1),0,25:24,5.0,10.0,.500,5.0,8.0,.625,4,4.0,1.000,1.0,2.0,3.0,0.0,0.0,0.0,1.0,4.0,19.0,12.7,+17,2.0,0.0,0.0,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,7.0,75.0,4.166666666666667,11.1,82.49999999999999,4.583333333333332
15,16,12,2022-11-21,23-036,IND,,ORL,W (+21),1,30:53,3.0,7.0,.429,2.0,6.0,.333,1,1.0,1.000,0.0,8.0,8.0,2.0,1.0,0.0,4.0,4.0,9.0,4.5,+14,1.0,1.0,1.0,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,8.0,97.0,5.388888888888889,4.100000000000001,99.1,5.5055555555555555
16,17,13,2022-11-23,23-038,IND,,MIN,L (-14),1,25:47,1.0,9.0,.111,1.0,5.0,.200,0,0.0,,2.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,3.0,-1.7,-13,4.0,0.0,0.0,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,-2.0,53.0,2.9444444444444446,-1.7000000000000002,72.4,4.022222222222222
17,18,14,2022-11-25,23-040,IND,,BRK,W (+11),1,25:38,3.0,7.0,.429,1.0,4.0,.250,3,4.0,.750,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,10.0,9.3,0,3.0,2.0,0.6666666666666666,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,4.0,78.0,4.333333333333333,8.1,101.8,5.655555555555555
18,19,15,2022-11-27,23-042,IND,@,LAC,L (-14),1,22:37,1.0,7.0,.143,0.0,3.0,.000,0,0.0,,0.0,3.0,3.0,2.0,1.0,0.0,1.0,4.0,2.0,-1.8,-6,4.0,1.0,0.25,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,0.0,66.0,3.6666666666666665,-1.8000000000000005,71.9,3.994444444444445
19,20,16,2022-11-28,23-043,IND,@,LAL,W (+1),1,23:06,5.0,10.0,.500,4.0,7.0,.571,2,2.0,1.000,1.0,3.0,4.0,0.0,1.0,1.0,0.0,4.0,16.0,12.7,-10,3.0,1.0,0.3333333333333333,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,10.0,96.0,5.333333333333333,11.899999999999997,80.89999999999999,4.494444444444444
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,,0.0,0.0,0.0,0.0,0.0
21,21,17,2022-11-30,23-045,IND,@,SAC,L (-23),0,23:41,3.0,10.0,.300,2.0,5.0,.400,0,0.0,,1.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,8.0,3.6,-8,5.0,1.0,0.2,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,4.0,67.0,3.7222222222222223,3.599999999999998,68.19999999999999,3.7888888888888883
22,22,18,2022-12-02,23-047,IND,@,UTA,L (-20),0,17:31,3.0,8.0,.375,2.0,4.0,.500,0,0.0,,1.0,2.0,3.0,2.0,4.0,0.0,0.0,6.0,8.0,7.9,+4,4.0,1.0,0.25,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,9.0,64.0,3.555555555555556,7.899999999999999,83.69999999999999,4.6499999999999995
23,23,19,2022-12-04,23-049,IND,@,POR,L (-16),1,24:08,3.0,8.0,.375,0.0,3.0,.000,4,4.0,1.000,0.0,3.0,3.0,1.0,3.0,0.0,1.0,4.0,10.0,7.6,-19,5.0,3.0,0.6,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,4.0,66.0,3.6666666666666665,6.0,72.00000000000001,4.000000000000001
24,24,20,2022-12-05,23-050,IND,@,GSW,W (+8),1,15:07,2.0,3.0,.667,1.0,2.0,.500,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,-4,1.0,1.0,1.0,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,5.0,76.0,4.222222222222222,3.0,84.79999999999998,4.71111111111111
25,25,21,2022-12-07,23-052,IND,@,MIN,L (-6),1,32:57,3.0,8.0,.375,1.0,6.0,.167,2,2.0,1.000,1.0,2.0,3.0,0.0,1.0,0.0,2.0,5.0,9.0,2.9,+14,2.0,2.0,1.0,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,1.0,65.0,3.611111111111111,2.0999999999999988,82.2,4.566666666666666
26,26,22,2022-12-09,23-054,IND,,WAS,W (+10),0,13:04,3.0,6.0,.500,3.0,4.0,.750,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,9.0,4.2,-8,2.0,0.0,0.0,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,3.0,68.0,3.7777777777777777,4.2,82.5,4.583333333333333
27,27,23,2022-12-10,23-055,IND,,BRK,L (-3),0,14:53,4.0,4.0,1.000,2.0,2.0,1.000,2,2.0,1.000,1.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,12.0,11.0,+5,2.0,2.0,1.0,66,69,71,38,7,18,55,60,15,6,56,58,67,23,7,48,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.88,0.8846153846153846,0.8875,0.8260869565217391,1.0,0.0,0.4736842105263157,0.873015873015873,0.8823529411764706,0.8333333333333334,1.0,0.9032258064516128,0.8923076923076924,0.8933333333333333,0.7419354838709677,1.0,0.8571428571428571,10,22,46.0,71.0,62.0,16.0,0.217391304347826,0.0,0.3548387096774194,0.0,18,9.0,79.0,4.388888888888889,10.199999999999996,94.4,5.2444444444444445
