Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jakob Poeltl,Shared Games with Jeremy Sochan,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Stanley Johnson,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Dominick Barlow,Doug McDermott,Gorgui Dieng,Isaiah Roby,Jakob Poeltl,Jeremy Sochan,Jordan Hall,Joshua Primo,Keita Bates-Diop,Keldon Johnson,Malaki Branham,Romeo Langford,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jakob Poeltl,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Joshua Primo,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Shared Games with Brandon Ingram,Shared Games with CJ McCollum,Shared Games with Dereon Seabron,Shared Games with Dyson Daniels,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jonas Valančiūnas,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Naji Marshall,Shared Games with Trey Murphy III,Shared Games with Willy Hernangómez,Al Horford,Brandon Ingram,CJ McCollum,Dereon Seabron,Dyson Daniels,Garrett Temple,Herbert Jones,Jaxson Hayes,Jonas Valančiūnas,Jose Alvarado,Kira Lewis Jr.,Larry Nance Jr.,Naji Marshall,Trey Murphy III,Willy Hernangómez,Zion Williamson,co_inf with Al Horford,co_inf with Brandon Ingram,co_inf with CJ McCollum,co_inf with Dereon Seabron,co_inf with Dyson Daniels,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jonas Valančiūnas,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Naji Marshall,co_inf with Trey Murphy III,co_inf with Willy Hernangómez,co_inf with Zion Williamson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,10,2022-11-07,29-053,SAS,,DEN,L (-6),0,27:40,8.0,11.0,.727,2.0,5.0,.400,4,5.0,.800,1.0,2.0,3.0,3.0,1.0,0.0,6.0,3.0,22.0,14.3,+10,6.0,6.0,1.0,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,7.0,70.0,2.333333333333333,12.700000000000005,63.29999999999998,2.1099999999999994
11,12,11,2022-11-09,29-055,SAS,,MEM,L (-2),0,21:33,4.0,12.0,.333,3.0,6.0,.500,2,2.0,1.000,1.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,13.0,5.9,-2,6.0,1.0,0.1666666666666666,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,0.0,64.0,2.1333333333333333,5.100000000000001,37.3,1.2433333333333332
12,13,12,2022-11-11,29-057,SAS,,MIL,W (+18),0,23:10,2.0,10.0,.200,1.0,6.0,.167,2,2.0,1.000,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,7.0,0.7,+14,4.0,1.0,0.25,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,-3.0,64.0,2.1333333333333333,-0.1000000000000004,64.50000000000001,2.1500000000000004
13,14,13,2022-11-14,29-060,SAS,@,GSW,L (-37),0,25:10,3.0,12.0,.250,1.0,6.0,.167,3,4.0,.750,1.0,4.0,5.0,3.0,1.0,0.0,1.0,2.0,10.0,5.6,-3,6.0,2.0,0.3333333333333333,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,2.0,98.0,3.2666666666666666,4.399999999999998,87.50000000000001,2.916666666666667
14,15,14,2022-11-15,29-061,SAS,@,POR,L (-7),0,24:13,2.0,7.0,.286,0.0,4.0,.000,0,0.0,,0.0,1.0,1.0,5.0,0.0,0.0,0.0,2.0,4.0,2.9,-17,3.0,2.0,0.6666666666666666,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,3.0,99.0,3.3,2.9000000000000004,94.6,3.1533333333333333
15,16,15,2022-11-17,29-063,SAS,@,SAC,L (-18),0,23:16,3.0,7.0,.429,2.0,4.0,.500,1,1.0,1.000,0.0,1.0,1.0,3.0,2.0,0.0,2.0,2.0,9.0,6.9,-6,3.0,1.0,0.3333333333333333,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,5.0,91.0,3.033333333333333,6.499999999999998,85.69999999999997,2.856666666666666
16,17,16,2022-11-19,29-065,SAS,@,LAC,L (-22),0,18:22,3.0,7.0,.429,0.0,3.0,.000,0,0.0,,2.0,2.0,4.0,3.0,0.0,0.0,1.0,1.0,6.0,5.0,-13,4.0,3.0,0.75,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,5.0,87.0,2.9,4.999999999999999,92.10000000000002,3.0700000000000007
17,18,17,2022-11-20,29-066,SAS,@,LAL,L (-31),0,18:30,4.0,10.0,.400,2.0,3.0,.667,0,0.0,,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,10.0,7.7,-10,7.0,2.0,0.2857142857142857,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,4.0,91.0,3.033333333333333,7.699999999999999,54.9,1.8299999999999998
18,19,,2022-11-23,29-069,SAS,,NOP,L (-19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,,72.0,2.4,0.0,61.900000000000006,2.0633333333333335
19,20,,2022-11-25,29-071,SAS,,LAL,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,,80.0,2.6666666666666665,0.0,50.8,1.6933333333333331
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,,0.0,0.0,0.0,0.0,0.0
21,21,,2022-11-26,29-072,SAS,,LAL,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,,92.0,3.066666666666667,0.0,71.69999999999997,2.3899999999999992
22,22,,2022-11-30,29-076,SAS,@,OKC,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,,96.0,3.2,0.0,62.6,2.086666666666667
23,23,,2022-12-02,29-078,SAS,,NOP,L (-18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,,75.0,2.5,0.0,73.89999999999999,2.463333333333333
24,24,,2022-12-04,29-080,SAS,,PHO,L (-38),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,,75.0,2.5,0.0,48.69999999999999,1.6233333333333329
25,25,18,2022-12-08,29-084,SAS,,HOU,W (+9),0,27:03,4.0,12.0,.333,3.0,9.0,.333,1,1.0,1.000,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,12.0,5.2,-2,3.0,1.0,0.3333333333333333,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,1.0,69.0,2.3,4.800000000000001,67.3,2.243333333333333
26,26,19,2022-12-10,29-086,SAS,@,MIA,W (+4),0,22:57,1.0,7.0,.143,1.0,5.0,.200,0,0.0,,2.0,5.0,7.0,6.0,0.0,0.0,2.0,1.0,3.0,3.2,+4,2.0,0.0,0.0,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,7.0,88.0,2.933333333333333,3.2,78.30000000000001,2.6100000000000003
27,27,20,2022-12-12,29-088,SAS,,CLE,W (+1),0,27:00,9.0,13.0,.692,5.0,7.0,.714,1,1.0,1.000,0.0,1.0,1.0,2.0,0.0,0.0,2.0,3.0,24.0,17.0,+6,6.0,4.0,0.6666666666666666,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,11.0,38.0,1.2666666666666666,16.600000000000005,41.49999999999999,1.383333333333333
28,28,21,2022-12-14,29-090,SAS,,POR,L (-16),1,23:29,5.0,11.0,.455,1.0,5.0,.200,0,0.0,,1.0,1.0,2.0,0.0,4.0,0.0,2.0,1.0,11.0,7.9,+4,6.0,4.0,0.6666666666666666,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,4.0,70.0,2.333333333333333,7.9,62.5,2.0833333333333335
29,29,,2022-12-17,29-093,SAS,,MIA,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,7,19,20,6,39,16,29,36,37,29,37,29,24,21,38,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.1891891891891892,0.5428571428571428,0.5263157894736842,0.2142857142857142,0.609375,0.5161290322580645,0.6904761904761905,0.5,0.6607142857142857,0.0,0.0,0.4328358208955223,0.5873015873015873,0.4393939393939394,0.5581395348837209,0.7,0.5588235294117647,0.5079365079365079,21,22,1,18,8,23,15,23,6,12,18,23,23,8,63.0,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.0,0.4666666666666667,0.2933333333333333,0.2,0.3050847457627119,0.32,0.3484848484848485,0.3191489361702128,0.2911392405063291,0.0983606557377049,0.48,0.2769230769230769,0.2987012987012987,0.2911392405063291,0.2105263157894736,0.0,30,,75.0,2.5,0.0,59.400000000000006,1.9800000000000002
