Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Admiral Schofield,Shared Games with Bol Bol,Shared Games with Caleb Houstan,Shared Games with Chuma Okeke,Shared Games with Cole Anthony,Shared Games with Franz Wagner,Shared Games with Gary Harris,Shared Games with Jalen Suggs,Shared Games with Kevon Harris,Shared Games with Markelle Fultz,Shared Games with Michael Carter-Williams,Shared Games with Mo Bamba,Shared Games with Moritz Wagner,Shared Games with Paolo Banchero,Shared Games with Terrence Ross,Shared Games with Wendell Carter Jr.,Admiral Schofield,Bol Bol,Caleb Houstan,Chuma Okeke,Cole Anthony,Franz Wagner,Gary Harris,Jalen Suggs,Jay Scrubb,Jonathan Isaac,Kevon Harris,Markelle Fultz,Michael Carter-Williams,Mo Bamba,Moritz Wagner,Paolo Banchero,Terrence Ross,Wendell Carter Jr.,co_inf with Admiral Schofield,co_inf with Bol Bol,co_inf with Caleb Houstan,co_inf with Chuma Okeke,co_inf with Cole Anthony,co_inf with Franz Wagner,co_inf with Gary Harris,co_inf with Jalen Suggs,co_inf with Jay Scrubb,co_inf with Jonathan Isaac,co_inf with Kevon Harris,co_inf with Markelle Fultz,co_inf with Michael Carter-Williams,co_inf with Mo Bamba,co_inf with Moritz Wagner,co_inf with Paolo Banchero,co_inf with Terrence Ross,co_inf with Wendell Carter Jr.,Shared Games with Goga Bitadze,Shared Games with Alec Burks,Shared Games with Bojan Bogdanović,Shared Games with Buddy Boeheim,Shared Games with Cory Joseph,Shared Games with Eugene Omoruyi,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with James Wiseman,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Rodney McGruder,Alec Burks,Bojan Bogdanović,Braxton Key,Buddy Boeheim,Cade Cunningham,Cory Joseph,Eugene Omoruyi,Frank Kaminsky,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,James Wiseman,Jared Rhoden,Killian Hayes,Marvin Bagley III,Rodney McGruder,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Eugene Omoruyi,co_inf with Frank Kaminsky,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with James Wiseman,co_inf with Jared Rhoden,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Rodney McGruder,co_inf with Stanley Umude,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-07,21-273,ORL,HOU,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,,59.0,1.903225806451613,0.0,63.19999999999999,2.0387096774193543,10.8,0.7,-2.9,-2.3,-0.6,0.0163091068301225,0.558,0.489,0.321,-0.2,0.1,L (-7),L (-7)
12.0,10.0,2022-11-09,21-275,ORL,DAL,0,8.55,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,1.1,-7,1.0,1.0,1.0,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,1.0,60.0,1.935483870967742,1.1,79.2,2.55483870967742,10.8,0.7,-2.9,-2.3,-0.6,0.0163091068301225,0.558,0.489,0.321,-0.2,0.1,W (+7),W (+7)
13.0,11.0,2022-11-11,21-277,ORL,PHO,0,10.933333333333334,3.0,3.0,1.000,2.0,2.0,1.000,0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,8.0,8.8,+11,1.0,1.0,1.0,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,8.0,56.0,1.806451612903225,8.799999999999999,72.0,2.3225806451612905,10.8,0.7,-2.9,-2.3,-0.6,0.0163091068301225,0.558,0.489,0.321,-0.2,0.1,W (+17),W (+17)
14.0,12.0,2022-11-14,21-280,ORL,CHO,0,10.35,3.0,7.0,.429,1.0,4.0,.250,3,3.0,1.000,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,10.0,7.0,+6,3.0,2.0,0.6666666666666666,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,1.0,67.0,2.161290322580645,5.799999999999999,70.1,2.261290322580645,10.8,0.7,-2.9,-2.3,-0.6,0.0163091068301225,0.558,0.489,0.321,-0.2,0.1,L (-7),L (-7)
15.0,13.0,2022-11-16,21-282,ORL,MIN,0,10.25,2.0,6.0,.333,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,-0.1,-12,4.0,2.0,0.5,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,-2.0,43.0,1.3870967741935485,-0.0999999999999993,65.3,2.106451612903226,10.8,0.7,-2.9,-2.3,-0.6,0.0163091068301225,0.558,0.489,0.321,-0.2,0.1,L (-18),L (-18)
16.0,,2022-11-18,21-284,ORL,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,,28.0,0.9032258064516128,0.0,40.0,1.2903225806451613,10.8,0.7,-2.9,-2.3,-0.6,0.0163091068301225,0.558,0.489,0.321,-0.2,0.1,W (+1),W (+1)
17.0,14.0,2022-11-19,21-285,ORL,IND,0,25.48333333333333,5.0,8.0,.625,2.0,3.0,.667,2,4.0,.500,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,14.0,10.1,+1,5.0,3.0,0.6,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,4.0,56.0,1.806451612903225,9.3,81.80000000000001,2.6387096774193552,10.8,0.7,-2.9,-2.3,-0.6,0.0163091068301225,0.558,0.489,0.321,-0.2,0.1,L (-1),L (-1)
18.0,15.0,2022-11-21,21-287,ORL,IND,0,21.2,2.0,7.0,.286,0.0,3.0,.000,2,3.0,.667,1.0,1.0,2.0,5.0,1.0,0.0,1.0,1.0,6.0,5.6,-11,4.0,2.0,0.5,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,3.0,58.0,1.870967741935484,4.800000000000001,80.6,2.6,10.8,0.7,-2.9,-2.3,-0.6,0.0163091068301225,0.558,0.489,0.321,-0.2,0.1,L (-21),L (-21)
19.0,16.0,2022-11-25,21-291,ORL,PHI,0,28.716666666666665,4.0,11.0,.364,2.0,6.0,.333,0,0.0,,0.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,10.0,5.4,-1,5.0,2.0,0.4,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,4.0,57.0,1.8387096774193548,5.399999999999999,67.9,2.1903225806451614,10.8,0.7,-2.9,-2.3,-0.6,0.0163091068301225,0.558,0.489,0.321,-0.2,0.1,L (-8),L (-8)
20.0,17.0,2022-11-27,21-293,ORL,PHI,0,25.78333333333333,3.0,9.0,.333,0.0,4.0,.000,5,5.0,1.000,1.0,2.0,3.0,3.0,2.0,0.0,1.0,1.0,11.0,9.9,-20,5.0,3.0,0.6,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,4.0,70.0,2.2580645161290325,7.899999999999997,85.09999999999998,2.74516129032258,10.8,0.7,-2.9,-2.3,-0.6,0.0163091068301225,0.558,0.489,0.321,-0.2,0.1,L (-30),L (-30)
21.0,18.0,2022-11-28,21-294,ORL,BRK,0,20.716666666666665,1.0,7.0,.143,0.0,4.0,.000,0,0.0,,0.0,2.0,2.0,4.0,1.0,0.0,2.0,0.0,2.0,-0.1,+2,3.0,1.0,0.3333333333333333,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,0.0,47.0,1.5161290322580645,-0.0999999999999996,57.89999999999999,1.867741935483871,10.8,0.7,-2.9,-2.3,-0.6,0.0163091068301225,0.558,0.489,0.321,-0.2,0.1,,
22.0,19.0,2022-11-30,21-296,ORL,ATL,0,1.9666666666666668,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.7,0,0.0,0.0,,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,2.0,37.0,1.1935483870967742,2.7,47.20000000000001,1.5225806451612909,10.8,0.7,-2.9,-2.3,-0.6,0.0163091068301225,0.558,0.489,0.321,-0.2,0.1,L (-7),L (-7)
23.0,,2022-12-02,21-298,ORL,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,,58.0,1.870967741935484,0.0,70.6,2.2774193548387096,10.8,0.7,-2.9,-2.3,-0.6,0.0163091068301225,0.558,0.489,0.321,-0.2,0.1,L (-17),L (-17)
24.0,20.0,2022-12-03,21-299,ORL,TOR,0,8.25,1.0,2.0,.500,0.0,1.0,.000,2,2.0,1.000,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,5.0,+9,1.0,1.0,1.0,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,4.0,82.0,2.6451612903225805,4.2,96.20000000000002,3.1032258064516136,10.8,0.7,-2.9,-2.3,-0.6,0.0163091068301225,0.558,0.489,0.321,-0.2,0.1,L (-11),L (-11)
25.0,21.0,2022-12-05,21-301,ORL,MIL,0,6.433333333333334,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,+3,0.0,0.0,,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,1.0,63.0,2.032258064516129,0.3,69.8,2.2516129032258063,10.8,0.7,-2.9,-2.3,-0.6,0.0163091068301225,0.558,0.489,0.321,-0.2,0.1,L (-13),L (-13)
26.0,,2022-12-07,21-303,ORL,LAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,,70.0,2.2580645161290325,0.0,79.2,2.55483870967742,10.8,0.7,-2.9,-2.3,-0.6,0.0163091068301225,0.558,0.489,0.321,-0.2,0.1,L (-7),L (-7)
27.0,,2022-12-09,21-305,ORL,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,,36.0,1.1612903225806452,0.0,39.8,1.283870967741935,10.8,0.7,-2.9,-2.3,-0.6,0.0163091068301225,0.558,0.489,0.321,-0.2,0.1,W (+5),W (+5)
28.0,,2022-12-11,21-307,ORL,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,,46.0,1.4838709677419355,0.0,52.99999999999999,1.7096774193548383,10.8,0.7,-2.9,-2.3,-0.6,0.0163091068301225,0.558,0.489,0.321,-0.2,0.1,W (+4),W (+4)
