Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bryce McGowens,Shared Games with Cody Martin,Shared Games with Dennis Smith Jr.,Shared Games with Gordon Hayward,Shared Games with Jalen McDaniels,Shared Games with James Bouknight,Shared Games with JT Thor,Shared Games with Kai Jones,Shared Games with Kelly Oubre Jr.,Shared Games with Kobi Simmons,Shared Games with LaMelo Ball,Shared Games with Mark Williams,Shared Games with Mason Plumlee,Shared Games with Nick Richards,Shared Games with Terry Rozier,Shared Games with Théo Maledon,Bryce McGowens,Cody Martin,Dennis Smith Jr.,Gordon Hayward,Jalen McDaniels,James Bouknight,JT Thor,Kai Jones,Kelly Oubre Jr.,Kobi Simmons,LaMelo Ball,Mark Williams,Mason Plumlee,Nick Richards,Terry Rozier,Théo Maledon,Xavier Sneed,co_inf with Bryce McGowens,co_inf with Cody Martin,co_inf with Dennis Smith Jr.,co_inf with Gordon Hayward,co_inf with Jalen McDaniels,co_inf with James Bouknight,co_inf with JT Thor,co_inf with Kai Jones,co_inf with Kelly Oubre Jr.,co_inf with Kobi Simmons,co_inf with LaMelo Ball,co_inf with Mark Williams,co_inf with Mason Plumlee,co_inf with Nick Richards,co_inf with Terry Rozier,co_inf with Théo Maledon,co_inf with Xavier Sneed,Shared Games with Reggie Jackson,Shared Games with Svi Mykhailiuk,De'Andre Hunter,Svi Mykhailiuk,co_inf with De'Andre Hunter,co_inf with Svi Mykhailiuk,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,11,2022-11-07,24-076,CHO,,WAS,L (-8),1,30:28,11.0,18.0,.611,2.0,6.0,.333,1,1.0,1.000,1.0,3.0,4.0,0.0,3.0,0.0,1.0,2.0,25.0,19.6,-27,12.0,9.0,0.75,38,7,50,45,55,29,60,37,43,5,33,36,55,57,58,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,63.0,44.0,4.0,0.8260869565217391,1.0,0.925925925925926,0.9,0.6875,0.8529411764705882,0.8695652173913043,0.8043478260869565,0.8958333333333334,1.0,0.9166666666666666,0.8372093023255814,0.6962025316455697,0.8769230769230769,0.9206349206349206,0.8863636363636364,0.0,31,14,67.0,32.0,0.0,0.4375,18,12.0,36.0,2.0,19.2,53.9,2.9944444444444445
11,12,12,2022-11-09,24-078,CHO,,POR,L (-10),1,32:38,3.0,12.0,.250,1.0,6.0,.167,3,4.0,.750,4.0,3.0,7.0,4.0,2.0,0.0,2.0,3.0,10.0,7.7,+9,6.0,2.0,0.3333333333333333,38,7,50,45,55,29,60,37,43,5,33,36,55,57,58,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,63.0,44.0,4.0,0.8260869565217391,1.0,0.925925925925926,0.9,0.6875,0.8529411764705882,0.8695652173913043,0.8043478260869565,0.8958333333333334,1.0,0.9166666666666666,0.8372093023255814,0.6962025316455697,0.8769230769230769,0.9206349206349206,0.8863636363636364,0.0,31,14,67.0,32.0,0.0,0.4375,18,5.0,19.0,1.0555555555555556,6.5,39.1,2.1722222222222225
12,13,13,2022-11-10,24-079,CHO,@,MIA,L (-5),1,34:45,4.0,9.0,.444,1.0,3.0,.333,0,2.0,.000,0.0,5.0,5.0,0.0,0.0,0.0,4.0,5.0,9.0,-1.0,-1,6.0,3.0,0.5,38,7,50,45,55,29,60,37,43,5,33,36,55,57,58,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,63.0,44.0,4.0,0.8260869565217391,1.0,0.925925925925926,0.9,0.6875,0.8529411764705882,0.8695652173913043,0.8043478260869565,0.8958333333333334,1.0,0.9166666666666666,0.8372093023255814,0.6962025316455697,0.8769230769230769,0.9206349206349206,0.8863636363636364,0.0,31,14,67.0,32.0,0.0,0.4375,18,-1.0,34.0,1.8888888888888888,-1.0,48.7,2.7055555555555557
13,14,14,2022-11-12,24-081,CHO,@,MIA,L (-17),1,27:35,2.0,7.0,.286,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,4.0,-2.1,-4,5.0,2.0,0.4,38,7,50,45,55,29,60,37,43,5,33,36,55,57,58,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,63.0,44.0,4.0,0.8260869565217391,1.0,0.925925925925926,0.9,0.6875,0.8529411764705882,0.8695652173913043,0.8043478260869565,0.8958333333333334,1.0,0.9166666666666666,0.8372093023255814,0.6962025316455697,0.8769230769230769,0.9206349206349206,0.8863636363636364,0.0,31,14,67.0,32.0,0.0,0.4375,18,-2.0,54.0,3.0,-2.1,79.0,4.388888888888889
14,15,15,2022-11-14,24-083,CHO,@,ORL,W (+7),1,36:13,6.0,13.0,.462,0.0,3.0,.000,2,2.0,1.000,3.0,3.0,6.0,5.0,1.0,0.0,0.0,1.0,14.0,14.4,-2,10.0,6.0,0.6,38,7,50,45,55,29,60,37,43,5,33,36,55,57,58,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,63.0,44.0,4.0,0.8260869565217391,1.0,0.925925925925926,0.9,0.6875,0.8529411764705882,0.8695652173913043,0.8043478260869565,0.8958333333333334,1.0,0.9166666666666666,0.8372093023255814,0.6962025316455697,0.8769230769230769,0.9206349206349206,0.8863636363636364,0.0,31,14,67.0,32.0,0.0,0.4375,18,11.0,31.0,1.7222222222222223,13.599999999999998,51.99999999999999,2.8888888888888884
15,16,16,2022-11-16,24-085,CHO,,IND,L (-12),1,36:05,7.0,16.0,.438,4.0,9.0,.444,6,7.0,.857,0.0,4.0,4.0,4.0,0.0,0.0,1.0,3.0,24.0,17.0,-20,7.0,3.0,0.4285714285714285,38,7,50,45,55,29,60,37,43,5,33,36,55,57,58,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,63.0,44.0,4.0,0.8260869565217391,1.0,0.925925925925926,0.9,0.6875,0.8529411764705882,0.8695652173913043,0.8043478260869565,0.8958333333333334,1.0,0.9166666666666666,0.8372093023255814,0.6962025316455697,0.8769230769230769,0.9206349206349206,0.8863636363636364,0.0,31,14,67.0,32.0,0.0,0.4375,18,8.0,39.0,2.1666666666666665,14.6,60.69999999999999,3.372222222222222
16,17,17,2022-11-18,24-087,CHO,@,CLE,L (-10),1,46:11,10.0,20.0,.500,2.0,10.0,.200,6,6.0,1.000,1.0,9.0,10.0,4.0,4.0,0.0,2.0,2.0,28.0,25.4,-18,10.0,8.0,0.8,38,7,50,45,55,29,60,37,43,5,33,36,55,57,58,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,63.0,44.0,4.0,0.8260869565217391,1.0,0.925925925925926,0.9,0.6875,0.8529411764705882,0.8695652173913043,0.8043478260869565,0.8958333333333334,1.0,0.9166666666666666,0.8372093023255814,0.6962025316455697,0.8769230769230769,0.9206349206349206,0.8863636363636364,0.0,31,14,67.0,32.0,0.0,0.4375,18,18.0,45.0,2.5,23.000000000000004,58.5,3.25
17,18,18,2022-11-20,24-089,CHO,@,WAS,L (-4),1,34:18,5.0,14.0,.357,2.0,6.0,.333,1,2.0,.500,1.0,4.0,5.0,1.0,0.0,1.0,3.0,1.0,13.0,4.7,-16,8.0,3.0,0.375,38,7,50,45,55,29,60,37,43,5,33,36,55,57,58,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,63.0,44.0,4.0,0.8260869565217391,1.0,0.925925925925926,0.9,0.6875,0.8529411764705882,0.8695652173913043,0.8043478260869565,0.8958333333333334,1.0,0.9166666666666666,0.8372093023255814,0.6962025316455697,0.8769230769230769,0.9206349206349206,0.8863636363636364,0.0,31,14,67.0,32.0,0.0,0.4375,18,1.0,49.0,2.7222222222222223,4.299999999999998,59.8,3.322222222222222
18,19,19,2022-11-23,24-092,CHO,,PHI,W (+6),1,34:05,8.0,14.0,.571,3.0,5.0,.600,0,0.0,,1.0,5.0,6.0,3.0,0.0,0.0,2.0,3.0,19.0,13.5,-1,9.0,5.0,0.5555555555555556,38,7,50,45,55,29,60,37,43,5,33,36,55,57,58,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,63.0,44.0,4.0,0.8260869565217391,1.0,0.925925925925926,0.9,0.6875,0.8529411764705882,0.8695652173913043,0.8043478260869565,0.8958333333333334,1.0,0.9166666666666666,0.8372093023255814,0.6962025316455697,0.8769230769230769,0.9206349206349206,0.8863636363636364,0.0,31,14,67.0,32.0,0.0,0.4375,18,12.0,21.0,1.1666666666666667,13.500000000000004,38.89999999999999,2.1611111111111105
19,20,20,2022-11-25,24-094,CHO,,MIN,W (+2),1,20:02,6.0,13.0,.462,1.0,5.0,.200,3,4.0,.750,1.0,2.0,3.0,0.0,0.0,1.0,2.0,5.0,16.0,6.9,+3,8.0,5.0,0.625,38,7,50,45,55,29,60,37,43,5,33,36,55,57,58,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,63.0,44.0,4.0,0.8260869565217391,1.0,0.925925925925926,0.9,0.6875,0.8529411764705882,0.8695652173913043,0.8043478260869565,0.8958333333333334,1.0,0.9166666666666666,0.8372093023255814,0.6962025316455697,0.8769230769230769,0.9206349206349206,0.8863636363636364,0.0,31,14,67.0,32.0,0.0,0.4375,18,1.0,51.0,2.833333333333333,5.699999999999999,70.7,3.927777777777778
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,38,7,50,45,55,29,60,37,43,5,33,36,55,57,58,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,63.0,44.0,4.0,0.8260869565217391,1.0,0.925925925925926,0.9,0.6875,0.8529411764705882,0.8695652173913043,0.8043478260869565,0.8958333333333334,1.0,0.9166666666666666,0.8372093023255814,0.6962025316455697,0.8769230769230769,0.9206349206349206,0.8863636363636364,0.0,31,14,67.0,32.0,0.0,0.4375,18,,0.0,0.0,0.0,0.0,0.0
21,21,21,2022-11-28,24-097,CHO,@,BOS,L (-35),1,26:05,5.0,9.0,.556,3.0,5.0,.600,3,4.0,.750,1.0,1.0,2.0,2.0,0.0,1.0,3.0,1.0,16.0,11.0,-37,4.0,2.0,0.5,38,7,50,45,55,29,60,37,43,5,33,36,55,57,58,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,63.0,44.0,4.0,0.8260869565217391,1.0,0.925925925925926,0.9,0.6875,0.8529411764705882,0.8695652173913043,0.8043478260869565,0.8958333333333334,1.0,0.9166666666666666,0.8372093023255814,0.6962025316455697,0.8769230769230769,0.9206349206349206,0.8863636363636364,0.0,31,14,67.0,32.0,0.0,0.4375,18,5.0,46.0,2.555555555555556,9.799999999999995,56.399999999999984,3.1333333333333324
22,22,22,2022-12-02,24-101,CHO,,WAS,W (+1),1,37:43,6.0,15.0,.400,5.0,11.0,.455,4,4.0,1.000,1.0,2.0,3.0,5.0,1.0,1.0,1.0,3.0,21.0,17.2,+2,4.0,1.0,0.25,38,7,50,45,55,29,60,37,43,5,33,36,55,57,58,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,63.0,44.0,4.0,0.8260869565217391,1.0,0.925925925925926,0.9,0.6875,0.8529411764705882,0.8695652173913043,0.8043478260869565,0.8958333333333334,1.0,0.9166666666666666,0.8372093023255814,0.6962025316455697,0.8769230769230769,0.9206349206349206,0.8863636363636364,0.0,31,14,67.0,32.0,0.0,0.4375,18,11.0,42.0,2.333333333333333,15.599999999999998,56.60000000000001,3.144444444444445
23,23,23,2022-12-03,24-102,CHO,,MIL,L (-9),1,33:01,0.0,13.0,.000,0.0,3.0,.000,0,0.0,,1.0,7.0,8.0,5.0,3.0,3.0,3.0,1.0,0.0,-1.1,-5,10.0,0.0,0.0,38,7,50,45,55,29,60,37,43,5,33,36,55,57,58,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,63.0,44.0,4.0,0.8260869565217391,1.0,0.925925925925926,0.9,0.6875,0.8529411764705882,0.8695652173913043,0.8043478260869565,0.8958333333333334,1.0,0.9166666666666666,0.8372093023255814,0.6962025316455697,0.8769230769230769,0.9206349206349206,0.8863636363636364,0.0,31,14,67.0,32.0,0.0,0.4375,18,3.0,13.0,0.7222222222222222,-1.0999999999999992,31.40000000000001,1.744444444444445
24,24,24,2022-12-05,24-104,CHO,,LAC,L (-2),1,34:15,11.0,21.0,.524,4.0,10.0,.400,0,0.0,,0.0,4.0,4.0,4.0,1.0,1.0,2.0,0.0,26.0,19.4,+12,11.0,7.0,0.6363636363636364,38,7,50,45,55,29,60,37,43,5,33,36,55,57,58,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,63.0,44.0,4.0,0.8260869565217391,1.0,0.925925925925926,0.9,0.6875,0.8529411764705882,0.8695652173913043,0.8043478260869565,0.8958333333333334,1.0,0.9166666666666666,0.8372093023255814,0.6962025316455697,0.8769230769230769,0.9206349206349206,0.8863636363636364,0.0,31,14,67.0,32.0,0.0,0.4375,18,13.0,41.0,2.2777777777777777,19.399999999999995,53.99999999999999,2.9999999999999996
25,25,25,2022-12-07,24-106,CHO,@,BRK,L (-6),1,30:19,5.0,13.0,.385,1.0,4.0,.250,1,4.0,.250,0.0,5.0,5.0,7.0,0.0,1.0,1.0,1.0,12.0,9.4,+2,9.0,4.0,0.4444444444444444,38,7,50,45,55,29,60,37,43,5,33,36,55,57,58,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,63.0,44.0,4.0,0.8260869565217391,1.0,0.925925925925926,0.9,0.6875,0.8529411764705882,0.8695652173913043,0.8043478260869565,0.8958333333333334,1.0,0.9166666666666666,0.8372093023255814,0.6962025316455697,0.8769230769230769,0.9206349206349206,0.8863636363636364,0.0,31,14,67.0,32.0,0.0,0.4375,18,7.0,36.0,2.0,8.999999999999998,52.400000000000006,2.9111111111111114
26,26,26,2022-12-09,24-108,CHO,,NYK,L (-19),1,22:03,5.0,12.0,.417,0.0,3.0,.000,0,0.0,,1.0,4.0,5.0,1.0,0.0,1.0,0.0,4.0,10.0,5.3,-15,9.0,5.0,0.5555555555555556,38,7,50,45,55,29,60,37,43,5,33,36,55,57,58,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,63.0,44.0,4.0,0.8260869565217391,1.0,0.925925925925926,0.9,0.6875,0.8529411764705882,0.8695652173913043,0.8043478260869565,0.8958333333333334,1.0,0.9166666666666666,0.8372093023255814,0.6962025316455697,0.8769230769230769,0.9206349206349206,0.8863636363636364,0.0,31,14,67.0,32.0,0.0,0.4375,18,5.0,31.0,1.7222222222222223,5.299999999999999,45.4,2.522222222222222
27,27,27,2022-12-11,24-110,CHO,@,PHI,L (-18),1,35:08,2.0,12.0,.167,0.0,4.0,.000,0,0.0,,1.0,3.0,4.0,3.0,2.0,0.0,0.0,3.0,4.0,0.9,-12,8.0,2.0,0.25,38,7,50,45,55,29,60,37,43,5,33,36,55,57,58,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,63.0,44.0,4.0,0.8260869565217391,1.0,0.925925925925926,0.9,0.6875,0.8529411764705882,0.8695652173913043,0.8043478260869565,0.8958333333333334,1.0,0.9166666666666666,0.8372093023255814,0.6962025316455697,0.8769230769230769,0.9206349206349206,0.8863636363636364,0.0,31,14,67.0,32.0,0.0,0.4375,18,1.0,38.0,2.111111111111111,0.9000000000000012,63.5,3.5277777777777777
28,28,28,2022-12-14,24-113,CHO,,DET,L (-7),1,30:54,5.0,17.0,.294,1.0,7.0,.143,2,2.0,1.000,2.0,3.0,5.0,1.0,2.0,2.0,0.0,3.0,13.0,8.3,-12,10.0,4.0,0.4,38,7,50,45,55,29,60,37,43,5,33,36,55,57,58,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,63.0,44.0,4.0,0.8260869565217391,1.0,0.925925925925926,0.9,0.6875,0.8529411764705882,0.8695652173913043,0.8043478260869565,0.8958333333333334,1.0,0.9166666666666666,0.8372093023255814,0.6962025316455697,0.8769230769230769,0.9206349206349206,0.8863636363636364,0.0,31,14,67.0,32.0,0.0,0.4375,18,4.0,30.0,1.6666666666666667,7.499999999999996,56.70000000000002,3.150000000000001
