Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Gordon,Shared Games with Bones Hyland,Shared Games with Bruce Brown,Shared Games with Davon Reed,Shared Games with DeAndre Jordan,Shared Games with Ish Smith,Shared Games with Jack White,Shared Games with Jamal Murray,Shared Games with Jeff Green,Shared Games with Kentavious Caldwell-Pope,Shared Games with Michael Porter Jr.,Shared Games with Nikola Jokić,Shared Games with Peyton Watson,Shared Games with Vlatko Čančar,Shared Games with Zeke Nnaji,Aaron Gordon,Bones Hyland,Bruce Brown,Collin Gillespie,Davon Reed,DeAndre Jordan,Ish Smith,Jack White,Jamal Murray,Jeff Green,Kentavious Caldwell-Pope,Michael Porter Jr.,Nikola Jokić,Peyton Watson,Vlatko Čančar,Zeke Nnaji,co_inf with Aaron Gordon,co_inf with Bones Hyland,co_inf with Bruce Brown,co_inf with Collin Gillespie,co_inf with Davon Reed,co_inf with DeAndre Jordan,co_inf with Ish Smith,co_inf with Jack White,co_inf with Jamal Murray,co_inf with Jeff Green,co_inf with Kentavious Caldwell-Pope,co_inf with Michael Porter Jr.,co_inf with Nikola Jokić,co_inf with Peyton Watson,co_inf with Vlatko Čančar,co_inf with Zeke Nnaji,Shared Games with Reggie Jackson,Shared Games with Thomas Bryant,Donovan Williams,Reggie Jackson,Thomas Bryant,co_inf with Reggie Jackson,co_inf with Donovan Williams,co_inf with Thomas Bryant,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,,2022-11-09,21-206,DEN,@,IND,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,62,37,74,34,36,42,17,59,52,70,57,64,23,58,50,68.0,56.0,80.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9117647058823528,0.6607142857142857,0.925,,0.7906976744186046,0.9230769230769232,0.9767441860465116,1.0,0.9076923076923076,0.9285714285714286,0.9210526315789472,0.9193548387096774,0.927536231884058,1.0,0.9666666666666668,0.9433962264150944,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,,84.0,4.941176470588236,0.0,96.4,5.670588235294118
11,12,11,2022-11-11,21-208,DEN,@,BOS,L (-19),0,13:18,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,3.7,-7,1.0,1.0,1.0,62,37,74,34,36,42,17,59,52,70,57,64,23,58,50,68.0,56.0,80.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9117647058823528,0.6607142857142857,0.925,,0.7906976744186046,0.9230769230769232,0.9767441860465116,1.0,0.9076923076923076,0.9285714285714286,0.9210526315789472,0.9193548387096774,0.927536231884058,1.0,0.9666666666666668,0.9433962264150944,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,5.0,57.0,3.3529411764705883,3.7,81.39999999999999,4.788235294117647
12,13,12,2022-11-13,21-210,DEN,@,CHI,W (+23),0,26:13,3.0,6.0,.500,1.0,2.0,.500,2,2.0,1.000,0.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,9.0,8.5,+4,4.0,2.0,0.5,62,37,74,34,36,42,17,59,52,70,57,64,23,58,50,68.0,56.0,80.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9117647058823528,0.6607142857142857,0.925,,0.7906976744186046,0.9230769230769232,0.9767441860465116,1.0,0.9076923076923076,0.9285714285714286,0.9210526315789472,0.9193548387096774,0.927536231884058,1.0,0.9666666666666668,0.9433962264150944,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,6.0,97.0,5.705882352941177,7.699999999999998,104.89999999999998,6.170588235294116
13,14,13,2022-11-16,21-213,DEN,,NYK,L (-3),0,14:55,1.0,2.0,.500,0.0,0.0,,0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.7,-3,2.0,1.0,0.5,62,37,74,34,36,42,17,59,52,70,57,64,23,58,50,68.0,56.0,80.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9117647058823528,0.6607142857142857,0.925,,0.7906976744186046,0.9230769230769232,0.9767441860465116,1.0,0.9076923076923076,0.9285714285714286,0.9210526315789472,0.9193548387096774,0.927536231884058,1.0,0.9666666666666668,0.9433962264150944,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,3.0,58.0,3.411764705882353,2.7,64.5,3.7941176470588234
14,15,14,2022-11-18,21-215,DEN,@,DAL,L (-28),0,13:25,1.0,5.0,.200,0.0,1.0,.000,1,3.0,.333,2.0,2.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,-0.1,-6,4.0,1.0,0.25,62,37,74,34,36,42,17,59,52,70,57,64,23,58,50,68.0,56.0,80.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9117647058823528,0.6607142857142857,0.925,,0.7906976744186046,0.9230769230769232,0.9767441860465116,1.0,0.9076923076923076,0.9285714285714286,0.9210526315789472,0.9193548387096774,0.927536231884058,1.0,0.9666666666666668,0.9433962264150944,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,-1.0,57.0,3.3529411764705883,-0.5000000000000009,70.9,4.170588235294118
15,16,15,2022-11-20,21-217,DEN,@,DAL,W (+1),0,16:14,2.0,5.0,.400,1.0,1.0,1.000,0,0.0,,0.0,4.0,4.0,0.0,1.0,0.0,0.0,3.0,5.0,3.3,-3,4.0,1.0,0.25,62,37,74,34,36,42,17,59,52,70,57,64,23,58,50,68.0,56.0,80.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9117647058823528,0.6607142857142857,0.925,,0.7906976744186046,0.9230769230769232,0.9767441860465116,1.0,0.9076923076923076,0.9285714285714286,0.9210526315789472,0.9193548387096774,0.927536231884058,1.0,0.9666666666666668,0.9433962264150944,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,5.0,58.0,3.411764705882353,3.3,61.1,3.5941176470588236
16,17,16,2022-11-22,21-219,DEN,,DET,L (-2),0,3:26,0.0,0.0,,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,-7,0.0,0.0,,62,37,74,34,36,42,17,59,52,70,57,64,23,58,50,68.0,56.0,80.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9117647058823528,0.6607142857142857,0.925,,0.7906976744186046,0.9230769230769232,0.9767441860465116,1.0,0.9076923076923076,0.9285714285714286,0.9210526315789472,0.9193548387096774,0.927536231884058,1.0,0.9666666666666668,0.9433962264150944,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,1.0,81.0,4.764705882352941,0.7,100.7,5.923529411764706
17,18,17,2022-11-23,21-220,DEN,@,OKC,W (+5),0,13:33,0.0,3.0,.000,0.0,1.0,.000,2,2.0,1.000,2.0,4.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,1.1,-4,2.0,0.0,0.0,62,37,74,34,36,42,17,59,52,70,57,64,23,58,50,68.0,56.0,80.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9117647058823528,0.6607142857142857,0.925,,0.7906976744186046,0.9230769230769232,0.9767441860465116,1.0,0.9076923076923076,0.9285714285714286,0.9210526315789472,0.9193548387096774,0.927536231884058,1.0,0.9666666666666668,0.9433962264150944,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,2.0,102.0,6.0,0.2999999999999998,129.49999999999997,7.617647058823528
18,19,18,2022-11-25,21-222,DEN,@,LAC,W (+10),0,6:36,0.0,0.0,,0.0,0.0,,0,2.0,.000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,-13,0.0,0.0,,62,37,74,34,36,42,17,59,52,70,57,64,23,58,50,68.0,56.0,80.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9117647058823528,0.6607142857142857,0.925,,0.7906976744186046,0.9230769230769232,0.9767441860465116,1.0,0.9076923076923076,0.9285714285714286,0.9210526315789472,0.9193548387096774,0.927536231884058,1.0,0.9666666666666668,0.9433962264150944,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,-1.0,79.0,4.647058823529412,0.1999999999999999,95.8,5.635294117647058
19,20,19,2022-11-28,21-225,DEN,,HOU,W (+16),0,5:57,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-1,0.0,0.0,,62,37,74,34,36,42,17,59,52,70,57,64,23,58,50,68.0,56.0,80.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9117647058823528,0.6607142857142857,0.925,,0.7906976744186046,0.9230769230769232,0.9767441860465116,1.0,0.9076923076923076,0.9285714285714286,0.9210526315789472,0.9193548387096774,0.927536231884058,1.0,0.9666666666666668,0.9433962264150944,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,-1.0,110.0,6.470588235294118,-0.7,121.2,7.129411764705883
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,62,37,74,34,36,42,17,59,52,70,57,64,23,58,50,68.0,56.0,80.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9117647058823528,0.6607142857142857,0.925,,0.7906976744186046,0.9230769230769232,0.9767441860465116,1.0,0.9076923076923076,0.9285714285714286,0.9210526315789472,0.9193548387096774,0.927536231884058,1.0,0.9666666666666668,0.9433962264150944,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,,0.0,0.0,0.0,0.0,0.0
21,21,20,2022-11-30,21-227,DEN,,HOU,W (+20),0,3:06,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,-3,1.0,0.0,0.0,62,37,74,34,36,42,17,59,52,70,57,64,23,58,50,68.0,56.0,80.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9117647058823528,0.6607142857142857,0.925,,0.7906976744186046,0.9230769230769232,0.9767441860465116,1.0,0.9076923076923076,0.9285714285714286,0.9210526315789472,0.9193548387096774,0.927536231884058,1.0,0.9666666666666668,0.9433962264150944,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,0.0,93.0,5.470588235294118,-0.3999999999999999,102.3,6.017647058823529
22,22,,2022-12-02,21-229,DEN,@,ATL,L (-8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,62,37,74,34,36,42,17,59,52,70,57,64,23,58,50,68.0,56.0,80.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9117647058823528,0.6607142857142857,0.925,,0.7906976744186046,0.9230769230769232,0.9767441860465116,1.0,0.9076923076923076,0.9285714285714286,0.9210526315789472,0.9193548387096774,0.927536231884058,1.0,0.9666666666666668,0.9433962264150944,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,,77.0,4.529411764705882,0.0,95.20000000000002,5.600000000000001
23,23,21,2022-12-04,21-231,DEN,@,NOP,L (-15),0,2:03,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+2,0.0,0.0,,62,37,74,34,36,42,17,59,52,70,57,64,23,58,50,68.0,56.0,80.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9117647058823528,0.6607142857142857,0.925,,0.7906976744186046,0.9230769230769232,0.9767441860465116,1.0,0.9076923076923076,0.9285714285714286,0.9210526315789472,0.9193548387096774,0.927536231884058,1.0,0.9666666666666668,0.9433962264150944,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,0.0,77.0,4.529411764705882,0.0,93.3,5.488235294117647
24,24,22,2022-12-06,21-233,DEN,,DAL,L (-1),0,15:51,2.0,4.0,.500,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,1.3,+5,2.0,1.0,0.5,62,37,74,34,36,42,17,59,52,70,57,64,23,58,50,68.0,56.0,80.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9117647058823528,0.6607142857142857,0.925,,0.7906976744186046,0.9230769230769232,0.9767441860465116,1.0,0.9076923076923076,0.9285714285714286,0.9210526315789472,0.9193548387096774,0.927536231884058,1.0,0.9666666666666668,0.9433962264150944,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,2.0,51.0,3.0,1.2999999999999998,71.9,4.229411764705882
25,25,23,2022-12-08,21-235,DEN,@,POR,W (+1),0,20:24,3.0,4.0,.750,0.0,0.0,,0,0.0,,3.0,2.0,5.0,0.0,0.0,1.0,1.0,2.0,6.0,6.0,+10,4.0,3.0,0.75,62,37,74,34,36,42,17,59,52,70,57,64,23,58,50,68.0,56.0,80.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9117647058823528,0.6607142857142857,0.925,,0.7906976744186046,0.9230769230769232,0.9767441860465116,1.0,0.9076923076923076,0.9285714285714286,0.9210526315789472,0.9193548387096774,0.927536231884058,1.0,0.9666666666666668,0.9433962264150944,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,7.0,66.0,3.882352941176471,6.0,85.89999999999999,5.052941176470588
26,26,24,2022-12-10,21-237,DEN,,UTA,W (+5),0,24:55,2.0,3.0,.667,0.0,0.0,,1,1.0,1.000,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,3.3,-12,3.0,2.0,0.6666666666666666,62,37,74,34,36,42,17,59,52,70,57,64,23,58,50,68.0,56.0,80.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9117647058823528,0.6607142857142857,0.925,,0.7906976744186046,0.9230769230769232,0.9767441860465116,1.0,0.9076923076923076,0.9285714285714286,0.9210526315789472,0.9193548387096774,0.927536231884058,1.0,0.9666666666666668,0.9433962264150944,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,2.0,78.0,4.588235294117647,2.9,94.7,5.570588235294117
27,27,25,2022-12-14,21-241,DEN,,WAS,W (+13),0,23:33,3.0,6.0,.500,0.0,1.0,.000,2,4.0,.500,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,4.1,-10,5.0,3.0,0.6,62,37,74,34,36,42,17,59,52,70,57,64,23,58,50,68.0,56.0,80.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9117647058823528,0.6607142857142857,0.925,,0.7906976744186046,0.9230769230769232,0.9767441860465116,1.0,0.9076923076923076,0.9285714285714286,0.9210526315789472,0.9193548387096774,0.927536231884058,1.0,0.9666666666666668,0.9433962264150944,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,-1.0,92.0,5.411764705882353,3.3000000000000007,108.6,6.388235294117647
28,28,26,2022-12-16,21-243,DEN,@,LAL,L (-18),0,9:04,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,-2.9,+4,0.0,0.0,,62,37,74,34,36,42,17,59,52,70,57,64,23,58,50,68.0,56.0,80.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9117647058823528,0.6607142857142857,0.925,,0.7906976744186046,0.9230769230769232,0.9767441860465116,1.0,0.9076923076923076,0.9285714285714286,0.9210526315789472,0.9193548387096774,0.927536231884058,1.0,0.9666666666666668,0.9433962264150944,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,-2.0,71.0,4.176470588235294,-2.9,93.4,5.4941176470588236
29,29,27,2022-12-18,21-245,DEN,,CHO,W (+4),0,20:40,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.2,-11,1.0,1.0,1.0,62,37,74,34,36,42,17,59,52,70,57,64,23,58,50,68.0,56.0,80.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9117647058823528,0.6607142857142857,0.925,,0.7906976744186046,0.9230769230769232,0.9767441860465116,1.0,0.9076923076923076,0.9285714285714286,0.9210526315789472,0.9193548387096774,0.927536231884058,1.0,0.9666666666666668,0.9433962264150944,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,4.0,86.0,5.0588235294117645,2.2,100.49999999999996,5.911764705882351
