Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Davis,Shared Games with Austin Reaves,Shared Games with Cole Swider,Shared Games with Damian Jones,Shared Games with Dennis Schröder,Shared Games with Juan Toscano-Anderson,Shared Games with Kendrick Nunn,Shared Games with LeBron James,Shared Games with Lonnie Walker IV,Shared Games with Matt Ryan,Shared Games with Max Christie,Shared Games with Patrick Beverley,Shared Games with Russell Westbrook,Shared Games with Scotty Pippen Jr.,Shared Games with Troy Brown Jr.,Shared Games with Wenyen Gabriel,Anthony Davis,Austin Reaves,Cole Swider,Damian Jones,Dennis Schröder,Juan Toscano-Anderson,Kendrick Nunn,LeBron James,Lonnie Walker IV,Matt Ryan,Max Christie,Patrick Beverley,Russell Westbrook,Scotty Pippen Jr.,Sterling Brown,Tristan Thompson,Troy Brown Jr.,Wenyen Gabriel,co_inf with Anthony Davis,co_inf with Austin Reaves,co_inf with Cole Swider,co_inf with Damian Jones,co_inf with Dennis Schröder,co_inf with Juan Toscano-Anderson,co_inf with Kendrick Nunn,co_inf with LeBron James,co_inf with Lonnie Walker IV,co_inf with Matt Ryan,co_inf with Max Christie,co_inf with Patrick Beverley,co_inf with Russell Westbrook,co_inf with Scotty Pippen Jr.,co_inf with Sterling Brown,co_inf with Tristan Thompson,co_inf with Troy Brown Jr.,co_inf with Wenyen Gabriel,Shared Games with Davon Reed,Shared Games with Aaron Gordon,Shared Games with Bruce Brown,Shared Games with Christian Braun,Shared Games with DeAndre Jordan,Shared Games with Ish Smith,Shared Games with Jack White,Shared Games with Jamal Murray,Shared Games with Jeff Green,Shared Games with Kentavious Caldwell-Pope,Shared Games with Michael Porter Jr.,Shared Games with Nikola Jokić,Shared Games with Peyton Watson,Shared Games with Reggie Jackson,Shared Games with Vlatko Čančar,Shared Games with Zeke Nnaji,Aaron Gordon,Bruce Brown,Christian Braun,Collin Gillespie,DeAndre Jordan,Donovan Williams,Ish Smith,Jack White,Jamal Murray,Jeff Green,Kentavious Caldwell-Pope,Michael Porter Jr.,Nikola Jokić,Peyton Watson,Reggie Jackson,Vlatko Čančar,Zeke Nnaji,co_inf with Aaron Gordon,co_inf with Bruce Brown,co_inf with Christian Braun,co_inf with Collin Gillespie,co_inf with DeAndre Jordan,co_inf with Donovan Williams,co_inf with Ish Smith,co_inf with Jack White,co_inf with Jamal Murray,co_inf with Jeff Green,co_inf with Kentavious Caldwell-Pope,co_inf with Michael Porter Jr.,co_inf with Nikola Jokić,co_inf with Peyton Watson,co_inf with Reggie Jackson,co_inf with Vlatko Čančar,co_inf with Zeke Nnaji,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,,2022-11-09,25-101,LAL,@,LAC,L (-13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,18,23,4,13,40,19,27,33,26,2,24,34,39,4,37,30,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,,76.0,68.0,0.3214285714285714,0.359375,0.5714285714285714,0.3170731707317073,0.6060606060606061,0.3653846153846153,0.3857142857142857,0.6,0.4642857142857143,0.0588235294117647,0.5853658536585366,0.5074626865671642,0.5342465753424658,0.6666666666666666,0.0,,0.4868421052631579,0.4411764705882353,22,13,17,17,2,12,4,14,16,18,18,18,6,9,13,4,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,68.0,60.0,53.0,0.1911764705882352,0.2125,0.2236842105263158,,0.0512820512820512,0.0,0.2790697674418604,0.2352941176470588,0.2153846153846154,0.2857142857142857,0.2368421052631578,0.2903225806451613,0.2608695652173913,0.2608695652173913,0.1323529411764706,0.2166666666666666,0.0754716981132075,32,,84.0,2.625,0.0,96.4,3.0125
11,12,,2022-11-11,25-103,LAL,,SAC,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,18,23,4,13,40,19,27,33,26,2,24,34,39,4,37,30,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,,76.0,68.0,0.3214285714285714,0.359375,0.5714285714285714,0.3170731707317073,0.6060606060606061,0.3653846153846153,0.3857142857142857,0.6,0.4642857142857143,0.0588235294117647,0.5853658536585366,0.5074626865671642,0.5342465753424658,0.6666666666666666,0.0,,0.4868421052631579,0.4411764705882353,22,13,17,17,2,12,4,14,16,18,18,18,6,9,13,4,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,68.0,60.0,53.0,0.1911764705882352,0.2125,0.2236842105263158,,0.0512820512820512,0.0,0.2790697674418604,0.2352941176470588,0.2153846153846154,0.2857142857142857,0.2368421052631578,0.2903225806451613,0.2608695652173913,0.2608695652173913,0.1323529411764706,0.2166666666666666,0.0754716981132075,32,,62.0,1.9375,0.0,85.1,2.659375
12,13,,2022-11-13,25-105,LAL,,BRK,W (+13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,18,23,4,13,40,19,27,33,26,2,24,34,39,4,37,30,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,,76.0,68.0,0.3214285714285714,0.359375,0.5714285714285714,0.3170731707317073,0.6060606060606061,0.3653846153846153,0.3857142857142857,0.6,0.4642857142857143,0.0588235294117647,0.5853658536585366,0.5074626865671642,0.5342465753424658,0.6666666666666666,0.0,,0.4868421052631579,0.4411764705882353,22,13,17,17,2,12,4,14,16,18,18,18,6,9,13,4,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,68.0,60.0,53.0,0.1911764705882352,0.2125,0.2236842105263158,,0.0512820512820512,0.0,0.2790697674418604,0.2352941176470588,0.2153846153846154,0.2857142857142857,0.2368421052631578,0.2903225806451613,0.2608695652173913,0.2608695652173913,0.1323529411764706,0.2166666666666666,0.0754716981132075,32,,103.0,3.21875,0.0,112.59999999999997,3.518749999999999
13,14,1,2022-11-18,25-110,LAL,,DET,W (+7),0,13:09,4.0,6.0,.667,0.0,1.0,.000,0,0.0,,0.0,5.0,5.0,0.0,0.0,1.0,0.0,2.0,8.0,6.8,+8,5.0,4.0,0.8,18,23,4,13,40,19,27,33,26,2,24,34,39,4,37,30,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,,76.0,68.0,0.3214285714285714,0.359375,0.5714285714285714,0.3170731707317073,0.6060606060606061,0.3653846153846153,0.3857142857142857,0.6,0.4642857142857143,0.0588235294117647,0.5853658536585366,0.5074626865671642,0.5342465753424658,0.6666666666666666,0.0,,0.4868421052631579,0.4411764705882353,22,13,17,17,2,12,4,14,16,18,18,18,6,9,13,4,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,68.0,60.0,53.0,0.1911764705882352,0.2125,0.2236842105263158,,0.0512820512820512,0.0,0.2790697674418604,0.2352941176470588,0.2153846153846154,0.2857142857142857,0.2368421052631578,0.2903225806451613,0.2608695652173913,0.2608695652173913,0.1323529411764706,0.2166666666666666,0.0754716981132075,32,8.0,53.0,1.65625,6.8,60.4,1.8875
14,15,2,2022-11-20,25-112,LAL,,SAS,W (+31),0,22:59,5.0,5.0,1.000,0.0,0.0,,5,8.0,.625,0.0,9.0,9.0,1.0,0.0,0.0,0.0,1.0,15.0,15.3,-1,5.0,5.0,1.0,18,23,4,13,40,19,27,33,26,2,24,34,39,4,37,30,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,,76.0,68.0,0.3214285714285714,0.359375,0.5714285714285714,0.3170731707317073,0.6060606060606061,0.3653846153846153,0.3857142857142857,0.6,0.4642857142857143,0.0588235294117647,0.5853658536585366,0.5074626865671642,0.5342465753424658,0.6666666666666666,0.0,,0.4868421052631579,0.4411764705882353,22,13,17,17,2,12,4,14,16,18,18,18,6,9,13,4,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,68.0,60.0,53.0,0.1911764705882352,0.2125,0.2236842105263158,,0.0512820512820512,0.0,0.2790697674418604,0.2352941176470588,0.2153846153846154,0.2857142857142857,0.2368421052631578,0.2903225806451613,0.2608695652173913,0.2608695652173913,0.1323529411764706,0.2166666666666666,0.0754716981132075,32,12.0,44.0,1.375,13.3,57.1,1.784375
15,16,3,2022-11-22,25-114,LAL,@,PHO,L (-10),0,11:09,4.0,5.0,.800,0.0,0.0,,0,0.0,,0.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,8.0,5.3,-8,5.0,4.0,0.8,18,23,4,13,40,19,27,33,26,2,24,34,39,4,37,30,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,,76.0,68.0,0.3214285714285714,0.359375,0.5714285714285714,0.3170731707317073,0.6060606060606061,0.3653846153846153,0.3857142857142857,0.6,0.4642857142857143,0.0588235294117647,0.5853658536585366,0.5074626865671642,0.5342465753424658,0.6666666666666666,0.0,,0.4868421052631579,0.4411764705882353,22,13,17,17,2,12,4,14,16,18,18,18,6,9,13,4,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,68.0,60.0,53.0,0.1911764705882352,0.2125,0.2236842105263158,,0.0512820512820512,0.0,0.2790697674418604,0.2352941176470588,0.2153846153846154,0.2857142857142857,0.2368421052631578,0.2903225806451613,0.2608695652173913,0.2608695652173913,0.1323529411764706,0.2166666666666666,0.0754716981132075,32,5.0,58.0,1.8125,5.299999999999999,59.10000000000001,1.8468750000000003
16,17,,2022-11-25,25-117,LAL,@,SAS,W (+11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,23,4,13,40,19,27,33,26,2,24,34,39,4,37,30,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,,76.0,68.0,0.3214285714285714,0.359375,0.5714285714285714,0.3170731707317073,0.6060606060606061,0.3653846153846153,0.3857142857142857,0.6,0.4642857142857143,0.0588235294117647,0.5853658536585366,0.5074626865671642,0.5342465753424658,0.6666666666666666,0.0,,0.4868421052631579,0.4411764705882353,22,13,17,17,2,12,4,14,16,18,18,18,6,9,13,4,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,68.0,60.0,53.0,0.1911764705882352,0.2125,0.2236842105263158,,0.0512820512820512,0.0,0.2790697674418604,0.2352941176470588,0.2153846153846154,0.2857142857142857,0.2368421052631578,0.2903225806451613,0.2608695652173913,0.2608695652173913,0.1323529411764706,0.2166666666666666,0.0754716981132075,32,,82.0,2.5625,0.0,101.4,3.16875
17,18,4,2022-11-26,25-118,LAL,@,SAS,W (+5),1,17:53,3.0,4.0,.750,0.0,0.0,,3,5.0,.600,2.0,2.0,4.0,1.0,0.0,3.0,0.0,2.0,9.0,10.6,+2,4.0,3.0,0.75,18,23,4,13,40,19,27,33,26,2,24,34,39,4,37,30,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,,76.0,68.0,0.3214285714285714,0.359375,0.5714285714285714,0.3170731707317073,0.6060606060606061,0.3653846153846153,0.3857142857142857,0.6,0.4642857142857143,0.0588235294117647,0.5853658536585366,0.5074626865671642,0.5342465753424658,0.6666666666666666,0.0,,0.4868421052631579,0.4411764705882353,22,13,17,17,2,12,4,14,16,18,18,18,6,9,13,4,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,68.0,60.0,53.0,0.1911764705882352,0.2125,0.2236842105263158,,0.0512820512820512,0.0,0.2790697674418604,0.2352941176470588,0.2153846153846154,0.2857142857142857,0.2368421052631578,0.2903225806451613,0.2608695652173913,0.2608695652173913,0.1323529411764706,0.2166666666666666,0.0754716981132075,32,8.0,96.0,3.0,9.4,120.39999999999998,3.7624999999999993
18,19,5,2022-11-28,25-120,LAL,,IND,L (-1),0,3:09,1.0,2.0,.500,0.0,0.0,,0,0.0,,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.1,+3,2.0,1.0,0.5,18,23,4,13,40,19,27,33,26,2,24,34,39,4,37,30,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,,76.0,68.0,0.3214285714285714,0.359375,0.5714285714285714,0.3170731707317073,0.6060606060606061,0.3653846153846153,0.3857142857142857,0.6,0.4642857142857143,0.0588235294117647,0.5853658536585366,0.5074626865671642,0.5342465753424658,0.6666666666666666,0.0,,0.4868421052631579,0.4411764705882353,22,13,17,17,2,12,4,14,16,18,18,18,6,9,13,4,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,68.0,60.0,53.0,0.1911764705882352,0.2125,0.2236842105263158,,0.0512820512820512,0.0,0.2790697674418604,0.2352941176470588,0.2153846153846154,0.2857142857142857,0.2368421052631578,0.2903225806451613,0.2608695652173913,0.2608695652173913,0.1323529411764706,0.2166666666666666,0.0754716981132075,32,3.0,75.0,2.34375,3.1,92.9,2.903125
19,20,6,2022-11-30,25-122,LAL,,POR,W (+19),0,19:30,6.0,9.0,.667,1.0,3.0,.333,1,1.0,1.000,1.0,5.0,6.0,3.0,0.0,0.0,0.0,4.0,14.0,12.8,+11,6.0,5.0,0.8333333333333334,18,23,4,13,40,19,27,33,26,2,24,34,39,4,37,30,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,,76.0,68.0,0.3214285714285714,0.359375,0.5714285714285714,0.3170731707317073,0.6060606060606061,0.3653846153846153,0.3857142857142857,0.6,0.4642857142857143,0.0588235294117647,0.5853658536585366,0.5074626865671642,0.5342465753424658,0.6666666666666666,0.0,,0.4868421052631579,0.4411764705882353,22,13,17,17,2,12,4,14,16,18,18,18,6,9,13,4,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,68.0,60.0,53.0,0.1911764705882352,0.2125,0.2236842105263158,,0.0512820512820512,0.0,0.2790697674418604,0.2352941176470588,0.2153846153846154,0.2857142857142857,0.2368421052631578,0.2903225806451613,0.2608695652173913,0.2608695652173913,0.1323529411764706,0.2166666666666666,0.0754716981132075,32,13.0,96.0,3.0,12.399999999999997,108.10000000000002,3.3781250000000007
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,18,23,4,13,40,19,27,33,26,2,24,34,39,4,37,30,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,,76.0,68.0,0.3214285714285714,0.359375,0.5714285714285714,0.3170731707317073,0.6060606060606061,0.3653846153846153,0.3857142857142857,0.6,0.4642857142857143,0.0588235294117647,0.5853658536585366,0.5074626865671642,0.5342465753424658,0.6666666666666666,0.0,,0.4868421052631579,0.4411764705882353,22,13,17,17,2,12,4,14,16,18,18,18,6,9,13,4,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,68.0,60.0,53.0,0.1911764705882352,0.2125,0.2236842105263158,,0.0512820512820512,0.0,0.2790697674418604,0.2352941176470588,0.2153846153846154,0.2857142857142857,0.2368421052631578,0.2903225806451613,0.2608695652173913,0.2608695652173913,0.1323529411764706,0.2166666666666666,0.0754716981132075,32,,0.0,0.0,0.0,0.0,0.0
21,21,7,2022-12-02,25-124,LAL,@,MIL,W (+4),0,4:18,1.0,1.0,1.000,0.0,0.0,,2,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.3,-5,1.0,1.0,1.0,18,23,4,13,40,19,27,33,26,2,24,34,39,4,37,30,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,,76.0,68.0,0.3214285714285714,0.359375,0.5714285714285714,0.3170731707317073,0.6060606060606061,0.3653846153846153,0.3857142857142857,0.6,0.4642857142857143,0.0588235294117647,0.5853658536585366,0.5074626865671642,0.5342465753424658,0.6666666666666666,0.0,,0.4868421052631579,0.4411764705882353,22,13,17,17,2,12,4,14,16,18,18,18,6,9,13,4,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,68.0,60.0,53.0,0.1911764705882352,0.2125,0.2236842105263158,,0.0512820512820512,0.0,0.2790697674418604,0.2352941176470588,0.2153846153846154,0.2857142857142857,0.2368421052631578,0.2903225806451613,0.2608695652173913,0.2608695652173913,0.1323529411764706,0.2166666666666666,0.0754716981132075,32,1.0,92.0,2.875,2.5000000000000004,99.4,3.10625
22,22,8,2022-12-04,25-126,LAL,@,WAS,W (+11),0,10:23,2.0,4.0,.500,0.0,0.0,,0,4.0,.000,1.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,1.9,+5,4.0,2.0,0.5,18,23,4,13,40,19,27,33,26,2,24,34,39,4,37,30,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,,76.0,68.0,0.3214285714285714,0.359375,0.5714285714285714,0.3170731707317073,0.6060606060606061,0.3653846153846153,0.3857142857142857,0.6,0.4642857142857143,0.0588235294117647,0.5853658536585366,0.5074626865671642,0.5342465753424658,0.6666666666666666,0.0,,0.4868421052631579,0.4411764705882353,22,13,17,17,2,12,4,14,16,18,18,18,6,9,13,4,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,68.0,60.0,53.0,0.1911764705882352,0.2125,0.2236842105263158,,0.0512820512820512,0.0,0.2790697674418604,0.2352941176470588,0.2153846153846154,0.2857142857142857,0.2368421052631578,0.2903225806451613,0.2608695652173913,0.2608695652173913,0.1323529411764706,0.2166666666666666,0.0754716981132075,32,1.0,76.0,2.375,1.9000000000000004,93.3,2.915625
23,23,9,2022-12-06,25-128,LAL,@,CLE,L (-14),0,28:10,8.0,12.0,.667,1.0,4.0,.250,2,2.0,1.000,5.0,4.0,9.0,1.0,0.0,0.0,2.0,3.0,19.0,16.0,+6,8.0,7.0,0.875,18,23,4,13,40,19,27,33,26,2,24,34,39,4,37,30,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,,76.0,68.0,0.3214285714285714,0.359375,0.5714285714285714,0.3170731707317073,0.6060606060606061,0.3653846153846153,0.3857142857142857,0.6,0.4642857142857143,0.0588235294117647,0.5853658536585366,0.5074626865671642,0.5342465753424658,0.6666666666666666,0.0,,0.4868421052631579,0.4411764705882353,22,13,17,17,2,12,4,14,16,18,18,18,6,9,13,4,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,68.0,60.0,53.0,0.1911764705882352,0.2125,0.2236842105263158,,0.0512820512820512,0.0,0.2790697674418604,0.2352941176470588,0.2153846153846154,0.2857142857142857,0.2368421052631578,0.2903225806451613,0.2608695652173913,0.2608695652173913,0.1323529411764706,0.2166666666666666,0.0754716981132075,32,13.0,64.0,2.0,15.2,78.1,2.440625
24,24,10,2022-12-07,25-129,LAL,@,TOR,L (-13),1,31:43,3.0,5.0,.600,0.0,1.0,.000,10,10.0,1.000,1.0,4.0,5.0,2.0,2.0,2.0,1.0,2.0,16.0,18.6,-2,4.0,3.0,0.75,18,23,4,13,40,19,27,33,26,2,24,34,39,4,37,30,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,,76.0,68.0,0.3214285714285714,0.359375,0.5714285714285714,0.3170731707317073,0.6060606060606061,0.3653846153846153,0.3857142857142857,0.6,0.4642857142857143,0.0588235294117647,0.5853658536585366,0.5074626865671642,0.5342465753424658,0.6666666666666666,0.0,,0.4868421052631579,0.4411764705882353,22,13,17,17,2,12,4,14,16,18,18,18,6,9,13,4,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,68.0,60.0,53.0,0.1911764705882352,0.2125,0.2236842105263158,,0.0512820512820512,0.0,0.2790697674418604,0.2352941176470588,0.2153846153846154,0.2857142857142857,0.2368421052631578,0.2903225806451613,0.2608695652173913,0.2608695652173913,0.1323529411764706,0.2166666666666666,0.0754716981132075,32,11.0,42.0,1.3125,14.599999999999994,58.6,1.83125
25,25,11,2022-12-09,25-131,LAL,@,PHI,L (-11),0,6:01,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,-13,0.0,0.0,,18,23,4,13,40,19,27,33,26,2,24,34,39,4,37,30,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,,76.0,68.0,0.3214285714285714,0.359375,0.5714285714285714,0.3170731707317073,0.6060606060606061,0.3653846153846153,0.3857142857142857,0.6,0.4642857142857143,0.0588235294117647,0.5853658536585366,0.5074626865671642,0.5342465753424658,0.6666666666666666,0.0,,0.4868421052631579,0.4411764705882353,22,13,17,17,2,12,4,14,16,18,18,18,6,9,13,4,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,68.0,60.0,53.0,0.1911764705882352,0.2125,0.2236842105263158,,0.0512820512820512,0.0,0.2790697674418604,0.2352941176470588,0.2153846153846154,0.2857142857142857,0.2368421052631578,0.2903225806451613,0.2608695652173913,0.2608695652173913,0.1323529411764706,0.2166666666666666,0.0754716981132075,32,3.0,70.0,2.1875,3.0,88.89999999999999,2.7781249999999997
26,26,12,2022-12-11,25-133,LAL,@,DET,W (+7),0,12:16,2.0,4.0,.500,0.0,0.0,,1,2.0,.500,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,4.6,0,4.0,2.0,0.5,18,23,4,13,40,19,27,33,26,2,24,34,39,4,37,30,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,,76.0,68.0,0.3214285714285714,0.359375,0.5714285714285714,0.3170731707317073,0.6060606060606061,0.3653846153846153,0.3857142857142857,0.6,0.4642857142857143,0.0588235294117647,0.5853658536585366,0.5074626865671642,0.5342465753424658,0.6666666666666666,0.0,,0.4868421052631579,0.4411764705882353,22,13,17,17,2,12,4,14,16,18,18,18,6,9,13,4,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,68.0,60.0,53.0,0.1911764705882352,0.2125,0.2236842105263158,,0.0512820512820512,0.0,0.2790697674418604,0.2352941176470588,0.2153846153846154,0.2857142857142857,0.2368421052631578,0.2903225806451613,0.2608695652173913,0.2608695652173913,0.1323529411764706,0.2166666666666666,0.0754716981132075,32,3.0,77.0,2.40625,4.199999999999999,93.4,2.91875
27,27,13,2022-12-13,25-135,LAL,,BOS,L (-4),0,6:59,1.0,1.0,1.000,0.0,0.0,,2,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,+4,1.0,1.0,1.0,18,23,4,13,40,19,27,33,26,2,24,34,39,4,37,30,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,,76.0,68.0,0.3214285714285714,0.359375,0.5714285714285714,0.3170731707317073,0.6060606060606061,0.3653846153846153,0.3857142857142857,0.6,0.4642857142857143,0.0588235294117647,0.5853658536585366,0.5074626865671642,0.5342465753424658,0.6666666666666666,0.0,,0.4868421052631579,0.4411764705882353,22,13,17,17,2,12,4,14,16,18,18,18,6,9,13,4,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,68.0,60.0,53.0,0.1911764705882352,0.2125,0.2236842105263158,,0.0512820512820512,0.0,0.2790697674418604,0.2352941176470588,0.2153846153846154,0.2857142857142857,0.2368421052631578,0.2903225806451613,0.2608695652173913,0.2608695652173913,0.1323529411764706,0.2166666666666666,0.0754716981132075,32,2.0,89.0,2.78125,3.2,108.69999999999996,3.3968749999999988
28,28,14,2022-12-16,25-138,LAL,,DEN,W (+18),0,23:39,9.0,11.0,.818,1.0,2.0,.500,2,4.0,.500,4.0,2.0,6.0,1.0,2.0,0.0,1.0,4.0,21.0,19.6,+10,9.0,8.0,0.8888888888888888,18,23,4,13,40,19,27,33,26,2,24,34,39,4,37,30,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,,76.0,68.0,0.3214285714285714,0.359375,0.5714285714285714,0.3170731707317073,0.6060606060606061,0.3653846153846153,0.3857142857142857,0.6,0.4642857142857143,0.0588235294117647,0.5853658536585366,0.5074626865671642,0.5342465753424658,0.6666666666666666,0.0,,0.4868421052631579,0.4411764705882353,22,13,17,17,2,12,4,14,16,18,18,18,6,9,13,4,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,68.0,60.0,53.0,0.1911764705882352,0.2125,0.2236842105263158,,0.0512820512820512,0.0,0.2790697674418604,0.2352941176470588,0.2153846153846154,0.2857142857142857,0.2368421052631578,0.2903225806451613,0.2608695652173913,0.2608695652173913,0.1323529411764706,0.2166666666666666,0.0754716981132075,32,14.0,55.0,1.71875,18.8,71.7,2.240625
