Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Ben Simmons,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Edmond Sumner,Shared Games with Kessler Edwards,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with T.J. Warren,Shared Games with Yuta Watanabe,Alondes Williams,Ben Simmons,Cam Thomas,David Duke Jr.,Day'Ron Sharpe,Edmond Sumner,Kessler Edwards,Kevin Durant,Kyrie Irving,Markieff Morris,Nic Claxton,Patty Mills,RaiQuan Gray,Royce O'Neale,Seth Curry,T.J. Warren,Yuta Watanabe,co_inf with Alondes Williams,co_inf with Ben Simmons,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Edmond Sumner,co_inf with Kessler Edwards,co_inf with Kevin Durant,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with RaiQuan Gray,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with T.J. Warren,co_inf with Yuta Watanabe,Shared Games with Dorian Finney-Smith,Shared Games with Spencer Dinwiddie,Shared Games with Nerlens Noel,Shared Games with Moses Brown,Shared Games with Cameron Johnson,Shared Games with Dru Smith,Shared Games with Mikal Bridges,Bogdan Bogdanović,Cameron Johnson,Dorian Finney-Smith,Dru Smith,Mikal Bridges,Moses Brown,Nerlens Noel,Payton Pritchard,Spencer Dinwiddie,co_inf with Dorian Finney-Smith,co_inf with Spencer Dinwiddie,co_inf with Nerlens Noel,co_inf with Moses Brown,co_inf with Bogdan Bogdanović,co_inf with Cameron Johnson,co_inf with Dru Smith,co_inf with Mikal Bridges,co_inf with Payton Pritchard,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,9,2022-11-07,31-062,BRK,@,DAL,L (-2),1,33:08,6.0,10.0,.600,2.0,5.0,.400,0,0.0,,2.0,3.0,5.0,4.0,1.0,0.0,0.0,2.0,14.0,14.7,+13,5.0,4.0,0.8,36,52,20,43,46,12,33,34,25,70,34,70,58,22,50,1.0,42.0,57.0,23.0,48.0,53.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.8571428571428571,0.912280701754386,0.8695652173913043,0.8958333333333334,0.8679245283018868,0.3333333333333333,0.7021276595744681,0.5666666666666667,0.7142857142857143,0.9210526315789472,0.85,0.0,0.9210526315789472,0.9508196721311476,0.5238095238095238,0.8620689655172413,25,24,3,2,23,8,24,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3787878787878788,0.3037974683544304,0.1764705882352941,0.0555555555555555,0.0,0.5476190476190477,0.5333333333333333,0.2891566265060241,0.0,22,14.0,84.0,3.8181818181818175,14.699999999999996,97.7,4.440909090909091
11,12,10,2022-11-09,31-064,BRK,,NYK,W (+27),1,31:56,4.0,11.0,.364,2.0,6.0,.333,0,0.0,,0.0,4.0,4.0,1.0,1.0,0.0,1.0,2.0,10.0,5.0,+27,5.0,2.0,0.4,36,52,20,43,46,12,33,34,25,70,34,70,58,22,50,1.0,42.0,57.0,23.0,48.0,53.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.8571428571428571,0.912280701754386,0.8695652173913043,0.8958333333333334,0.8679245283018868,0.3333333333333333,0.7021276595744681,0.5666666666666667,0.7142857142857143,0.9210526315789472,0.85,0.0,0.9210526315789472,0.9508196721311476,0.5238095238095238,0.8620689655172413,25,24,3,2,23,8,24,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3787878787878788,0.3037974683544304,0.1764705882352941,0.0555555555555555,0.0,0.5476190476190477,0.5333333333333333,0.2891566265060241,0.0,22,4.0,103.0,4.681818181818182,4.999999999999999,100.39999999999998,4.563636363636363
12,13,11,2022-11-12,31-067,BRK,@,LAC,W (+15),1,31:38,2.0,6.0,.333,2.0,5.0,.400,1,2.0,.500,0.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,7.0,5.5,+7,1.0,0.0,0.0,36,52,20,43,46,12,33,34,25,70,34,70,58,22,50,1.0,42.0,57.0,23.0,48.0,53.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.8571428571428571,0.912280701754386,0.8695652173913043,0.8958333333333334,0.8679245283018868,0.3333333333333333,0.7021276595744681,0.5666666666666667,0.7142857142857143,0.9210526315789472,0.85,0.0,0.9210526315789472,0.9508196721311476,0.5238095238095238,0.8620689655172413,25,24,3,2,23,8,24,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3787878787878788,0.3037974683544304,0.1764705882352941,0.0555555555555555,0.0,0.5476190476190477,0.5333333333333333,0.2891566265060241,0.0,22,4.0,86.0,3.909090909090909,5.1000000000000005,103.6,4.709090909090909
13,14,12,2022-11-13,31-068,BRK,@,LAL,L (-13),1,31:01,4.0,7.0,.571,2.0,4.0,.500,0,0.0,,0.0,5.0,5.0,0.0,0.0,0.0,1.0,3.0,10.0,6.0,-26,3.0,2.0,0.6666666666666666,36,52,20,43,46,12,33,34,25,70,34,70,58,22,50,1.0,42.0,57.0,23.0,48.0,53.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.8571428571428571,0.912280701754386,0.8695652173913043,0.8958333333333334,0.8679245283018868,0.3333333333333333,0.7021276595744681,0.5666666666666667,0.7142857142857143,0.9210526315789472,0.85,0.0,0.9210526315789472,0.9508196721311476,0.5238095238095238,0.8620689655172413,25,24,3,2,23,8,24,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3787878787878788,0.3037974683544304,0.1764705882352941,0.0555555555555555,0.0,0.5476190476190477,0.5333333333333333,0.2891566265060241,0.0,22,7.0,73.0,3.3181818181818183,5.999999999999999,87.49999999999999,3.9772727272727266
14,15,13,2022-11-15,31-070,BRK,@,SAC,L (-32),1,20:12,1.0,7.0,.143,1.0,5.0,.200,1,1.0,1.000,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,-0.5,-37,2.0,0.0,0.0,36,52,20,43,46,12,33,34,25,70,34,70,58,22,50,1.0,42.0,57.0,23.0,48.0,53.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.8571428571428571,0.912280701754386,0.8695652173913043,0.8958333333333334,0.8679245283018868,0.3333333333333333,0.7021276595744681,0.5666666666666667,0.7142857142857143,0.9210526315789472,0.85,0.0,0.9210526315789472,0.9508196721311476,0.5238095238095238,0.8620689655172413,25,24,3,2,23,8,24,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3787878787878788,0.3037974683544304,0.1764705882352941,0.0555555555555555,0.0,0.5476190476190477,0.5333333333333333,0.2891566265060241,0.0,22,-3.0,87.0,3.954545454545455,-0.8999999999999991,104.2,4.736363636363636
15,16,14,2022-11-17,31-072,BRK,@,POR,W (+2),1,33:25,5.0,12.0,.417,4.0,8.0,.500,1,1.0,1.000,0.0,3.0,3.0,4.0,0.0,1.0,3.0,4.0,15.0,8.4,+10,4.0,1.0,0.25,36,52,20,43,46,12,33,34,25,70,34,70,58,22,50,1.0,42.0,57.0,23.0,48.0,53.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.8571428571428571,0.912280701754386,0.8695652173913043,0.8958333333333334,0.8679245283018868,0.3333333333333333,0.7021276595744681,0.5666666666666667,0.7142857142857143,0.9210526315789472,0.85,0.0,0.9210526315789472,0.9508196721311476,0.5238095238095238,0.8620689655172413,25,24,3,2,23,8,24,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3787878787878788,0.3037974683544304,0.1764705882352941,0.0555555555555555,0.0,0.5476190476190477,0.5333333333333333,0.2891566265060241,0.0,22,7.0,84.0,3.8181818181818175,8.0,76.59999999999998,3.481818181818181
16,17,15,2022-11-20,31-075,BRK,,MEM,W (+12),1,28:16,4.0,7.0,.571,4.0,6.0,.667,1,2.0,.500,0.0,2.0,2.0,3.0,1.0,1.0,0.0,5.0,13.0,11.7,+14,1.0,0.0,0.0,36,52,20,43,46,12,33,34,25,70,34,70,58,22,50,1.0,42.0,57.0,23.0,48.0,53.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.8571428571428571,0.912280701754386,0.8695652173913043,0.8958333333333334,0.8679245283018868,0.3333333333333333,0.7021276595744681,0.5666666666666667,0.7142857142857143,0.9210526315789472,0.85,0.0,0.9210526315789472,0.9508196721311476,0.5238095238095238,0.8620689655172413,25,24,3,2,23,8,24,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3787878787878788,0.3037974683544304,0.1764705882352941,0.0555555555555555,0.0,0.5476190476190477,0.5333333333333333,0.2891566265060241,0.0,22,11.0,107.0,4.863636363636363,11.299999999999995,106.3,4.831818181818182
17,18,16,2022-11-22,31-077,BRK,@,PHI,L (-9),0,23:02,1.0,8.0,.125,1.0,7.0,.143,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,-3.0,-16,1.0,0.0,0.0,36,52,20,43,46,12,33,34,25,70,34,70,58,22,50,1.0,42.0,57.0,23.0,48.0,53.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.8571428571428571,0.912280701754386,0.8695652173913043,0.8958333333333334,0.8679245283018868,0.3333333333333333,0.7021276595744681,0.5666666666666667,0.7142857142857143,0.9210526315789472,0.85,0.0,0.9210526315789472,0.9508196721311476,0.5238095238095238,0.8620689655172413,25,24,3,2,23,8,24,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3787878787878788,0.3037974683544304,0.1764705882352941,0.0555555555555555,0.0,0.5476190476190477,0.5333333333333333,0.2891566265060241,0.0,22,-4.0,84.0,3.8181818181818175,-3.0,88.8,4.036363636363636
18,19,17,2022-11-23,31-078,BRK,@,TOR,W (+14),0,14:06,1.0,7.0,.143,1.0,6.0,.167,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,-0.6,-7,1.0,0.0,0.0,36,52,20,43,46,12,33,34,25,70,34,70,58,22,50,1.0,42.0,57.0,23.0,48.0,53.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.8571428571428571,0.912280701754386,0.8695652173913043,0.8958333333333334,0.8679245283018868,0.3333333333333333,0.7021276595744681,0.5666666666666667,0.7142857142857143,0.9210526315789472,0.85,0.0,0.9210526315789472,0.9508196721311476,0.5238095238095238,0.8620689655172413,25,24,3,2,23,8,24,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3787878787878788,0.3037974683544304,0.1764705882352941,0.0555555555555555,0.0,0.5476190476190477,0.5333333333333333,0.2891566265060241,0.0,22,-1.0,101.0,4.590909090909091,-0.5999999999999993,113.8,5.172727272727273
19,20,18,2022-11-25,31-080,BRK,@,IND,L (-11),0,12:02,0.0,3.0,.000,0.0,3.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,-2.3,-8,0.0,0.0,,36,52,20,43,46,12,33,34,25,70,34,70,58,22,50,1.0,42.0,57.0,23.0,48.0,53.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.8571428571428571,0.912280701754386,0.8695652173913043,0.8958333333333334,0.8679245283018868,0.3333333333333333,0.7021276595744681,0.5666666666666667,0.7142857142857143,0.9210526315789472,0.85,0.0,0.9210526315789472,0.9508196721311476,0.5238095238095238,0.8620689655172413,25,24,3,2,23,8,24,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3787878787878788,0.3037974683544304,0.1764705882352941,0.0555555555555555,0.0,0.5476190476190477,0.5333333333333333,0.2891566265060241,0.0,22,-1.0,78.0,3.5454545454545454,-2.3,79.9,3.6318181818181823
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,36,52,20,43,46,12,33,34,25,70,34,70,58,22,50,1.0,42.0,57.0,23.0,48.0,53.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.8571428571428571,0.912280701754386,0.8695652173913043,0.8958333333333334,0.8679245283018868,0.3333333333333333,0.7021276595744681,0.5666666666666667,0.7142857142857143,0.9210526315789472,0.85,0.0,0.9210526315789472,0.9508196721311476,0.5238095238095238,0.8620689655172413,25,24,3,2,23,8,24,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3787878787878788,0.3037974683544304,0.1764705882352941,0.0555555555555555,0.0,0.5476190476190477,0.5333333333333333,0.2891566265060241,0.0,22,,0.0,0.0,0.0,0.0,0.0
21,21,19,2022-11-27,31-082,BRK,,POR,W (+14),0,16:13,1.0,6.0,.167,1.0,6.0,.167,1,1.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,-1.0,+4,0.0,0.0,,36,52,20,43,46,12,33,34,25,70,34,70,58,22,50,1.0,42.0,57.0,23.0,48.0,53.0,36.0,47.0,60.0,35.0,76.0,40.0,1,76.0,61.0,42.0,58.0,0.0,0.8571428571428571,0.912280701754386,0.8695652173913043,0.8958333333333334,0.8679245283018868,0.3333333333333333,0.7021276595744681,0.5666666666666667,0.7142857142857143,0.9210526315789472,0.85,0.0,0.9210526315789472,0.9508196721311476,0.5238095238095238,0.8620689655172413,25,24,3,2,23,8,24,54.0,42.0,66.0,15.0,83.0,36.0,17.0,48.0,79.0,0.3787878787878788,0.3037974683544304,0.1764705882352941,0.0555555555555555,0.0,0.5476190476190477,0.5333333333333333,0.2891566265060241,0.0,22,-3.0,61.0,2.772727272727273,-1.399999999999999,66.09999999999998,3.0045454545454535
